State/territory,SA3 code,SA3 name,Age group,Participants,Population,Participation (%),Year
SA,40304,Onkaparinga,50–54,"3,084","5,840",52.8,2015-2016
SA,40304,Onkaparinga,55–59,"3,364","5,748",58.5,2015-2016
SA,40304,Onkaparinga,60–64,"3,536","5,466",64.7,2015-2016
SA,40304,Onkaparinga,65–69,"3,286","5,046",65.1,2015-2016
SA,40304,Onkaparinga,70–74,"1,940","3,530",55.0,2015-2016
SA,40304,Onkaparinga,50–69,"13,269","22,101",60.0,2015-2016
SA,40401,Charles Sturt,50–54,"2,005","3,834",52.3,2015-2016
SA,40401,Charles Sturt,55–59,"2,157","3,711",58.1,2015-2016
SA,40401,Charles Sturt,60–64,"2,120","3,358",63.1,2015-2016
SA,40401,Charles Sturt,65–69,"1,930","2,969",65.0,2015-2016
SA,40401,Charles Sturt,70–74,"1,346","2,259",59.6,2015-2016
SA,40401,Charles Sturt,50–69,"8,211","13,873",59.2,2015-2016
SA,40402,Port Adelaide - West,50–54,"1,059","2,144",49.4,2015-2016
SA,40402,Port Adelaide - West,55–59,"1,203","2,123",56.7,2015-2016
SA,40402,Port Adelaide - West,60–64,"1,051","1,787",58.8,2015-2016
SA,40402,Port Adelaide - West,65–69,947,"1,564",60.6,2015-2016
SA,40402,Port Adelaide - West,70–74,568,"1,051",54.1,2015-2016
SA,40402,Port Adelaide - West,50–69,"4,260","7,618",55.9,2015-2016
SA,40403,West Torrens,50–54,"1,093","1,945",56.2,2015-2016
SA,40403,West Torrens,55–59,"1,102","1,844",59.8,2015-2016
SA,40403,West Torrens,60–64,994,"1,603",62.0,2015-2016
SA,40403,West Torrens,65–69,950,"1,476",64.3,2015-2016
SA,40403,West Torrens,70–74,703,"1,245",56.5,2015-2016
SA,40403,West Torrens,50–69,"4,140","6,869",60.3,2015-2016
SA,40501,Barossa,50–54,703,"1,377",51.0,2015-2016
SA,40501,Barossa,55–59,808,"1,356",59.6,2015-2016
SA,40501,Barossa,60–64,797,"1,204",66.2,2015-2016
SA,40501,Barossa,65–69,742,"1,041",71.3,2015-2016
SA,40501,Barossa,70–74,461,771,59.7,2015-2016
SA,40501,Barossa,50–69,"3,050","4,978",61.3,2015-2016
SA,40502,Lower North,50–54,367,836,43.9,2015-2016
SA,40502,Lower North,55–59,494,883,56.0,2015-2016
SA,40502,Lower North,60–64,504,877,57.4,2015-2016
SA,40502,Lower North,65–69,482,755,63.9,2015-2016
SA,40502,Lower North,70–74,357,624,57.2,2015-2016
SA,40502,Lower North,50–69,"1,847","3,351",55.1,2015-2016
SA,40503,Mid North,50–54,524,"1,060",49.4,2015-2016
SA,40503,Mid North,55–59,593,"1,055",56.2,2015-2016
SA,40503,Mid North,60–64,614,989,62.1,2015-2016
SA,40503,Mid North,65–69,572,912,62.7,2015-2016
SA,40503,Mid North,70–74,437,774,56.4,2015-2016
SA,40503,Mid North,50–69,"2,302","4,015",57.3,2015-2016
SA,40504,Yorke Peninsula,50–54,477,905,52.7,2015-2016
SA,40504,Yorke Peninsula,55–59,617,"1,041",59.2,2015-2016
SA,40504,Yorke Peninsula,60–64,740,"1,103",67.1,2015-2016
SA,40504,Yorke Peninsula,65–69,807,"1,171",68.9,2015-2016
SA,40504,Yorke Peninsula,70–74,584,901,64.8,2015-2016
SA,40504,Yorke Peninsula,50–69,"2,640","4,220",62.6,2015-2016
SA,40601,Eyre Peninsula and South West,50–54,977,"1,997",48.9,2015-2016
SA,40601,Eyre Peninsula and South West,55–59,"1,177","2,048",57.5,2015-2016
SA,40601,Eyre Peninsula and South West,60–64,"1,104","1,692",65.3,2015-2016
SA,40601,Eyre Peninsula and South West,65–69,"1,115","1,550",72.0,2015-2016
SA,40601,Eyre Peninsula and South West,70–74,798,"1,300",61.4,2015-2016
SA,40601,Eyre Peninsula and South West,50–69,"4,374","7,287",60.0,2015-2016
SA,40602,Outback - North and East,50–54,398,937,42.5,2015-2016
SA,40602,Outback - North and East,55–59,366,818,44.7,2015-2016
SA,40602,Outback - North and East,60–64,391,709,55.2,2015-2016
SA,40602,Outback - North and East,65–69,342,586,58.3,2015-2016
SA,40602,Outback - North and East,70–74,200,420,47.6,2015-2016
SA,40602,Outback - North and East,50–69,"1,497","3,050",49.1,2015-2016
SA,40701,Fleurieu - Kangaroo Island,50–54,846,"1,788",47.3,2015-2016
SA,40701,Fleurieu - Kangaroo Island,55–59,"1,102","2,004",55.0,2015-2016
SA,40701,Fleurieu - Kangaroo Island,60–64,"1,347","2,268",59.4,2015-2016
SA,40701,Fleurieu - Kangaroo Island,65–69,"1,690","2,534",66.7,2015-2016
SA,40701,Fleurieu - Kangaroo Island,70–74,"1,219","2,011",60.6,2015-2016
SA,40701,Fleurieu - Kangaroo Island,50–69,"4,985","8,594",58.0,2015-2016
SA,40702,Limestone Coast,50–54,"1,204","2,282",52.7,2015-2016
SA,40702,Limestone Coast,55–59,"1,402","2,278",61.5,2015-2016
SA,40702,Limestone Coast,60–64,"1,366","2,084",65.6,2015-2016
SA,40702,Limestone Coast,65–69,"1,292","1,922",67.2,2015-2016
SA,40702,Limestone Coast,70–74,881,"1,459",60.4,2015-2016
SA,40702,Limestone Coast,50–69,"5,263","8,566",61.4,2015-2016
SA,40703,Murray and Mallee,50–54,"1,309","2,572",50.9,2015-2016
SA,40703,Murray and Mallee,55–59,"1,445","2,505",57.7,2015-2016
SA,40703,Murray and Mallee,60–64,"1,506","2,412",62.5,2015-2016
SA,40703,Murray and Mallee,65–69,"1,523","2,370",64.3,2015-2016
SA,40703,Murray and Mallee,70–74,"1,064","1,727",61.6,2015-2016
SA,40703,Murray and Mallee,50–69,"5,784","9,859",58.7,2015-2016
Tas,60101,Brighton,50–54,286,555,51.5,2015-2016
Tas,60101,Brighton,55–59,323,565,57.2,2015-2016
Tas,60101,Brighton,60–64,339,518,65.4,2015-2016
Tas,60101,Brighton,65–69,267,427,62.5,2015-2016
Tas,60101,Brighton,70–74,146,262,55.8,2015-2016
Tas,60101,Brighton,50–69,"1,214","2,064",58.8,2015-2016
Tas,60102,Hobart - North East,50–54,"1,073","1,870",57.4,2015-2016
Tas,60102,Hobart - North East,55–59,"1,251","1,912",65.4,2015-2016
Tas,60102,Hobart - North East,60–64,"1,175","1,709",68.8,2015-2016
Tas,60102,Hobart - North East,65–69,"1,148","1,616",71.1,2015-2016
Tas,60102,Hobart - North East,70–74,785,"1,232",63.8,2015-2016
Tas,60102,Hobart - North East,50–69,"4,648","7,107",65.4,2015-2016
Tas,60103,Hobart - North West,50–54,901,"1,817",49.6,2015-2016
Tas,60103,Hobart - North West,55–59,986,"1,769",55.8,2015-2016
Tas,60103,Hobart - North West,60–64,978,"1,543",63.4,2015-2016
Tas,60103,Hobart - North West,65–69,908,"1,407",64.5,2015-2016
Tas,60103,Hobart - North West,70–74,661,"1,206",54.8,2015-2016
Tas,60103,Hobart - North West,50–69,"3,773","6,536",57.7,2015-2016
Tas,60104,Hobart - South and West,50–54,639,"1,132",56.5,2015-2016
Tas,60104,Hobart - South and West,55–59,751,"1,217",61.7,2015-2016
Tas,60104,Hobart - South and West,60–64,761,"1,125",67.7,2015-2016
Tas,60104,Hobart - South and West,65–69,681,954,71.4,2015-2016
Tas,60104,Hobart - South and West,70–74,402,723,55.6,2015-2016
Tas,60104,Hobart - South and West,50–69,"2,831","4,427",64.0,2015-2016
Tas,60105,Hobart Inner,50–54,998,"1,735",57.5,2015-2016
Tas,60105,Hobart Inner,55–59,"1,087","1,713",63.4,2015-2016
Tas,60105,Hobart Inner,60–64,"1,002","1,540",65.1,2015-2016
Tas,60105,Hobart Inner,65–69,940,"1,381",68.0,2015-2016
Tas,60105,Hobart Inner,70–74,557,940,59.2,2015-2016
Tas,60105,Hobart Inner,50–69,"4,027","6,370",63.2,2015-2016
Tas,60106,Sorell - Dodges Ferry,50–54,330,603,54.8,2015-2016
Tas,60106,Sorell - Dodges Ferry,55–59,369,617,59.9,2015-2016
Tas,60106,Sorell - Dodges Ferry,60–64,366,561,65.2,2015-2016
Tas,60106,Sorell - Dodges Ferry,65–69,310,455,68.1,2015-2016
Tas,60106,Sorell - Dodges Ferry,70–74,151,317,47.5,2015-2016
Tas,60106,Sorell - Dodges Ferry,50–69,"1,375","2,236",61.5,2015-2016
Tas,60201,Launceston,50–54,"1,357","2,783",48.8,2015-2016
Tas,60201,Launceston,55–59,"1,592","2,734",58.2,2015-2016
Tas,60201,Launceston,60–64,"1,535","2,552",60.2,2015-2016
Tas,60201,Launceston,65–69,"1,436","2,318",61.9,2015-2016
Tas,60201,Launceston,70–74,"1,020","1,905",53.5,2015-2016
Tas,60201,Launceston,50–69,"5,920","10,388",57.0,2015-2016
Tas,60202,Meander Valley - West Tamar,50–54,379,866,43.7,2015-2016
Tas,60202,Meander Valley - West Tamar,55–59,501,958,52.3,2015-2016
Tas,60202,Meander Valley - West Tamar,60–64,537,914,58.7,2015-2016
Tas,60202,Meander Valley - West Tamar,65–69,525,853,61.5,2015-2016
Tas,60202,Meander Valley - West Tamar,70–74,313,597,52.3,2015-2016
Tas,60202,Meander Valley - West Tamar,50–69,"1,941","3,591",54.1,2015-2016
Tas,60203,North East,50–54,719,"1,505",47.8,2015-2016
Tas,60203,North East,55–59,870,"1,579",55.1,2015-2016
Tas,60203,North East,60–64,826,"1,454",56.8,2015-2016
Tas,60203,North East,65–69,897,"1,415",63.4,2015-2016
Tas,60203,North East,70–74,536,"1,013",52.9,2015-2016
Tas,60203,North East,50–69,"3,312","5,954",55.6,2015-2016
Tas,60301,Central Highlands (Tas),50–54,n.p.,n.p.,n.p.,2015-2016
Tas,60301,Central Highlands (Tas),55–59,n.p.,n.p.,n.p.,2015-2016
Tas,60301,Central Highlands (Tas),60–64,n.p.,n.p.,n.p.,2015-2016
Tas,60301,Central Highlands (Tas),65–69,n.p.,n.p.,n.p.,2015-2016
Tas,60301,Central Highlands (Tas),70–74,n.p.,n.p.,n.p.,2015-2016
Tas,60301,Central Highlands (Tas),50–69,n.p.,n.p.,n.p.,2015-2016
Tas,60302,Huon - Bruny Island,50–54,351,790,44.5,2015-2016
Tas,60302,Huon - Bruny Island,55–59,409,818,50.0,2015-2016
Tas,60302,Huon - Bruny Island,60–64,441,779,56.5,2015-2016
Tas,60302,Huon - Bruny Island,65–69,432,736,58.7,2015-2016
Tas,60302,Huon - Bruny Island,70–74,232,452,51.2,2015-2016
Tas,60302,Huon - Bruny Island,50–69,"1,633","3,124",52.3,2015-2016
Tas,60303,South East Coast,50–54,120,244,48.9,2015-2016
Tas,60303,South East Coast,55–59,178,350,51.0,2015-2016
Tas,60303,South East Coast,60–64,212,345,61.4,2015-2016
Tas,60303,South East Coast,65–69,239,363,66.0,2015-2016
Tas,60303,South East Coast,70–74,123,246,50.1,2015-2016
Tas,60303,South East Coast,50–69,749,"1,302",57.5,2015-2016
Tas,60401,Burnie - Ulverstone,50–54,915,"1,849",49.5,2015-2016
Tas,60401,Burnie - Ulverstone,55–59,"1,004","1,845",54.4,2015-2016
Tas,60401,Burnie - Ulverstone,60–64,"1,009","1,656",60.9,2015-2016
Tas,60401,Burnie - Ulverstone,65–69,944,"1,547",61.0,2015-2016
Tas,60401,Burnie - Ulverstone,70–74,672,"1,230",54.6,2015-2016
Tas,60401,Burnie - Ulverstone,50–69,"3,871","6,897",56.1,2015-2016
Tas,60402,Devonport,50–54,812,"1,676",48.5,2015-2016
Tas,60402,Devonport,55–59,914,"1,666",54.8,2015-2016
Tas,60402,Devonport,60–64,"1,009","1,621",62.2,2015-2016
Tas,60402,Devonport,65–69,"1,006","1,647",61.1,2015-2016
Tas,60402,Devonport,70–74,668,"1,197",55.8,2015-2016
Tas,60402,Devonport,50–69,"3,741","6,610",56.6,2015-2016
Tas,60403,West Coast,50–54,342,707,48.4,2015-2016
Tas,60403,West Coast,55–59,332,652,50.9,2015-2016
Tas,60403,West Coast,60–64,340,593,57.3,2015-2016
Tas,60403,West Coast,65–69,276,498,55.5,2015-2016
Tas,60403,West Coast,70–74,192,379,50.6,2015-2016
Tas,60403,West Coast,50–69,"1,290","2,450",52.6,2015-2016
ACT,80101,Belconnen,50–54,"1,326","2,698",49.1,2015-2016
ACT,80101,Belconnen,55–59,"1,515","2,764",54.8,2015-2016
ACT,80101,Belconnen,60–64,"1,591","2,680",59.3,2015-2016
ACT,80101,Belconnen,65–69,"1,626","2,526",64.3,2015-2016
ACT,80101,Belconnen,70–74,912,"1,676",54.4,2015-2016
ACT,80101,Belconnen,50–69,"6,056","10,669",56.8,2015-2016
ACT,80102,Cotter - Namadgi,50–54,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,55–59,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,60–64,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,65–69,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,70–74,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,50–69,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,50–54,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,55–59,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,60–64,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,65–69,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,70–74,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,50–69,n.p.,n.p.,n.p.,2015-2016
ACT,80104,Gungahlin,50–54,869,"1,807",48.1,2015-2016
ACT,80104,Gungahlin,55–59,773,"1,389",55.6,2015-2016
ACT,80104,Gungahlin,60–64,633,"1,096",57.8,2015-2016
ACT,80104,Gungahlin,65–69,520,869,59.9,2015-2016
ACT,80104,Gungahlin,70–74,284,520,54.5,2015-2016
ACT,80104,Gungahlin,50–69,"2,796","5,160",54.2,2015-2016
ACT,80105,North Canberra,50–54,687,"1,367",50.3,2015-2016
ACT,80105,North Canberra,55–59,667,"1,236",54.0,2015-2016
ACT,80105,North Canberra,60–64,614,"1,030",59.6,2015-2016
ACT,80105,North Canberra,65–69,502,854,58.8,2015-2016
ACT,80105,North Canberra,70–74,335,700,47.9,2015-2016
ACT,80105,North Canberra,50–69,"2,471","4,488",55.1,2015-2016
ACT,80106,South Canberra,50–54,488,"1,010",48.3,2015-2016
ACT,80106,South Canberra,55–59,473,940,50.3,2015-2016
ACT,80106,South Canberra,60–64,507,781,64.9,2015-2016
ACT,80106,South Canberra,65–69,503,724,69.4,2015-2016
ACT,80106,South Canberra,70–74,235,453,51.9,2015-2016
ACT,80106,South Canberra,50–69,"1,969","3,455",57.0,2015-2016
ACT,80107,Tuggeranong,50–54,"1,766","3,452",51.2,2015-2016
ACT,80107,Tuggeranong,55–59,"1,871","3,157",59.3,2015-2016
ACT,80107,Tuggeranong,60–64,"1,676","2,646",63.3,2015-2016
ACT,80107,Tuggeranong,65–69,"1,316","2,006",65.6,2015-2016
ACT,80107,Tuggeranong,70–74,625,"1,208",51.7,2015-2016
ACT,80107,Tuggeranong,50–69,"6,628","11,261",58.9,2015-2016
ACT,80108,Weston Creek,50–54,403,812,49.6,2015-2016
ACT,80108,Weston Creek,55–59,456,786,58.0,2015-2016
ACT,80108,Weston Creek,60–64,413,701,58.9,2015-2016
ACT,80108,Weston Creek,65–69,548,833,65.8,2015-2016
ACT,80108,Weston Creek,70–74,357,633,56.4,2015-2016
ACT,80108,Weston Creek,50–69,"1,819","3,132",58.1,2015-2016
ACT,80109,Woden,50–54,642,"1,228",52.3,2015-2016
ACT,80109,Woden,55–59,589,"1,069",55.1,2015-2016
ACT,80109,Woden,60–64,568,844,67.3,2015-2016
ACT,80109,Woden,65–69,573,890,64.4,2015-2016
ACT,80109,Woden,70–74,485,858,56.5,2015-2016
ACT,80109,Woden,50–69,"2,371","4,029",58.8,2015-2016
NT,70101,Darwin City,50–54,270,818,33.0,2015-2016
NT,70101,Darwin City,55–59,283,691,41.0,2015-2016
NT,70101,Darwin City,60–64,219,573,38.3,2015-2016
NT,70101,Darwin City,65–69,180,389,46.2,2015-2016
NT,70101,Darwin City,70–74,85,221,38.3,2015-2016
NT,70101,Darwin City,50–69,952,"2,471",38.5,2015-2016
NT,70102,Darwin Suburbs,50–54,638,"1,908",33.4,2015-2016
NT,70102,Darwin Suburbs,55–59,728,"1,698",42.9,2015-2016
NT,70102,Darwin Suburbs,60–64,690,"1,470",46.9,2015-2016
NT,70102,Darwin Suburbs,65–69,513,"1,046",49.1,2015-2016
NT,70102,Darwin Suburbs,70–74,245,670,36.6,2015-2016
NT,70102,Darwin Suburbs,50–69,"2,569","6,122",42.0,2015-2016
NT,70103,Litchfield,50–54,242,766,31.6,2015-2016
NT,70103,Litchfield,55–59,261,681,38.3,2015-2016
NT,70103,Litchfield,60–64,197,495,39.8,2015-2016
NT,70103,Litchfield,65–69,139,344,40.3,2015-2016
NT,70103,Litchfield,70–74,47,189,25.1,2015-2016
NT,70103,Litchfield,50–69,838,"2,285",36.7,2015-2016
NT,70104,Palmerston,50–54,267,919,29.0,2015-2016
NT,70104,Palmerston,55–59,259,782,33.1,2015-2016
NT,70104,Palmerston,60–64,203,537,37.8,2015-2016
NT,70104,Palmerston,65–69,148,371,39.8,2015-2016
NT,70104,Palmerston,70–74,61,192,31.7,2015-2016
NT,70104,Palmerston,50–69,877,"2,610",33.6,2015-2016
NT,70201,Alice Springs,50–54,464,"1,388",33.4,2015-2016
NT,70201,Alice Springs,55–59,478,"1,239",38.6,2015-2016
NT,70201,Alice Springs,60–64,359,924,38.8,2015-2016
NT,70201,Alice Springs,65–69,222,529,42.0,2015-2016
NT,70201,Alice Springs,70–74,94,363,25.9,2015-2016
NT,70201,Alice Springs,50–69,"1,523","4,079",37.3,2015-2016
NT,70202,Barkly,50–54,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,55–59,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,60–64,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,65–69,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,70–74,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,50–69,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,50–54,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,55–59,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,60–64,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,65–69,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,70–74,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,50–69,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,50–54,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,55–59,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,60–64,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,65–69,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,70–74,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,50–69,n.p.,n.p.,n.p.,2015-2016
NT,70205,Katherine,50–54,171,620,27.5,2015-2016
NT,70205,Katherine,55–59,187,540,34.7,2015-2016
NT,70205,Katherine,60–64,130,365,35.6,2015-2016
NT,70205,Katherine,65–69,92,252,36.5,2015-2016
NT,70205,Katherine,70–74,40,154,25.9,2015-2016
NT,70205,Katherine,50–69,580,"1,777",32.6,2015-2016
NSW,10102,Queanbeyan,50–54,"1,284","2,251",57.0,2016-2017
NSW,10102,Queanbeyan,55–59,"1,188","1,970",60.3,2016-2017
NSW,10102,Queanbeyan,60–64,"1,012","1,625",62.3,2016-2017
NSW,10102,Queanbeyan,65–69,826,"1,300",63.5,2016-2017
NSW,10102,Queanbeyan,70–74,566,907,62.4,2016-2017
NSW,10102,Queanbeyan,50–69,"4,309","7,145",60.3,2016-2017
NSW,10103,Snowy Mountains,50–54,409,720,56.8,2016-2017
NSW,10103,Snowy Mountains,55–59,439,730,60.1,2016-2017
NSW,10103,Snowy Mountains,60–64,379,618,61.3,2016-2017
NSW,10103,Snowy Mountains,65–69,358,567,63.1,2016-2017
NSW,10103,Snowy Mountains,70–74,267,463,57.6,2016-2017
NSW,10103,Snowy Mountains,50–69,"1,584","2,634",60.1,2016-2017
NSW,10104,South Coast,50–54,"1,424","2,638",54.0,2016-2017
NSW,10104,South Coast,55–59,"1,971","3,283",60.0,2016-2017
NSW,10104,South Coast,60–64,"2,228","3,423",65.1,2016-2017
NSW,10104,South Coast,65–69,"2,248","3,198",70.3,2016-2017
NSW,10104,South Coast,70–74,"1,598","2,536",63.0,2016-2017
NSW,10104,South Coast,50–69,"7,871","12,540",62.8,2016-2017
NSW,10105,Goulburn - Mulwaree,50–54,619,"1,253",49.4,2016-2017
NSW,10105,Goulburn - Mulwaree,55–59,731,"1,257",58.2,2016-2017
NSW,10105,Goulburn - Mulwaree,60–64,774,"1,202",64.4,2016-2017
NSW,10105,Goulburn - Mulwaree,65–69,681,"1,074",63.4,2016-2017
NSW,10105,Goulburn - Mulwaree,70–74,522,910,57.4,2016-2017
NSW,10105,Goulburn - Mulwaree,50–69,"2,805","4,786",58.6,2016-2017
NSW,10106,Young - Yass,50–54,645,"1,257",51.3,2016-2017
NSW,10106,Young - Yass,55–59,774,"1,274",60.8,2016-2017
NSW,10106,Young - Yass,60–64,719,"1,181",60.8,2016-2017
NSW,10106,Young - Yass,65–69,767,"1,149",66.8,2016-2017
NSW,10106,Young - Yass,70–74,525,869,60.4,2016-2017
NSW,10106,Young - Yass,50–69,"2,905","4,860",59.8,2016-2017
NSW,10201,Gosford,50–54,"2,783","6,002",46.4,2016-2017
NSW,10201,Gosford,55–59,"3,088","6,163",50.1,2016-2017
NSW,10201,Gosford,60–64,"3,294","5,634",58.5,2016-2017
NSW,10201,Gosford,65–69,"3,195","5,373",59.5,2016-2017
NSW,10201,Gosford,70–74,"2,464","4,580",53.8,2016-2017
NSW,10201,Gosford,50–69,"12,360","23,171",53.3,2016-2017
NSW,10202,Wyong,50–54,"2,394","5,217",45.9,2016-2017
NSW,10202,Wyong,55–59,"2,815","5,483",51.3,2016-2017
NSW,10202,Wyong,60–64,"2,981","5,022",59.4,2016-2017
NSW,10202,Wyong,65–69,"2,882","4,862",59.3,2016-2017
NSW,10202,Wyong,70–74,"2,252","4,186",53.8,2016-2017
NSW,10202,Wyong,50–69,"11,072","20,583",53.8,2016-2017
NSW,10301,Bathurst,50–54,608,"1,491",40.8,2016-2017
NSW,10301,Bathurst,55–59,656,"1,532",42.8,2016-2017
NSW,10301,Bathurst,60–64,703,"1,362",51.7,2016-2017
NSW,10301,Bathurst,65–69,662,"1,295",51.1,2016-2017
NSW,10301,Bathurst,70–74,447,"1,004",44.5,2016-2017
NSW,10301,Bathurst,50–69,"2,629","5,679",46.3,2016-2017
NSW,10302,Lachlan Valley,50–54,"1,017","1,889",53.8,2016-2017
NSW,10302,Lachlan Valley,55–59,"1,115","1,890",59.0,2016-2017
NSW,10302,Lachlan Valley,60–64,"1,141","1,848",61.8,2016-2017
NSW,10302,Lachlan Valley,65–69,"1,112","1,688",65.9,2016-2017
NSW,10302,Lachlan Valley,70–74,864,"1,409",61.3,2016-2017
NSW,10302,Lachlan Valley,50–69,"4,385","7,314",60.0,2016-2017
NSW,10303,Lithgow - Mudgee,50–54,742,"1,680",44.2,2016-2017
NSW,10303,Lithgow - Mudgee,55–59,813,"1,664",48.9,2016-2017
NSW,10303,Lithgow - Mudgee,60–64,821,"1,515",54.2,2016-2017
NSW,10303,Lithgow - Mudgee,65–69,843,"1,485",56.8,2016-2017
NSW,10303,Lithgow - Mudgee,70–74,623,"1,276",48.8,2016-2017
NSW,10303,Lithgow - Mudgee,50–69,"3,220","6,344",50.8,2016-2017
NSW,10304,Orange,50–54,974,"1,865",52.2,2016-2017
NSW,10304,Orange,55–59,"1,032","1,891",54.6,2016-2017
NSW,10304,Orange,60–64,"1,040","1,618",64.3,2016-2017
NSW,10304,Orange,65–69,993,"1,587",62.6,2016-2017
NSW,10304,Orange,70–74,693,"1,225",56.6,2016-2017
NSW,10304,Orange,50–69,"4,039","6,961",58.0,2016-2017
NSW,10401,Clarence Valley,50–54,955,"1,801",53.0,2016-2017
NSW,10401,Clarence Valley,55–59,"1,233","2,104",58.6,2016-2017
NSW,10401,Clarence Valley,60–64,"1,296","2,000",64.8,2016-2017
NSW,10401,Clarence Valley,65–69,"1,317","1,961",67.1,2016-2017
NSW,10401,Clarence Valley,70–74,971,"1,602",60.7,2016-2017
NSW,10401,Clarence Valley,50–69,"4,800","7,865",61.0,2016-2017
NSW,10402,Coffs Harbour,50–54,"1,518","3,176",47.8,2016-2017
NSW,10402,Coffs Harbour,55–59,"1,924","3,479",55.3,2016-2017
NSW,10402,Coffs Harbour,60–64,"1,984","3,199",62.0,2016-2017
NSW,10402,Coffs Harbour,65–69,"1,817","2,911",62.4,2016-2017
NSW,10402,Coffs Harbour,70–74,"1,306","2,241",58.3,2016-2017
NSW,10402,Coffs Harbour,50–69,"7,243","12,764",56.7,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,50–54,409,861,47.6,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,55–59,431,827,52.2,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,60–64,355,632,56.2,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,65–69,362,605,59.8,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,70–74,255,487,52.4,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,50–69,"1,558","2,925",53.3,2016-2017
NSW,10502,Broken Hill and Far West,50–54,390,692,56.4,2016-2017
NSW,10502,Broken Hill and Far West,55–59,467,798,58.6,2016-2017
NSW,10502,Broken Hill and Far West,60–64,466,674,69.2,2016-2017
NSW,10502,Broken Hill and Far West,65–69,409,603,67.9,2016-2017
NSW,10502,Broken Hill and Far West,70–74,343,508,67.6,2016-2017
NSW,10502,Broken Hill and Far West,50–69,"1,734","2,767",62.6,2016-2017
NSW,10503,Dubbo,50–54,"1,179","2,323",50.8,2016-2017
NSW,10503,Dubbo,55–59,"1,275","2,436",52.4,2016-2017
NSW,10503,Dubbo,60–64,"1,256","2,170",57.9,2016-2017
NSW,10503,Dubbo,65–69,"1,126","1,859",60.6,2016-2017
NSW,10503,Dubbo,70–74,855,"1,605",53.3,2016-2017
NSW,10503,Dubbo,50–69,"4,836","8,787",55.0,2016-2017
NSW,10601,Lower Hunter,50–54,"1,470","2,879",51.1,2016-2017
NSW,10601,Lower Hunter,55–59,"1,603","3,014",53.2,2016-2017
NSW,10601,Lower Hunter,60–64,"1,672","2,701",61.9,2016-2017
NSW,10601,Lower Hunter,65–69,"1,454","2,339",62.2,2016-2017
NSW,10601,Lower Hunter,70–74,977,"1,712",57.1,2016-2017
NSW,10601,Lower Hunter,50–69,"6,199","10,932",56.7,2016-2017
NSW,10602,Maitland,50–54,"1,376","2,422",56.8,2016-2017
NSW,10602,Maitland,55–59,"1,385","2,330",59.4,2016-2017
NSW,10602,Maitland,60–64,"1,435","2,020",71.0,2016-2017
NSW,10602,Maitland,65–69,"1,274","1,861",68.4,2016-2017
NSW,10602,Maitland,70–74,940,"1,396",67.3,2016-2017
NSW,10602,Maitland,50–69,"5,470","8,632",63.4,2016-2017
NSW,10603,Port Stephens,50–54,"1,286","2,515",51.2,2016-2017
NSW,10603,Port Stephens,55–59,"1,540","2,607",59.1,2016-2017
