sa3_code,Area_Label,Census_Year,Estimated_Resident_Population,Population_Density_Per_Km2,Estimated resident population - males (no.),Estimated resident population - females (no.),Median_Age_Males,Median_Age_Females,Median_Age_Overall,Males - 85 and over (no.),Females - 85 and over (no.),Number_of_Births,Number_of_Deaths,Standardised_Death_Rate,Overseas_Arrivals,Overseas_Departures,Net_Overseas_Migration,Indigenous_Population,Indigenous_Population_Percent,Born_in_Oceania_Excluding_Australia_Percent,Born_in_North_West_Europe_Percent,Born_in_Southern_Eastern_Europe_Percent,Born_in_North_Africa_Middle_East_Percent,Born_in_South_East_Asia_Percent,Born_in_North_East_Asia_Percent,Born_in_Southern_Central_Asia_Percent,Born_in_Americas_Percent,Born_in_Sub_Saharan_Africa_Percent,Total_Born_Overseas,Total_Born_Overseas_Percent,Number_of_Australian_Citizens,Number_of_Non_Australian_Citizens,Australian_Citizenship_Not_Stated,Australian_Citizen_Percent,Non_Australian_Citizen_Percent,Australian_Citizenship_Not_Stated_Percent,Speaks_Other_Language_At_Home,Speaks_Other_Language_At_Home_Percent,Males_Under_14,Females_Under_14,Males_15_to_24,Females_15_to_24,Males_25_to_34,Females_25_to_34,Males_35_to_44,Females_35_to_44,Males_45_to_54,Females_45_to_54,Males_55_to_64,Females_55_to_64,Males_65_to_74,Females_65_to_74,Males_75_to_84,Females_75_to_84,Males_85_and_over,Females_85_and_over
10600,Bellingen,2011,,,,,,,,,,,,,,,,379.00,3.00,,,,,,,,,,,,11540.00,501.00,474.00,92.20,4.00,3.80,397.00,3.20,,,,,,,,,,,,,,,,,,
10600,Bellingen,2016,,,,,,,,,,109.00,132.00,6.00,,,,448.00,3.50,1.50,7.40,0.40,0.10,0.50,0.20,0.20,0.90,0.60,1496.00,11.80,11369.00,450.00,847.00,89.70,3.60,6.70,404.00,3.20,,,,,,,,,,,,,,,,,,
10600,Bellingen,2017,12969.00,8.10,6272.00,6697.00,47.50,48.80,48.30,126.00,208.00,112.00,130.00,5.80,70.00,27.00,43.00,,,,,,,,,,,,,,,,,,,,,,1165.0,1161.0,592.0,549.0,533.0,541.0,631.0,707.0,839.0,1011.0,1083.0,1168.0,864.0,854.0,439.0,498.0,126.00,208.00
10600,Bellingen,2018,12991.00,8.10,6290.00,6701.00,47.70,48.90,48.40,143.00,206.00,133.00,125.00,5.90,69.00,28.00,41.00,,,,,,,,,,,,,,,,,,,,,,1161.0,1143.0,597.0,559.0,532.0,554.0,608.0,682.0,828.0,1001.0,1074.0,1164.0,909.0,877.0,438.0,515.0,143.00,206.00
10600,Bellingen,2019,13026.00,8.10,6333.00,6693.00,48.00,49.30,48.70,144.00,207.00,124.00,145.00,6.10,69.00,33.00,36.00,,,,,,,,,,,,,,,,,,,,,,1168.0,1128.0,587.0,558.0,544.0,559.0,623.0,668.0,779.0,985.0,1073.0,1188.0,959.0,886.0,456.0,514.0,144.00,207.00
10600,Bellingen,2020,13126.00,8.20,6396.00,6730.00,48.80,50.00,49.40,145.00,209.00,101.00,125.00,5.90,62.00,36.00,26.00,,,,,,,,,,,,,,,,,,,,,,1166.0,1107.0,578.0,545.0,529.0,550.0,633.0,677.0,756.0,981.0,1094.0,1197.0,1028.0,932.0,467.0,532.0,145.00,209.00
10600,Bellingen,2021,13197.00,8.20,6457.00,6740.00,49.50,50.50,50.00,149.00,223.00,114.00,140.00,6.00,26.00,22.00,4.00,562.00,4.20,1.50,7.50,0.60,0.10,0.70,0.30,0.20,1.00,0.60,1660.00,12.50,11835.00,478.00,943.00,89.30,3.60,7.10,482.00,3.60,1174.0,1101.0,551.0,534.0,522.0,540.0,644.0,676.0,772.0,956.0,1077.0,1191.0,1078.0,979.0,490.0,540.0,149.00,223.00
10600,Bellingen,2022,13219.00,8.30,,,,,,,,,,,71.00,33.00,38.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10650,Berrigan,2011,,,,,,,,,,,,,,,,166.00,2.10,,,,,,,,,,,,7422.00,232.00,409.00,92.10,2.90,5.10,181.00,2.20,,,,,,,,,,,,,,,,,,
10650,Berrigan,2016,,,,,,,,,,78.00,99.00,6.40,,,,199.00,2.40,1.20,3.80,0.40,0.10,0.80,0.20,0.50,0.30,0.40,653.00,7.70,7412.00,279.00,771.00,87.60,3.30,9.10,258.00,3.00,,,,,,,,,,,,,,,,,,
10650,Berrigan,2017,8632.00,4.20,4345.00,4287.00,48.40,48.90,48.70,131.00,183.00,78.00,99.00,6.00,67.00,26.00,41.00,,,,,,,,,,,,,,,,,,,,,,776.0,719.0,410.0,378.0,389.0,402.0,415.0,443.0,476.0,495.0,635.0,645.0,721.0,661.0,392.0,361.0,131.00,183.00
10650,Berrigan,2018,8637.00,4.20,4361.00,4276.00,49.00,49.30,49.10,137.00,180.00,82.00,76.00,5.20,65.00,29.00,36.00,,,,,,,,,,,,,,,,,,,,,,774.0,716.0,411.0,374.0,376.0,408.0,416.0,422.0,466.0,480.0,627.0,643.0,757.0,673.0,397.0,380.0,137.00,180.00
10650,Berrigan,2019,8636.00,4.20,4355.00,4281.00,49.50,49.70,49.60,144.00,171.00,87.00,107.00,5.10,65.00,31.00,34.00,,,,,,,,,,,,,,,,,,,,,,758.0,711.0,404.0,368.0,375.0,405.0,403.0,416.0,462.0,473.0,625.0,657.0,784.0,687.0,400.0,393.0,144.00,171.00
10650,Berrigan,2020,8636.00,4.20,4326.00,4310.00,50.30,50.70,50.50,152.00,175.00,86.00,82.00,4.60,59.00,35.00,24.00,,,,,,,,,,,,,,,,,,,,,,727.0,707.0,404.0,373.0,378.0,376.0,372.0,420.0,474.0,463.0,612.0,662.0,797.0,711.0,410.0,423.0,152.00,175.00
10650,Berrigan,2021,8612.00,4.20,4292.00,4320.00,51.50,51.40,51.40,160.00,172.00,67.00,111.00,5.30,25.00,21.00,4.00,263.00,3.00,1.00,4.00,0.40,0.20,0.80,0.20,0.60,0.30,0.40,693.00,8.00,7539.00,345.00,779.00,87.00,4.00,9.00,261.00,3.00,678.0,685.0,392.0,362.0,365.0,382.0,381.0,427.0,483.0,457.0,584.0,654.0,819.0,740.0,430.0,441.0,160.00,172.00
10650,Berrigan,2022,8657.00,4.20,,,,,,,,,,,55.00,26.00,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10750,Blacktown,2011,,,,,,,,,,,,,,,,8197.00,2.70,,,,,,,,,,,,251680.00,33225.00,16196.00,83.60,11.00,5.40,111181.00,36.90,,,,,,,,,,,,,,,,,,
10750,Blacktown,2016,,,,,,,,,,5584.00,1584.00,6.00,,,,9527.00,2.80,5.60,2.80,3.00,3.70,8.30,2.20,12.20,1.00,1.50,136113.00,40.40,272052.00,45352.00,19560.00,80.70,13.50,5.80,138305.00,41.00,,,,,,,,,,,,,,,,,,
10750,Blacktown,2017,359376.00,1504.60,180042.00,179334.00,33.00,33.90,33.50,1286.00,2339.00,5546.00,1670.00,5.90,8358.00,3231.00,5127.00,,,,,,,,,,,,,,,,,,,,,,42020.0,39682.0,26025.0,24059.0,28231.0,29311.0,28006.0,27068.0,21709.0,21845.0,17138.0,17847.0,11099.0,11730.0,4528.0,5453.0,1286.00,2339.00
10750,Blacktown,2018,368951.00,1544.70,185107.00,183844.00,33.10,34.10,33.60,1352.00,2441.00,6475.00,1602.00,5.80,8080.00,3571.00,4509.00,,,,,,,,,,,,,,,,,,,,,,42830.0,40512.0,26859.0,24634.0,28836.0,29704.0,29343.0,28333.0,22196.0,22188.0,17516.0,18190.0,11452.0,12290.0,4723.0,5552.0,1352.00,2441.00
10750,Blacktown,2019,379575.00,1589.20,190545.00,189030.00,33.20,34.30,33.80,1387.00,2516.00,5952.00,1697.00,5.70,8185.00,3916.00,4269.00,,,,,,,,,,,,,,,,,,,,,,43896.0,41654.0,27590.0,25065.0,29397.0,30169.0,30854.0,29828.0,22739.0,22506.0,17898.0,18667.0,11757.0,12831.0,5027.0,5794.0,1387.00,2516.00
10750,Blacktown,2020,391095.00,1637.40,196192.00,194903.00,33.60,34.60,34.10,1444.00,2607.00,6028.00,1681.00,5.50,7267.00,4382.00,2885.00,,,,,,,,,,,,,,,,,,,,,,45346.0,43205.0,27580.0,24934.0,29921.0,30748.0,32522.0,31698.0,23476.0,22984.0,18282.0,19119.0,12295.0,13519.0,5326.0,6089.0,1444.00,2607.00
10750,Blacktown,2021,399711.00,1673.50,200448.00,199263.00,33.90,34.90,34.40,1505.00,2681.00,6079.00,1792.00,5.50,3063.00,2652.00,411.00,11812.00,3.00,5.20,2.10,2.40,3.80,8.40,2.60,17.50,1.00,1.50,175914.00,44.30,316164.00,59549.00,21060.00,79.70,15.00,5.30,183593.00,46.30,46893.0,44589.0,27088.0,24531.0,29787.0,30881.0,34209.0,33469.0,24069.0,23446.0,18644.0,19223.0,12571.0,14020.0,5682.0,6423.0,1505.00,2681.00
10750,Blacktown,2022,410419.00,1718.30,,,,,,,,,,,6312.00,3046.00,3266.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10800,Bland,2011,,,,,,,,,,,,,,,,233.00,4.00,,,,,,,,,,,,5557.00,90.00,217.00,94.80,1.50,3.70,71.00,1.20,,,,,,,,,,,,,,,,,,
10800,Bland,2016,,,,,,,,,,64.00,66.00,5.70,,,,269.00,4.50,0.90,1.70,0.20,0.10,0.40,0.30,0.50,0.30,0.60,291.00,4.90,5144.00,130.00,682.00,86.30,2.20,11.40,133.00,2.20,,,,,,,,,,,,,,,,,,
10800,Bland,2017,5933.00,0.70,2971.00,2962.00,42.00,42.20,42.10,73.00,120.00,50.00,62.00,6.10,13.00,5.00,8.00,,,,,,,,,,,,,,,,,,,,,,601.0,610.0,323.0,312.0,326.0,313.0,342.0,347.0,354.0,334.0,434.0,397.0,331.0,298.0,187.0,231.0,73.00,120.00
10800,Bland,2018,5842.00,0.70,2937.00,2905.00,42.20,42.30,42.20,75.00,114.00,81.00,55.00,6.10,13.00,5.00,8.00,,,,,,,,,,,,,,,,,,,,,,589.0,579.0,321.0,313.0,322.0,312.0,330.0,347.0,345.0,320.0,441.0,389.0,329.0,308.0,185.0,223.0,75.00,114.00
10800,Bland,2019,5747.00,0.70,2896.00,2851.00,42.40,42.10,42.20,69.00,103.00,82.00,70.00,6.30,13.00,6.00,7.00,,,,,,,,,,,,,,,,,,,,,,581.0,565.0,311.0,311.0,318.0,311.0,333.0,336.0,329.0,321.0,437.0,375.0,340.0,305.0,178.0,224.0,69.00,103.00
10800,Bland,2020,5638.00,0.70,2845.00,2793.00,42.90,42.60,42.80,68.00,101.00,79.00,65.00,6.60,12.00,7.00,5.00,,,,,,,,,,,,,,,,,,,,,,573.0,545.0,292.0,293.0,310.0,304.0,320.0,332.0,325.0,326.0,437.0,361.0,334.0,322.0,186.0,209.0,68.00,101.00
10800,Bland,2021,5542.00,0.60,2808.00,2734.00,43.50,43.00,43.30,58.00,94.00,72.00,44.00,6.20,5.00,4.00,1.00,365.00,6.60,1.10,1.70,0.10,0.10,0.90,0.30,0.60,0.30,0.60,309.00,5.60,4916.00,156.00,480.00,88.60,2.80,8.70,151.00,2.70,575.0,536.0,271.0,279.0,301.0,284.0,307.0,326.0,324.0,327.0,440.0,352.0,342.0,323.0,190.0,213.0,58.00,94.00
10800,Bland,2022,5487.00,0.60,,,,,,,,,,,20.00,10.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10850,Blayney,2011,,,,,,,,,,,,,,,,206.00,2.90,,,,,,,,,,,,6421.00,162.00,403.00,91.90,2.30,5.80,120.00,1.70,,,,,,,,,,,,,,,,,,
10850,Blayney,2016,,,,,,,,,,83.00,51.00,5.50,,,,260.00,3.60,1.10,3.50,0.30,,0.50,0.20,0.10,0.20,0.30,448.00,6.20,6612.00,155.00,488.00,91.10,2.10,6.70,114.00,1.60,,,,,,,,,,,,,,,,,,
10850,Blayney,2017,7370.00,4.80,3677.00,3693.00,41.80,41.70,41.80,72.00,103.00,81.00,75.00,6.10,18.00,6.00,12.00,,,,,,,,,,,,,,,,,,,,,,808.0,753.0,403.0,410.0,368.0,408.0,400.0,436.0,517.0,513.0,517.0,502.0,391.0,362.0,201.0,206.0,72.00,103.00
10850,Blayney,2018,7398.00,4.90,3690.00,3708.00,41.70,41.50,41.60,74.00,97.00,100.00,50.00,5.80,17.00,7.00,10.00,,,,,,,,,,,,,,,,,,,,,,799.0,754.0,404.0,423.0,378.0,415.0,400.0,422.0,503.0,506.0,527.0,515.0,404.0,367.0,201.0,209.0,74.00,97.00
10850,Blayney,2019,7438.00,4.90,3716.00,3722.00,41.40,41.70,41.60,67.00,92.00,82.00,57.00,5.90,17.00,8.00,9.00,,,,,,,,,,,,,,,,,,,,,,795.0,753.0,415.0,421.0,385.0,420.0,401.0,401.0,491.0,506.0,533.0,528.0,417.0,381.0,212.0,220.0,67.00,92.00
10850,Blayney,2020,7469.00,4.90,3732.00,3737.00,41.80,42.20,42.00,68.00,88.00,93.00,60.00,5.40,16.00,9.00,7.00,,,,,,,,,,,,,,,,,,,,,,799.0,755.0,405.0,399.0,388.0,435.0,384.0,386.0,499.0,512.0,534.0,543.0,434.0,391.0,221.0,228.0,68.00,88.00
10850,Blayney,2021,7508.00,4.90,3755.00,3753.00,42.70,42.70,42.70,67.00,93.00,96.00,72.00,5.80,7.00,5.00,2.00,433.00,5.80,1.20,3.20,0.40,,0.50,0.30,0.20,0.30,0.20,464.00,6.20,6877.00,173.00,451.00,91.70,2.30,6.00,121.00,1.60,797.0,756.0,405.0,377.0,388.0,421.0,368.0,410.0,495.0,519.0,550.0,543.0,450.0,405.0,235.0,229.0,67.00,93.00
10850,Blayney,2022,7588.00,5.00,,,,,,,,,,,25.00,12.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900,Blue Mountains,2011,,,,,,,,,,,,,,,,1321.00,1.70,,,,,,,,,,,,68167.00,3602.00,4167.00,89.80,4.70,5.50,3862.00,5.10,,,,,,,,,,,,,,,,,,
10900,Blue Mountains,2016,,,,,,,,,,769.00,620.00,5.60,,,,1821.00,2.40,1.70,8.90,1.50,0.30,1.20,0.70,0.50,1.30,0.60,12919.00,16.80,69285.00,3655.00,3959.00,90.10,4.80,5.10,4703.00,6.10,,,,,,,,,,,,,,,,,,
10900,Blue Mountains,2017,78948.00,55.20,38387.00,40561.00,42.30,45.00,43.80,573.00,1077.00,747.00,603.00,5.60,720.00,334.00,386.00,,,,,,,,,,,,,,,,,,,,,,7540.0,7133.0,4512.0,4181.0,3838.0,3919.0,4709.0,5027.0,5270.0,5817.0,5461.0,6143.0,4594.0,4984.0,1890.0,2280.0,573.00,1077.00
10900,Blue Mountains,2018,79027.00,55.20,38444.00,40583.00,42.50,45.30,44.00,586.00,1087.00,786.00,626.00,5.70,705.00,301.00,404.00,,,,,,,,,,,,,,,,,,,,,,7435.0,7078.0,4512.0,4128.0,3905.0,3942.0,4624.0,4949.0,5280.0,5779.0,5404.0,6085.0,4731.0,5168.0,1967.0,2367.0,586.00,1087.00
10900,Blue Mountains,2019,78969.00,55.20,38424.00,40545.00,42.60,45.60,44.20,583.00,1069.00,748.00,581.00,5.50,706.00,332.00,374.00,,,,,,,,,,,,,,,,,,,,,,7347.0,7001.0,4497.0,4065.0,3907.0,3951.0,4611.0,4937.0,5248.0,5673.0,5323.0,6049.0,4796.0,5263.0,2112.0,2537.0,583.00,1069.00
10900,Blue Mountains,2020,78891.00,55.10,38367.00,40524.00,43.20,46.10,44.70,623.00,1092.00,731.00,533.00,5.20,625.00,374.00,251.00,,,,,,,,,,,,,,,,,,,,,,7248.0,6902.0,4389.0,3931.0,3820.0,3882.0,4600.0,4933.0,5279.0,5653.0,5284.0,6068.0,4917.0,5381.0,2207.0,2682.0,623.00,1092.00
10900,Blue Mountains,2021,78360.00,54.80,38133.00,40227.00,43.70,46.50,45.20,635.00,1099.00,709.00,596.00,5.00,263.00,225.00,38.00,2101.00,2.70,1.70,8.60,1.60,0.40,1.40,0.80,0.70,1.50,0.70,13594.00,17.40,72020.00,3705.00,2391.00,92.20,4.70,3.10,5061.00,6.50,7103.0,6794.0,4352.0,3784.0,3614.0,3702.0,4621.0,5009.0,5308.0,5651.0,5239.0,5933.0,4949.0,5435.0,2312.0,2820.0,635.00,1099.00
10900,Blue Mountains,2022,77905.00,54.40,,,,,,,,,,,587.00,280.00,307.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,Bogan,2011,,,,,,,,,,,,,,,,414.00,14.30,,,,,,,,,,,,2611.00,60.00,230.00,90.10,2.10,7.90,63.00,2.20,,,,,,,,,,,,,,,,,,
10950,Bogan,2016,,,,,,,,,,44.00,35.00,7.70,,,,443.00,16.50,1.20,1.00,0.10,,0.50,0.30,0.80,0.40,0.40,123.00,4.60,2320.00,69.00,299.00,86.30,2.60,11.10,65.00,2.40,,,,,,,,,,,,,,,,,,
10950,Bogan,2017,2707.00,0.20,1360.00,1347.00,39.30,40.00,39.60,24.00,28.00,26.00,35.00,8.80,10.00,4.00,6.00,,,,,,,,,,,,,,,,,,,,,,276.0,289.0,176.0,155.0,182.0,174.0,138.0,136.0,194.0,194.0,160.0,141.0,121.0,132.0,89.0,98.0,24.00,28.00
10950,Bogan,2018,2646.00,0.20,1323.00,1323.00,39.80,41.00,40.40,29.00,31.00,49.00,20.00,8.00,10.00,4.00,6.00,,,,,,,,,,,,,,,,,,,,,,267.0,280.0,162.0,142.0,178.0,176.0,134.0,131.0,182.0,189.0,157.0,139.0,131.0,135.0,83.0,100.0,29.00,31.00
10950,Bogan,2019,2600.00,0.20,1303.00,1297.00,38.40,38.40,38.40,22.00,28.00,47.00,32.00,7.80,10.00,4.00,6.00,,,,,,,,,,,,,,,,,,,,,,252.0,273.0,170.0,148.0,191.0,185.0,124.0,132.0,171.0,176.0,169.0,133.0,117.0,107.0,87.0,115.0,22.00,28.00
10950,Bogan,2020,2511.00,0.20,1260.00,1251.00,40.00,39.80,39.90,19.00,26.00,33.00,20.00,6.50,9.00,5.00,4.00,,,,,,,,,,,,,,,,,,,,,,228.0,264.0,162.0,134.0,178.0,175.0,121.0,126.0,168.0,178.0,172.0,139.0,116.0,92.0,96.0,117.0,19.00,26.00
10950,Bogan,2021,2481.00,0.20,1237.00,1244.00,40.90,38.80,39.90,22.00,27.00,55.00,33.00,7.70,4.00,3.00,1.00,440.00,17.80,1.40,1.20,,,0.80,0.40,1.10,0.20,0.60,139.00,5.60,2199.00,80.00,193.00,89.10,3.20,7.80,89.00,3.60,220.0,263.0,155.0,136.0,162.0,177.0,127.0,133.0,160.0,164.0,175.0,138.0,115.0,83.0,101.0,123.0,22.00,27.00
10950,Bogan,2022,2455.00,0.20,,,,,,,,,,,13.00,6.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,Bourke,2011,,,,,,,,,,,,,,,,865.00,30.10,,,,,,,,,,,,2354.00,57.00,462.00,82.00,2.00,16.10,43.00,1.50,,,,,,,,,,,,,,,,,,
11150,Bourke,2016,,,,,,,,,,52.00,20.00,6.70,,,,831.00,31.60,0.60,1.20,0.10,0.10,0.20,,0.90,0.20,0.20,98.00,3.70,2065.00,60.00,510.00,78.40,2.30,19.40,64.00,2.40,,,,,,,,,,,,,,,,,,
11150,Bourke,2017,2694.00,0.10,1328.00,1366.00,36.90,35.90,36.50,15.00,22.00,38.00,23.00,6.70,6.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,308.0,317.0,136.0,147.0,183.0,210.0,135.0,150.0,207.0,205.0,177.0,153.0,125.0,101.0,42.0,61.0,15.00,22.00
11150,Bourke,2018,2598.00,0.10,1274.00,1324.00,37.50,36.00,36.90,16.00,19.00,47.00,30.00,8.90,5.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,289.0,306.0,136.0,131.0,165.0,206.0,139.0,156.0,200.0,187.0,170.0,156.0,117.0,101.0,42.0,62.0,16.00,19.00
11150,Bourke,2019,2531.00,0.10,1248.00,1283.00,37.60,36.30,36.80,11.00,14.00,46.00,20.00,,5.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,288.0,307.0,134.0,121.0,159.0,195.0,130.0,151.0,188.0,167.0,175.0,165.0,119.0,99.0,44.0,64.0,11.00,14.00
11150,Bourke,2020,2480.00,0.10,1252.00,1228.00,37.60,36.50,37.10,3.00,5.00,38.00,22.00,,5.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,280.0,294.0,152.0,123.0,139.0,178.0,154.0,138.0,175.0,153.0,181.0,175.0,121.0,96.0,47.0,66.0,3.00,5.00
11150,Bourke,2021,2417.00,0.10,1201.00,1216.00,36.70,36.00,36.30,,10.00,41.00,25.00,,2.00,2.00,,708.00,30.30,0.50,0.90,,,0.60,0.20,1.90,0.10,,107.00,4.60,1852.00,87.00,403.00,79.10,3.70,17.20,93.00,4.00,300.0,286.0,154.0,144.0,113.0,167.0,131.0,141.0,148.0,142.0,185.0,172.0,120.0,92.0,50.0,62.0,,10.00
11150,Bourke,2022,2350.00,0.10,,,,,,,,,,,13.00,6.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200,Brewarrina,2011,,,,,,,,,,,,,,,,1043.00,59.20,,,,,,,,,,,,1615.00,27.00,122.00,91.70,1.50,6.90,36.00,2.00,,,,,,,,,,,,,,,,,,
11200,Brewarrina,2016,,,,,,,,,,21.00,18.00,,,,,1008.00,61.30,0.50,1.10,,,,,0.40,,,37.00,2.20,1463.00,23.00,165.00,88.90,1.40,10.00,63.00,3.80,,,,,,,,,,,,,,,,,,
11200,Brewarrina,2017,1682.00,0.10,876.00,806.00,32.10,33.70,32.90,7.00,13.00,24.00,15.00,,4.00,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,215.0,176.0,110.0,118.0,152.0,120.0,79.0,77.0,129.0,141.0,106.0,95.0,53.0,50.0,25.0,16.0,7.00,13.00
11200,Brewarrina,2018,1636.00,0.10,866.00,770.00,33.30,33.60,33.50,7.00,17.00,15.00,16.00,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,197.0,161.0,96.0,111.0,168.0,121.0,71.0,66.0,123.0,139.0,115.0,92.0,63.0,48.0,26.0,15.0,7.00,17.00
11200,Brewarrina,2019,1590.00,0.10,832.00,758.00,34.90,35.80,35.10,17.00,23.00,17.00,15.00,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,166.0,142.0,100.0,103.0,151.0,130.0,92.0,62.0,105.0,129.0,103.0,90.0,72.0,65.0,26.0,14.0,17.00,23.00
11200,Brewarrina,2020,1524.00,0.10,770.00,754.00,36.20,36.60,36.30,20.00,32.00,16.00,13.00,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,152.0,132.0,79.0,94.0,145.0,140.0,78.0,56.0,89.0,131.0,100.0,86.0,76.0,69.0,31.0,14.0,20.00,32.00
11200,Brewarrina,2021,1488.00,0.10,778.00,710.00,38.20,40.30,39.10,17.00,29.00,26.00,13.00,,1.00,1.00,,697.00,51.40,0.70,0.70,,0.20,0.40,,1.80,,0.50,56.00,4.10,1112.00,46.00,200.00,82.00,3.40,14.70,49.00,3.60,130.0,113.0,74.0,72.0,130.0,138.0,104.0,57.0,91.0,116.0,107.0,97.0,91.0,75.0,34.0,13.0,17.00,29.00
11200,Brewarrina,2022,1438.00,0.10,,,,,,,,,,,7.00,3.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,Broken Hill,2011,,,,,,,,,,,,,,,,1395.00,7.50,,,,,,,,,,,,16838.00,299.00,1381.00,90.90,1.60,7.50,413.00,2.20,,,,,,,,,,,,,,,,,,
11250,Broken Hill,2016,,,,,,,,,,217.00,243.00,7.50,,,,1503.00,8.50,0.50,1.60,0.50,0.10,0.80,0.10,0.40,0.20,0.20,796.00,4.50,15989.00,323.00,1400.00,90.30,1.80,7.90,443.00,2.50,,,,,,,,,,,,,,,,,,
11250,Broken Hill,2017,17985.00,105.70,8804.00,9181.00,42.50,44.60,43.60,189.00,401.00,199.00,208.00,7.50,67.00,26.00,41.00,,,,,,,,,,,,,,,,,,,,,,1541.0,1549.0,1071.0,971.0,1130.0,1170.0,900.0,942.0,1153.0,1146.0,1301.0,1307.0,998.0,1009.0,521.0,686.0,189.00,401.00
11250,Broken Hill,2018,17897.00,105.20,8782.00,9115.00,42.20,44.50,43.40,189.00,380.00,224.00,209.00,7.40,65.00,28.00,37.00,,,,,,,,,,,,,,,,,,,,,,1540.0,1542.0,1072.0,959.0,1151.0,1192.0,889.0,914.0,1109.0,1114.0,1272.0,1306.0,1025.0,1008.0,535.0,700.0,189.00,380.00
11250,Broken Hill,2019,17778.00,104.50,8750.00,9028.00,41.60,44.20,42.90,193.00,379.00,209.00,239.00,7.30,65.00,30.00,35.00,,,,,,,,,,,,,,,,,,,,,,1539.0,1529.0,1072.0,964.0,1159.0,1179.0,885.0,915.0,1065.0,1068.0,1274.0,1303.0,1030.0,1021.0,533.0,670.0,193.00,379.00
11250,Broken Hill,2020,17688.00,104.00,8714.00,8974.00,41.60,44.40,43.10,198.00,385.00,205.00,198.00,7.30,59.00,35.00,24.00,,,,,,,,,,,,,,,,,,,,,,1518.0,1527.0,1064.0,927.0,1138.0,1157.0,901.0,923.0,1043.0,1043.0,1278.0,1288.0,1040.0,1062.0,534.0,662.0,198.00,385.00
11250,Broken Hill,2021,17661.00,103.80,8707.00,8954.00,41.90,44.80,43.30,203.00,378.00,216.00,226.00,7.60,25.00,21.00,4.00,1751.00,10.00,0.60,1.40,0.40,0.10,1.40,0.20,0.50,0.30,0.30,907.00,5.20,15670.00,433.00,1482.00,89.10,2.50,8.40,596.00,3.40,1545.0,1533.0,1025.0,884.0,1104.0,1137.0,933.0,945.0,1028.0,990.0,1257.0,1306.0,1081.0,1082.0,531.0,699.0,203.00,378.00
11250,Broken Hill,2022,17567.00,103.30,,,,,,,,,,,70.00,34.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,Burwood,2011,,,,,,,,,,,,,,,,124.00,0.40,,,,,,,,,,,,23182.00,7278.00,1966.00,71.50,22.40,6.10,19187.00,59.20,,,,,,,,,,,,,,,,,,
11300,Burwood,2016,,,,,,,,,,418.00,244.00,5.10,,,,148.00,0.40,1.70,2.20,5.90,2.60,6.60,27.50,8.90,1.30,0.40,21046.00,57.20,23674.00,11047.00,2090.00,64.30,30.00,5.70,23419.00,63.60,,,,,,,,,,,,,,,,,,
11300,Burwood,2017,39248.00,5506.00,19190.00,20058.00,32.40,33.80,33.10,395.00,607.00,393.00,228.00,4.90,2730.00,1416.00,1314.00,,,,,,,,,,,,,,,,,,,,,,2527.0,2554.0,3559.0,3568.0,4349.0,4267.0,2326.0,2320.0,2120.0,2307.0,1854.0,2026.0,1236.0,1400.0,824.0,1009.0,395.00,607.00
11300,Burwood,2018,39720.00,5572.20,19452.00,20268.00,32.50,33.80,33.10,394.00,609.00,389.00,198.00,4.50,2736.00,1315.00,1421.00,,,,,,,,,,,,,,,,,,,,,,2458.0,2537.0,3648.0,3621.0,4457.0,4341.0,2410.0,2369.0,2087.0,2295.0,1942.0,2077.0,1239.0,1422.0,817.0,997.0,394.00,609.00
11300,Burwood,2019,40255.00,5647.30,19757.00,20498.00,32.60,33.90,33.20,406.00,615.00,360.00,248.00,4.40,2738.00,1339.00,1399.00,,,,,,,,,,,,,,,,,,,,,,2399.0,2523.0,3757.0,3635.0,4560.0,4404.0,2468.0,2424.0,2097.0,2301.0,1989.0,2121.0,1278.0,1474.0,803.0,1001.0,406.00,615.00
