sa3_code,Area_Label,Census_Year,Estimated_Resident_Population,Population_Density_Per_Km2,Estimated resident population - males (no.),Estimated resident population - females (no.),Median_Age_Males,Median_Age_Females,Median_Age_Overall,Males - 85 and over (no.),Females - 85 and over (no.),Number_of_Births,Number_of_Deaths,Standardised_Death_Rate,Overseas_Arrivals,Overseas_Departures,Net_Overseas_Migration,Indigenous_Population,Indigenous_Population_Percent,Born_in_Oceania_Excluding_Australia_Percent,Born_in_North_West_Europe_Percent,Born_in_Southern_Eastern_Europe_Percent,Born_in_North_Africa_Middle_East_Percent,Born_in_South_East_Asia_Percent,Born_in_North_East_Asia_Percent,Born_in_Southern_Central_Asia_Percent,Born_in_Americas_Percent,Born_in_Sub_Saharan_Africa_Percent,Total_Born_Overseas,Total_Born_Overseas_Percent,Number_of_Australian_Citizens,Number_of_Non_Australian_Citizens,Australian_Citizenship_Not_Stated,Australian_Citizen_Percent,Non_Australian_Citizen_Percent,Australian_Citizenship_Not_Stated_Percent,Speaks_Other_Language_At_Home,Speaks_Other_Language_At_Home_Percent,Males_Under_14,Females_Under_14,Males_15_to_24,Females_15_to_24,Males_25_to_34,Females_25_to_34,Males_35_to_44,Females_35_to_44,Males_45_to_54,Females_45_to_54,Males_55_to_64,Females_55_to_64,Males_65_to_74,Females_65_to_74,Males_75_to_84,Females_75_to_84,Males_85_and_over,Females_85_and_over
44830,Mount Remarkable,2022,2915.00,0.90,,,,,,,,,,,5.00,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45040,Murray Bridge,2011,,,,,,,,,,,,,,,,979.00,5.00,,,,,,,,,,,,17020.00,1227.00,1498.00,86.20,6.20,7.60,1418.00,7.20,,,,,,,,,,,,,,,,,,
45040,Murray Bridge,2016,,,,,,,,,,210.00,168.00,5.60,,,,968.00,4.60,1.30,4.20,1.00,0.50,2.90,2.60,1.10,0.30,0.60,3061.00,14.70,17547.00,1638.00,1680.00,84.10,7.90,8.10,2098.00,10.10,,,,,,,,,,,,,,,,,,
45040,Murray Bridge,2017,21732.00,11.90,10938.00,10794.00,39.50,42.10,40.90,208.00,328.00,247.00,187.00,5.50,389.00,175.00,214.00,,,,,,,,,,,,,,,,,,,,,,1962.0,1902.0,1380.0,1376.0,1535.0,1351.0,1271.0,1121.0,1407.0,1474.0,1331.0,1351.0,1177.0,1190.0,667.0,701.0,208.00,328.00
45040,Murray Bridge,2018,21918.00,12.00,11081.00,10837.00,40.00,42.50,41.30,213.00,326.00,280.00,191.00,5.80,396.00,169.00,227.00,,,,,,,,,,,,,,,,,,,,,,1989.0,1930.0,1359.0,1305.0,1523.0,1356.0,1267.0,1134.0,1441.0,1443.0,1379.0,1392.0,1206.0,1233.0,704.0,718.0,213.00,326.00
45040,Murray Bridge,2019,22123.00,12.10,11227.00,10896.00,40.40,42.90,41.60,219.00,327.00,245.00,179.00,5.70,437.00,169.00,268.00,,,,,,,,,,,,,,,,,,,,,,2006.0,1954.0,1352.0,1266.0,1524.0,1357.0,1279.0,1126.0,1458.0,1403.0,1426.0,1445.0,1218.0,1249.0,745.0,769.0,219.00,327.00
45040,Murray Bridge,2020,22308.00,12.20,11369.00,10939.00,41.10,43.50,42.30,244.00,337.00,236.00,176.00,5.50,460.00,194.00,266.00,,,,,,,,,,,,,,,,,,,,,,1996.0,1949.0,1325.0,1215.0,1531.0,1336.0,1308.0,1136.0,1440.0,1369.0,1491.0,1526.0,1248.0,1263.0,786.0,808.0,244.00,337.00
45040,Murray Bridge,2021,22348.00,12.20,11406.00,10942.00,41.40,44.30,42.80,250.00,352.00,237.00,185.00,5.20,94.00,133.00,-39.00,1217.00,5.60,1.10,4.30,0.90,0.40,3.10,1.10,0.80,0.30,0.70,2741.00,12.70,18807.00,1222.00,1619.00,86.90,5.60,7.50,1763.00,8.10,1960.0,1927.0,1343.0,1182.0,1477.0,1299.0,1338.0,1145.0,1432.0,1358.0,1504.0,1535.0,1276.0,1302.0,826.0,842.0,250.00,352.00
45040,Murray Bridge,2022,22554.00,12.30,,,,,,,,,,,292.00,106.00,186.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45090,Naracoorte Lucindale,2011,,,,,,,,,,,,,,,,125.00,1.50,,,,,,,,,,,,7238.00,502.00,384.00,89.20,6.20,4.70,453.00,5.60,,,,,,,,,,,,,,,,,,
45090,Naracoorte Lucindale,2016,,,,,,,,,,88.00,58.00,5.40,,,,130.00,1.60,1.80,3.40,0.30,,2.80,1.20,3.30,0.40,0.40,1127.00,13.60,7154.00,731.00,408.00,86.30,8.80,4.90,788.00,9.50,,,,,,,,,,,,,,,,,,
45090,Naracoorte Lucindale,2017,8606.00,1.90,4496.00,4110.00,39.80,42.20,40.90,86.00,130.00,86.00,69.00,5.50,112.00,53.00,59.00,,,,,,,,,,,,,,,,,,,,,,890.0,765.0,510.0,393.0,558.0,514.0,590.0,540.0,600.0,546.0,585.0,540.0,457.0,430.0,220.0,252.0,86.00,130.00
45090,Naracoorte Lucindale,2018,8689.00,1.90,4550.00,4139.00,39.80,42.30,41.00,87.00,134.00,102.00,78.00,5.30,119.00,49.00,70.00,,,,,,,,,,,,,,,,,,,,,,900.0,765.0,513.0,387.0,560.0,522.0,605.0,546.0,576.0,532.0,615.0,548.0,463.0,443.0,231.0,262.0,87.00,134.00
45090,Naracoorte Lucindale,2019,8791.00,1.90,4619.00,4172.00,40.00,42.30,41.10,89.00,135.00,118.00,92.00,6.00,131.00,49.00,82.00,,,,,,,,,,,,,,,,,,,,,,903.0,777.0,518.0,391.0,569.0,501.0,602.0,554.0,577.0,529.0,621.0,557.0,492.0,460.0,248.0,268.0,89.00,135.00
45090,Naracoorte Lucindale,2020,8885.00,2.00,4685.00,4200.00,40.20,42.20,41.10,87.00,128.00,91.00,64.00,5.80,137.00,57.00,80.00,,,,,,,,,,,,,,,,,,,,,,908.0,794.0,526.0,396.0,586.0,488.0,592.0,562.0,562.0,533.0,635.0,557.0,513.0,455.0,276.0,287.0,87.00,128.00
45090,Naracoorte Lucindale,2021,8896.00,2.00,4694.00,4202.00,40.30,42.30,41.20,93.00,131.00,98.00,57.00,5.20,28.00,40.00,-12.00,144.00,1.70,2.70,3.00,0.20,0.10,4.20,1.30,2.60,0.30,0.60,1295.00,14.90,7348.00,776.00,557.00,84.60,8.90,6.40,915.00,10.50,907.0,781.0,505.0,403.0,611.0,489.0,592.0,578.0,571.0,516.0,620.0,546.0,510.0,463.0,285.0,295.0,93.00,131.00
45090,Naracoorte Lucindale,2022,8928.00,2.00,,,,,,,,,,,108.00,38.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45120,Northern Areas,2011,,,,,,,,,,,,,,,,72.00,1.60,,,,,,,,,,,,4231.00,121.00,153.00,93.90,2.70,3.40,58.00,1.30,,,,,,,,,,,,,,,,,,
45120,Northern Areas,2016,,,,,,,,,,47.00,47.00,5.80,,,,77.00,1.70,0.80,4.50,0.40,,0.30,0.10,0.20,0.20,0.30,314.00,6.90,4135.00,118.00,280.00,91.30,2.60,6.20,52.00,1.10,,,,,,,,,,,,,,,,,,
45120,Northern Areas,2017,4609.00,1.50,2350.00,2259.00,46.40,47.70,47.00,50.00,83.00,50.00,56.00,6.00,4.00,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,436.0,406.0,257.0,189.0,230.0,222.0,216.0,238.0,297.0,309.0,389.0,369.0,327.0,296.0,148.0,147.0,50.00,83.00
45120,Northern Areas,2018,4600.00,1.50,2351.00,2249.00,46.80,48.10,47.50,51.00,87.00,48.00,44.00,5.90,4.00,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,440.0,397.0,244.0,189.0,232.0,217.0,216.0,232.0,287.0,296.0,386.0,381.0,338.0,293.0,157.0,157.0,51.00,87.00
45120,Northern Areas,2019,4617.00,1.50,2359.00,2258.00,46.90,48.40,47.70,43.00,91.00,50.00,53.00,6.40,5.00,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,444.0,397.0,245.0,186.0,232.0,215.0,220.0,230.0,283.0,291.0,381.0,382.0,344.0,308.0,167.0,158.0,43.00,91.00
45120,Northern Areas,2020,4629.00,1.60,2368.00,2261.00,47.30,49.00,48.30,42.00,89.00,33.00,49.00,6.20,6.00,2.00,4.00,,,,,,,,,,,,,,,,,,,,,,445.0,398.0,241.0,181.0,225.0,204.0,230.0,238.0,271.0,281.0,384.0,380.0,350.0,322.0,180.0,168.0,42.00,89.00
45120,Northern Areas,2021,4659.00,1.60,2383.00,2276.00,47.60,49.60,48.70,40.00,89.00,49.00,53.00,6.50,1.00,1.00,,135.00,3.00,0.70,3.90,0.40,,0.30,0.20,0.40,0.30,0.50,297.00,6.50,4226.00,104.00,230.00,92.70,2.30,5.00,93.00,2.00,450.0,406.0,244.0,169.0,207.0,203.0,243.0,244.0,266.0,276.0,392.0,372.0,350.0,329.0,191.0,188.0,40.00,89.00
45120,Northern Areas,2022,4671.00,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45290,Norwood Payneham and St Peters,2011,,,,,,,,,,,,,,,,181.00,0.50,,,,,,,,,,,,28522.00,4639.00,1724.00,81.80,13.30,4.90,8684.00,24.90,,,,,,,,,,,,,,,,,,
45290,Norwood Payneham and St Peters,2016,,,,,,,,,,351.00,305.00,5.50,,,,215.00,0.60,1.00,6.40,6.70,1.30,3.00,5.60,4.10,1.40,0.90,10691.00,30.20,28452.00,5042.00,1870.00,80.50,14.30,5.30,9373.00,26.50,,,,,,,,,,,,,,,,,,
45290,Norwood Payneham and St Peters,2017,36700.00,2429.90,17671.00,19029.00,37.90,41.90,39.90,474.00,819.00,328.00,311.00,5.20,1092.00,590.00,502.00,,,,,,,,,,,,,,,,,,,,,,2724.0,2609.0,2476.0,2347.0,2922.0,2944.0,2309.0,2321.0,2269.0,2437.0,2051.0,2268.0,1519.0,1927.0,927.0,1357.0,474.00,819.00
45290,Norwood Payneham and St Peters,2018,37042.00,2452.50,17834.00,19208.00,38.00,41.90,39.90,470.00,837.00,339.00,309.00,4.90,1127.00,602.00,525.00,,,,,,,,,,,,,,,,,,,,,,2748.0,2667.0,2457.0,2310.0,2961.0,2966.0,2323.0,2326.0,2228.0,2415.0,2095.0,2344.0,1599.0,1959.0,953.0,1384.0,470.00,837.00
45290,Norwood Payneham and St Peters,2019,37542.00,2485.60,18027.00,19515.00,38.10,41.90,40.00,481.00,848.00,331.00,295.00,4.70,1248.00,617.00,631.00,,,,,,,,,,,,,,,,,,,,,,2768.0,2735.0,2473.0,2301.0,2958.0,3008.0,2360.0,2385.0,2237.0,2413.0,2120.0,2371.0,1654.0,2041.0,976.0,1413.0,481.00,848.00
45290,Norwood Payneham and St Peters,2020,38038.00,2518.50,18255.00,19783.00,38.30,42.10,40.20,488.00,854.00,308.00,281.00,4.50,1320.00,686.00,634.00,,,,,,,,,,,,,,,,,,,,,,2774.0,2775.0,2485.0,2251.0,2955.0,3042.0,2440.0,2482.0,2230.0,2414.0,2142.0,2400.0,1724.0,2084.0,1017.0,1481.0,488.00,854.00
45290,Norwood Payneham and St Peters,2021,37850.00,2506.00,18216.00,19634.00,38.70,42.50,40.50,509.00,873.00,341.00,312.00,4.40,267.00,480.00,-213.00,217.00,0.60,0.90,6.10,5.60,1.30,3.30,5.90,5.40,1.70,1.00,11708.00,31.20,30823.00,5489.00,1175.00,82.20,14.60,3.10,9969.00,26.60,2733.0,2763.0,2432.0,2168.0,2917.0,2972.0,2453.0,2509.0,2215.0,2359.0,2174.0,2366.0,1734.0,2099.0,1049.0,1525.0,509.00,873.00
45290,Norwood Payneham and St Peters,2022,38001.00,2516.00,,,,,,,,,,,986.00,481.00,505.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45340,Onkaparinga,2011,,,,,,,,,,,,,,,,2106.00,1.30,,,,,,,,,,,,141304.00,11753.00,6524.00,88.50,7.40,4.10,9644.00,6.00,,,,,,,,,,,,,,,,,,
45340,Onkaparinga,2016,,,,,,,,,,2012.00,1231.00,5.60,,,,2589.00,1.60,1.10,13.90,1.60,0.50,1.10,0.60,0.80,0.60,0.90,35253.00,21.10,146966.00,10663.00,9143.00,88.10,6.40,5.50,11130.00,6.70,,,,,,,,,,,,,,,,,,
45340,Onkaparinga,2017,170571.00,329.20,83810.00,86761.00,38.50,40.60,39.60,1299.00,2142.00,1873.00,1251.00,5.60,882.00,399.00,483.00,,,,,,,,,,,,,,,,,,,,,,16529.0,15677.0,10888.0,10398.0,10882.0,11095.0,10632.0,10979.0,11048.0,11624.0,10182.0,11323.0,8496.0,9200.0,3854.0,4323.0,1299.00,2142.00
45340,Onkaparinga,2018,171808.00,331.60,84336.00,87472.00,38.60,40.90,39.80,1354.00,2165.00,1878.00,1165.00,5.60,899.00,384.00,515.00,,,,,,,,,,,,,,,,,,,,,,16505.0,15625.0,10905.0,10344.0,10825.0,11172.0,10618.0,11022.0,11035.0,11603.0,10286.0,11374.0,8776.0,9611.0,4032.0,4556.0,1354.00,2165.00
45340,Onkaparinga,2019,173385.00,334.60,84977.00,88408.00,38.80,41.20,40.10,1382.00,2192.00,1949.00,1253.00,5.50,991.00,383.00,608.00,,,,,,,,,,,,,,,,,,,,,,16452.0,15634.0,10887.0,10277.0,10871.0,11198.0,10636.0,11250.0,11134.0,11541.0,10340.0,11442.0,9017.0,10034.0,4258.0,4840.0,1382.00,2192.00
45340,Onkaparinga,2020,175239.00,338.20,85715.00,89524.00,39.20,41.70,40.50,1451.00,2247.00,1767.00,1191.00,5.20,1049.00,428.00,621.00,,,,,,,,,,,,,,,,,,,,,,16387.0,15610.0,10642.0,10097.0,11015.0,11243.0,10727.0,11451.0,11216.0,11593.0,10440.0,11664.0,9266.0,10448.0,4571.0,5171.0,1451.00,2247.00
45340,Onkaparinga,2021,176628.00,340.90,86357.00,90271.00,39.60,42.20,41.00,1516.00,2310.00,2096.00,1288.00,5.20,215.00,304.00,-89.00,3369.00,1.90,1.20,13.00,1.60,0.60,1.30,0.70,1.10,0.70,1.00,37043.00,21.10,158715.00,10065.00,6426.00,90.60,5.70,3.70,12497.00,7.10,16278.0,15507.0,10483.0,9947.0,10967.0,11065.0,10930.0,11790.0,11283.0,11586.0,10602.0,11793.0,9390.0,10701.0,4908.0,5572.0,1516.00,2310.00
45340,Onkaparinga,2022,178546.00,344.60,,,,,,,,,,,932.00,334.00,598.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45400,Orroroo Carrieton,2011,,,,,,,,,,,,,,,,19.00,2.20,,,,,,,,,,,,829.00,22.00,31.00,94.70,2.50,3.50,19.00,2.20,,,,,,,,,,,,,,,,,,
45400,Orroroo Carrieton,2016,,,,,,,,,,12.00,8.00,,,,,10.00,1.10,,6.30,,0.30,0.30,,0.40,,,71.00,7.90,807.00,20.00,67.00,89.80,2.20,7.50,14.00,1.60,,,,,,,,,,,,,,,,,,
45400,Orroroo Carrieton,2017,898.00,0.30,449.00,449.00,52.90,54.80,54.10,10.00,34.00,12.00,17.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,75.0,69.0,35.0,25.0,44.0,48.0,39.0,29.0,48.0,55.0,92.0,90.0,65.0,60.0,41.0,39.0,10.00,34.00
45400,Orroroo Carrieton,2018,896.00,0.30,451.00,445.00,53.60,54.80,54.30,10.00,38.00,15.00,20.00,,1.00,,1.00,,,,,,,,,,,,,,,,,,,,,,79.0,63.0,34.0,28.0,34.0,41.0,44.0,34.0,42.0,59.0,99.0,85.0,63.0,64.0,46.0,33.0,10.00,38.00
45400,Orroroo Carrieton,2019,900.00,0.30,464.00,436.00,54.00,54.70,54.20,17.00,37.00,10.00,13.00,,1.00,,1.00,,,,,,,,,,,,,,,,,,,,,,87.0,60.0,36.0,28.0,32.0,42.0,43.0,35.0,40.0,54.0,102.0,87.0,71.0,64.0,36.0,29.0,17.00,37.00
45400,Orroroo Carrieton,2020,895.00,0.30,467.00,428.00,55.10,54.20,54.50,17.00,36.00,8.00,8.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,94.0,58.0,32.0,32.0,30.0,47.0,40.0,35.0,37.0,52.0,106.0,72.0,78.0,68.0,33.0,28.0,17.00,36.00
45400,Orroroo Carrieton,2021,891.00,0.30,480.00,411.00,55.80,54.10,55.20,19.00,30.00,9.00,10.00,,,,,12.00,1.40,0.30,3.90,0.90,0.30,,,0.60,,0.50,49.00,5.60,797.00,14.00,67.00,91.20,1.60,7.70,12.00,1.40,85.0,67.0,34.0,,23.0,45.0,49.0,26.0,40.0,50.0,112.0,75.0,87.0,59.0,31.0,37.0,19.00,30.00
45400,Orroroo Carrieton,2022,890.00,0.30,,,,,,,,,,,1.00,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45540,Peterborough,2011,,,,,,,,,,,,,,,,84.00,4.90,,,,,,,,,,,,1587.00,46.00,97.00,91.80,2.70,5.60,22.00,1.30,,,,,,,,,,,,,,,,,,
45540,Peterborough,2016,,,,,,,,,,15.00,22.00,,,,,110.00,6.60,0.90,8.00,0.20,0.20,0.30,,0.20,0.30,0.20,176.00,10.50,1489.00,59.00,125.00,88.70,3.50,7.40,22.00,1.30,,,,,,,,,,,,,,,,,,
45540,Peterborough,2017,1724.00,0.60,843.00,881.00,53.00,52.50,52.80,16.00,37.00,14.00,22.00,,3.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,121.0,127.0,72.0,72.0,68.0,79.0,73.0,75.0,109.0,117.0,171.0,173.0,141.0,134.0,72.0,67.0,16.00,37.00
45540,Peterborough,2018,1707.00,0.60,836.00,871.00,52.70,53.20,52.90,17.00,33.00,13.00,16.00,,3.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,111.0,124.0,75.0,66.0,66.0,80.0,80.0,74.0,114.0,116.0,160.0,167.0,156.0,132.0,57.0,79.0,17.00,33.00
45540,Peterborough,2019,1698.00,0.60,826.00,872.00,53.70,51.30,52.80,21.00,24.00,8.00,20.00,,3.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,88.0,129.0,80.0,65.0,58.0,83.0,82.0,80.0,121.0,110.0,157.0,158.0,155.0,136.0,64.0,87.0,21.00,24.00
45540,Peterborough,2020,1683.00,0.60,819.00,864.00,52.80,52.40,52.60,16.00,31.00,11.00,22.00,,3.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,84.0,125.0,77.0,63.0,47.0,76.0,106.0,86.0,124.0,104.0,158.0,160.0,148.0,137.0,59.0,82.0,16.00,31.00
45540,Peterborough,2021,1669.00,0.60,804.00,865.00,52.60,53.20,52.90,14.00,32.00,11.00,19.00,,1.00,1.00,,112.00,6.80,1.20,6.00,0.70,,0.70,,0.40,,0.20,147.00,9.00,1379.00,50.00,211.00,84.20,3.10,12.90,27.00,1.60,84.0,117.0,74.0,70.0,43.0,61.0,101.0,109.0,124.0,97.0,149.0,144.0,157.0,151.0,58.0,84.0,14.00,32.00
45540,Peterborough,2022,1670.00,0.60,,,,,,,,,,,3.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45680,Playford,2011,,,,,,,,,,,,,,,,2361.00,3.00,,,,,,,,,,,,68385.00,5785.00,4949.00,86.40,7.30,6.30,7440.00,9.40,,,,,,,,,,,,,,,,,,
45680,Playford,2016,,,,,,,,,,1552.00,608.00,7.10,,,,3092.00,3.50,0.80,10.40,1.50,1.10,2.30,0.30,2.50,0.50,1.90,18892.00,21.10,76407.00,6640.00,6325.00,85.50,7.40,7.10,11131.00,12.50,,,,,,,,,,,,,,,,,,
45680,Playford,2017,92582.00,268.20,45982.00,46600.00,32.00,32.90,32.40,508.00,848.00,1442.00,613.00,7.10,680.00,307.00,373.00,,,,,,,,,,,,,,,,,,,,,,11007.0,10472.0,6833.0,6789.0,7193.0,7508.0,5539.0,5452.0,5657.0,5703.0,4753.0,4718.0,2913.0,3141.0,1579.0,1969.0,508.00,848.00
45680,Playford,2018,94446.00,273.60,46850.00,47596.00,32.30,33.00,32.60,516.00,875.00,1509.00,596.00,6.80,696.00,295.00,401.00,,,,,,,,,,,,,,,,,,,,,,11209.0,10651.0,6797.0,6817.0,7440.0,7787.0,5663.0,5599.0,5635.0,5687.0,4957.0,4935.0,3012.0,3251.0,1621.0,1994.0,516.00,875.00
45680,Playford,2019,96356.00,279.10,47729.00,48627.00,32.40,33.10,32.80,532.00,882.00,1579.00,628.00,6.70,771.00,297.00,474.00,,,,,,,,,,,,,,,,,,,,,,11413.0,10894.0,6836.0,6891.0,7584.0,7940.0,5842.0,5854.0,5658.0,5657.0,5123.0,5106.0,3119.0,3379.0,1622.0,2024.0,532.00,882.00
45680,Playford,2020,98620.00,285.70,48756.00,49864.00,32.60,33.30,33.00,543.00,899.00,1468.00,652.00,6.70,818.00,332.00,486.00,,,,,,,,,,,,,,,,,,,,,,11596.0,11249.0,6853.0,6797.0,7751.0,8185.0,6134.0,6152.0,5657.0,5658.0,5288.0,5379.0,3249.0,3480.0,1685.0,2065.0,543.00,899.00
45680,Playford,2021,100573.00,291.30,49638.00,50935.00,32.80,33.70,33.30,575.00,917.00,1562.00,653.00,6.70,165.00,233.00,-68.00,4210.00,4.20,0.80,8.40,1.30,1.20,3.10,0.30,3.80,0.50,2.40,21557.00,21.70,86339.00,7595.00,5258.00,87.00,7.70,5.30,15110.00,15.20,11767.0,11566.0,6799.0,6697.0,7910.0,8269.0,6416.0,6441.0,5673.0,5721.0,5357.0,5542.0,3451.0,3678.0,1690.0,2104.0,575.00,917.00
45680,Playford,2022,103420.00,299.60,,,,,,,,,,,679.00,246.00,433.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45890,Port Adelaide Enfield,2011,,,,,,,,,,,,,,,,2717.00,2.40,,,,,,,,,,,,92164.00,13564.00,7085.00,81.70,12.00,6.30,31643.00,28.00,,,,,,,,,,,,,,,,,,
45890,Port Adelaide Enfield,2016,,,,,,,,,,1712.00,986.00,6.60,,,,2807.00,2.30,0.90,5.90,4.50,1.50,7.10,3.40,7.80,0.70,1.50,40372.00,33.30,97322.00,16253.00,7653.00,80.30,13.40,6.30,39170.00,32.30,,,,,,,,,,,,,,,,,,
45890,Port Adelaide Enfield,2017,125765.00,1370.60,62715.00,63050.00,36.10,38.20,37.10,1130.00,2000.00,1796.00,1038.00,6.50,2524.00,1147.00,1377.00,,,,,,,,,,,,,,,,,,,,,,10991.0,10421.0,8370.0,7628.0,10849.0,10528.0,8997.0,8491.0,7997.0,8008.0,7114.0,7324.0,4823.0,5345.0,2444.0,3305.0,1130.00,2000.00
45890,Port Adelaide Enfield,2018,127830.00,1393.10,63752.00,64078.00,36.10,38.10,37.10,1108.00,1992.00,1670.00,988.00,6.30,2601.00,1102.00,1499.00,,,,,,,,,,,,,,,,,,,,,,11184.0,10552.0,8448.0,7720.0,11019.0,10650.0,9260.0,8767.0,8042.0,8086.0,7254.0,7503.0,4954.0,5522.0,2483.0,3286.0,1108.00,1992.00
45890,Port Adelaide Enfield,2019,130505.00,1422.30,65100.00,65405.00,36.00,38.00,36.90,1119.00,2003.00,1779.00,992.00,6.30,2883.00,1104.00,1779.00,,,,,,,,,,,,,,,,,,,,,,11408.0,10729.0,8591.0,7859.0,11369.0,10912.0,9601.0,9096.0,8047.0,8111.0,7343.0,7693.0,5088.0,5748.0,2534.0,3254.0,1119.00,2003.00
45890,Port Adelaide Enfield,2020,133224.00,1451.90,66406.00,66818.00,36.10,38.10,37.10,1091.00,1967.00,1699.00,993.00,6.10,2901.00,1223.00,1678.00,,,,,,,,,,,,,,,,,,,,,,11601.0,10913.0,8538.0,7806.0,11776.0,11195.0,9927.0,9529.0,8096.0,8217.0,7490.0,7874.0,5284.0,5990.0,2603.0,3327.0,1091.00,1967.00
45890,Port Adelaide Enfield,2021,134202.00,1462.60,66847.00,67355.00,36.30,38.40,37.30,1061.00,1946.00,1796.00,985.00,6.00,619.00,876.00,-257.00,3295.00,2.50,0.90,5.30,3.80,1.50,7.30,3.20,11.60,0.90,1.40,47458.00,35.80,107878.00,19039.00,5484.00,81.50,14.40,4.10,46926.00,35.40,11735.0,11089.0,8308.0,7584.0,11852.0,11174.0,10220.0,9885.0,8054.0,8217.0,7581.0,7916.0,5338.0,6159.0,2698.0,3385.0,1061.00,1946.00
45890,Port Adelaide Enfield,2022,135844.00,1480.40,,,,,,,,,,,2287.00,825.00,1462.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46090,Port Augusta,2011,,,,,,,,,,,,,,,,2358.00,16.90,,,,,,,,,,,,11919.00,355.00,1713.00,85.20,2.50,12.20,582.00,4.20,,,,,,,,,,,,,,,,,,
46090,Port Augusta,2016,,,,,,,,,,191.00,106.00,7.30,,,,2526.00,18.30,0.50,3.30,0.60,0.10,0.60,0.20,1.10,0.10,0.30,943.00,6.80,11763.00,350.00,1691.00,85.20,2.50,12.20,603.00,4.40,,,,,,,,,,,,,,,,,,
46090,Port Augusta,2017,14369.00,12.40,7351.00,7018.00,37.10,39.40,38.20,82.00,156.00,198.00,123.00,7.00,48.00,21.00,27.00,,,,,,,,,,,,,,,,,,,,,,1437.0,1384.0,916.0,853.0,1148.0,953.0,866.0,760.0,925.0,985.0,973.0,886.0,694.0,688.0,310.0,353.0,82.00,156.00
46090,Port Augusta,2018,14395.00,12.40,7415.00,6980.00,36.80,39.30,38.00,85.00,156.00,195.00,127.00,7.10,48.00,20.00,28.00,,,,,,,,,,,,,,,,,,,,,,1428.0,1385.0,912.0,814.0,1204.0,965.0,859.0,770.0,904.0,943.0,996.0,886.0,696.0,696.0,331.0,365.0,85.00,156.00
46090,Port Augusta,2019,14405.00,12.40,7469.00,6936.00,36.60,39.30,37.80,86.00,153.00,176.00,146.00,7.80,52.00,20.00,32.00,,,,,,,,,,,,,,,,,,,,,,1408.0,1369.0,920.0,796.0,1247.0,963.0,867.0,780.0,883.0,897.0,991.0,904.0,712.0,686.0,355.0,388.0,86.00,153.00
46090,Port Augusta,2020,14414.00,12.40,7523.00,6891.00,36.60,39.30,37.80,93.00,151.00,165.00,137.00,7.90,56.00,24.00,32.00,,,,,,,,,,,,,,,,,,,,,,1393.0,1341.0,915.0,770.0,1274.0,984.0,893.0,788.0,868.0,859.0,997.0,917.0,723.0,685.0,367.0,396.0,93.00,151.00
46090,Port Augusta,2021,14453.00,12.50,7602.00,6851.00,36.80,39.60,38.00,98.00,149.00,166.00,118.00,7.70,11.00,16.00,-5.00,2825.00,20.40,1.00,3.10,0.50,0.20,1.20,0.30,1.90,0.10,0.40,1184.00,8.60,11606.00,655.00,1561.00,83.90,4.70,11.30,957.00,6.90,1389.0,1339.0,904.0,732.0,1276.0,974.0,942.0,787.0,867.0,862.0,1006.0,915.0,731.0,693.0,389.0,400.0,98.00,149.00
46090,Port Augusta,2022,14456.00,12.50,,,,,,,,,,,87.00,31.00,56.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46300,Port Lincoln,2011,,,,,,,,,,,,,,,,784.00,5.60,,,,,,,,,,,,12958.00,400.00,726.00,92.00,2.80,5.20,472.00,3.30,,,,,,,,,,,,,,,,,,
46300,Port Lincoln,2016,,,,,,,,,,190.00,111.00,6.10,,,,723.00,5.10,0.80,4.20,1.00,0.10,1.10,0.20,0.30,0.40,0.30,1163.00,8.30,12553.00,386.00,1121.00,89.30,2.70,8.00,512.00,3.60,,,,,,,,,,,,,,,,,,
