State_and_territory,SA3_name,Year,Age_group,Participants
Vic,Campaspe,2018,60–64,764
Vic,Campaspe,2018,65–69,733
Vic,Campaspe,2018,70–74,617
Vic,Campaspe,2018,50–69,2865
Vic,Campaspe,2018,50–74,3482
Vic,Campaspe,2019,50–54,619
Vic,Campaspe,2019,55–59,689
Vic,Campaspe,2019,60–64,716
Vic,Campaspe,2019,65–69,730
Vic,Campaspe,2019,70–74,595
Vic,Campaspe,2019,50–69,2755
Vic,Campaspe,2019,50–74,3350
Vic,Campaspe,2020,50–54,550
Vic,Campaspe,2020,55–59,616
Vic,Campaspe,2020,60–64,676
Vic,Campaspe,2020,65–69,686
Vic,Campaspe,2020,70–74,590
Vic,Campaspe,2020,50–69,2528
Vic,Campaspe,2020,50–74,3118
Vic,Moira,2018,50–54,481
Vic,Moira,2018,55–59,575
Vic,Moira,2018,60–64,637
Vic,Moira,2018,65–69,700
Vic,Moira,2018,70–74,551
Vic,Moira,2018,50–69,2394
Vic,Moira,2018,50–74,2944
Vic,Moira,2019,50–54,470
Vic,Moira,2019,55–59,602
Vic,Moira,2019,60–64,633
Vic,Moira,2019,65–69,677
Vic,Moira,2019,70–74,578
Vic,Moira,2019,50–69,2383
Vic,Moira,2019,50–74,2961
Vic,Moira,2020,50–54,438
Vic,Moira,2020,55–59,510
Vic,Moira,2020,60–64,597
Vic,Moira,2020,65–69,659
Vic,Moira,2020,70–74,594
Vic,Moira,2020,50–69,2205
Vic,Moira,2020,50–74,2799
Vic,Shepparton,2018,50–54,1101
Vic,Shepparton,2018,55–59,1094
Vic,Shepparton,2018,60–64,1168
Vic,Shepparton,2018,65–69,1081
Vic,Shepparton,2018,70–74,862
Vic,Shepparton,2018,50–69,4444
Vic,Shepparton,2018,50–74,5305
Vic,Shepparton,2019,50–54,1036
Vic,Shepparton,2019,55–59,1110
Vic,Shepparton,2019,60–64,1117
Vic,Shepparton,2019,65–69,1050
Vic,Shepparton,2019,70–74,887
Vic,Shepparton,2019,50–69,4312
Vic,Shepparton,2019,50–74,5200
Vic,Shepparton,2020,50–54,928
Vic,Shepparton,2020,55–59,984
Vic,Shepparton,2020,60–64,1051
Vic,Shepparton,2020,65–69,1011
Vic,Shepparton,2020,70–74,879
Vic,Shepparton,2020,50–69,3973
Vic,Shepparton,2020,50–74,4852
Vic,Glenelg - Southern Grampians,2018,50–54,697
Vic,Glenelg - Southern Grampians,2018,55–59,842
Vic,Glenelg - Southern Grampians,2018,60–64,865
Vic,Glenelg - Southern Grampians,2018,65–69,796
Vic,Glenelg - Southern Grampians,2018,70–74,611
Vic,Glenelg - Southern Grampians,2018,50–69,3200
Vic,Glenelg - Southern Grampians,2018,50–74,3811
Vic,Glenelg - Southern Grampians,2019,50–54,709
Vic,Glenelg - Southern Grampians,2019,55–59,870
Vic,Glenelg - Southern Grampians,2019,60–64,870
Vic,Glenelg - Southern Grampians,2019,65–69,779
Vic,Glenelg - Southern Grampians,2019,70–74,644
Vic,Glenelg - Southern Grampians,2019,50–69,3227
Vic,Glenelg - Southern Grampians,2019,50–74,3871
Vic,Glenelg - Southern Grampians,2020,50–54,584
Vic,Glenelg - Southern Grampians,2020,55–59,731
Vic,Glenelg - Southern Grampians,2020,60–64,783
Vic,Glenelg - Southern Grampians,2020,65–69,778
Vic,Glenelg - Southern Grampians,2020,70–74,596
Vic,Glenelg - Southern Grampians,2020,50–69,2875
Vic,Glenelg - Southern Grampians,2020,50–74,3471
Vic,Colac - Corangamite,2018,50–54,662
Vic,Colac - Corangamite,2018,55–59,772
Vic,Colac - Corangamite,2018,60–64,747
Vic,Colac - Corangamite,2018,65–69,755
Vic,Colac - Corangamite,2018,70–74,567
Vic,Colac - Corangamite,2018,50–69,2936
Vic,Colac - Corangamite,2018,50–74,3503
Vic,Colac - Corangamite,2019,50–54,672
Vic,Colac - Corangamite,2019,55–59,769
Vic,Colac - Corangamite,2019,60–64,799
Vic,Colac - Corangamite,2019,65–69,758
Vic,Colac - Corangamite,2019,70–74,595
Vic,Colac - Corangamite,2019,50–69,2998
Vic,Colac - Corangamite,2019,50–74,3593
Vic,Colac - Corangamite,2020,50–54,568
Vic,Colac - Corangamite,2020,55–59,651
Vic,Colac - Corangamite,2020,60–64,706
Vic,Colac - Corangamite,2020,65–69,675
Vic,Colac - Corangamite,2020,70–74,551
Vic,Colac - Corangamite,2020,50–69,2600
Vic,Colac - Corangamite,2020,50–74,3151
Vic,Warrnambool,2018,50–54,985
Vic,Warrnambool,2018,55–59,1107
Vic,Warrnambool,2018,60–64,1050
Vic,Warrnambool,2018,65–69,1012
Vic,Warrnambool,2018,70–74,782
Vic,Warrnambool,2018,50–69,4154
Vic,Warrnambool,2018,50–74,4936
Vic,Warrnambool,2019,50–54,950
Vic,Warrnambool,2019,55–59,1052
Vic,Warrnambool,2019,60–64,1098
Vic,Warrnambool,2019,65–69,1004
Vic,Warrnambool,2019,70–74,860
Vic,Warrnambool,2019,50–69,4104
Vic,Warrnambool,2019,50–74,4964
Vic,Warrnambool,2020,50–54,878
Vic,Warrnambool,2020,55–59,967
Vic,Warrnambool,2020,60–64,995
Vic,Warrnambool,2020,65–69,968
Vic,Warrnambool,2020,70–74,826
Vic,Warrnambool,2020,50–69,3809
Vic,Warrnambool,2020,50–74,4636
Qld,Capalaba,2018,50–54,1469
Qld,Capalaba,2018,55–59,1581
Qld,Capalaba,2018,60–64,1470
Qld,Capalaba,2018,65–69,1278
Qld,Capalaba,2018,70–74,896
Qld,Capalaba,2018,50–69,5799
Qld,Capalaba,2018,50–74,6695
Qld,Capalaba,2019,50–54,1483
Qld,Capalaba,2019,55–59,1518
Qld,Capalaba,2019,60–64,1485
Qld,Capalaba,2019,65–69,1294
Qld,Capalaba,2019,70–74,951
Qld,Capalaba,2019,50–69,5780
Qld,Capalaba,2019,50–74,6731
Qld,Capalaba,2020,50–54,1334
Qld,Capalaba,2020,55–59,1460
Qld,Capalaba,2020,60–64,1427
Qld,Capalaba,2020,65–69,1295
Qld,Capalaba,2020,70–74,1007
Qld,Capalaba,2020,50–69,5516
Qld,Capalaba,2020,50–74,6523
Qld,Cleveland - Stradbroke,2018,50–54,1734
Qld,Cleveland - Stradbroke,2018,55–59,1804
Qld,Cleveland - Stradbroke,2018,60–64,1746
Qld,Cleveland - Stradbroke,2018,65–69,1723
Qld,Cleveland - Stradbroke,2018,70–74,1441
Qld,Cleveland - Stradbroke,2018,50–69,7007
Qld,Cleveland - Stradbroke,2018,50–74,8448
Qld,Cleveland - Stradbroke,2019,50–54,1769
Qld,Cleveland - Stradbroke,2019,55–59,1831
Qld,Cleveland - Stradbroke,2019,60–64,1725
Qld,Cleveland - Stradbroke,2019,65–69,1783
Qld,Cleveland - Stradbroke,2019,70–74,1455
Qld,Cleveland - Stradbroke,2019,50–69,7108
Qld,Cleveland - Stradbroke,2019,50–74,8563
Qld,Cleveland - Stradbroke,2020,50–54,1632
Qld,Cleveland - Stradbroke,2020,55–59,1758
Qld,Cleveland - Stradbroke,2020,60–64,1718
Qld,Cleveland - Stradbroke,2020,65–69,1762
Qld,Cleveland - Stradbroke,2020,70–74,1485
Qld,Cleveland - Stradbroke,2020,50–69,6870
Qld,Cleveland - Stradbroke,2020,50–74,8355
Qld,Wynnum - Manly,2018,50–54,1331
Qld,Wynnum - Manly,2018,55–59,1252
Qld,Wynnum - Manly,2018,60–64,1106
Qld,Wynnum - Manly,2018,65–69,997
Qld,Wynnum - Manly,2018,70–74,735
Qld,Wynnum - Manly,2018,50–69,4686
Qld,Wynnum - Manly,2018,50–74,5421
Qld,Wynnum - Manly,2019,50–54,1336
Qld,Wynnum - Manly,2019,55–59,1298
Qld,Wynnum - Manly,2019,60–64,1139
Qld,Wynnum - Manly,2019,65–69,989
Qld,Wynnum - Manly,2019,70–74,796
Qld,Wynnum - Manly,2019,50–69,4763
Qld,Wynnum - Manly,2019,50–74,5558
Qld,Wynnum - Manly,2020,50–54,1331
Qld,Wynnum - Manly,2020,55–59,1202
Qld,Wynnum - Manly,2020,60–64,1129
Qld,Wynnum - Manly,2020,65–69,957
Qld,Wynnum - Manly,2020,70–74,854
Qld,Wynnum - Manly,2020,50–69,4618
Qld,Wynnum - Manly,2020,50–74,5472
Qld,Bald Hills - Everton Park,2018,50–54,2306
Qld,Bald Hills - Everton Park,2018,55–59,2306
Qld,Bald Hills - Everton Park,2018,60–64,2306
Qld,Bald Hills - Everton Park,2018,65–69,2306
Qld,Bald Hills - Everton Park,2018,70–74,2306
Qld,Bald Hills - Everton Park,2018,50–69,2306
Qld,Bald Hills - Everton Park,2018,50–74,2306
Qld,Bald Hills - Everton Park,2019,50–54,2306
Qld,Bald Hills - Everton Park,2019,55–59,2306
Qld,Bald Hills - Everton Park,2019,60–64,2306
Qld,Bald Hills - Everton Park,2019,65–69,2306
Qld,Bald Hills - Everton Park,2019,70–74,2306
Qld,Bald Hills - Everton Park,2019,50–69,2306
Qld,Bald Hills - Everton Park,2019,50–74,2306
Qld,Bald Hills - Everton Park,2020,50–54,784
Qld,Bald Hills - Everton Park,2020,55–59,757
Qld,Bald Hills - Everton Park,2020,60–64,684
Qld,Bald Hills - Everton Park,2020,65–69,650
Qld,Bald Hills - Everton Park,2020,70–74,552
Qld,Bald Hills - Everton Park,2020,50–69,2875
Qld,Bald Hills - Everton Park,2020,50–74,3427
Qld,Chermside,2018,50–54,2306
Qld,Chermside,2018,55–59,2306
Qld,Chermside,2018,60–64,2306
Qld,Chermside,2018,65–69,2306
Qld,Chermside,2018,70–74,2306
Qld,Chermside,2018,50–69,2306
Qld,Chermside,2018,50–74,2306
Qld,Chermside,2019,50–54,2306
Qld,Chermside,2019,55–59,2306
Qld,Chermside,2019,60–64,2306
Qld,Chermside,2019,65–69,2306
Qld,Chermside,2019,70–74,2306
Qld,Chermside,2019,50–69,2306
Qld,Chermside,2019,50–74,2306
Qld,Chermside,2020,50–54,1106
Qld,Chermside,2020,55–59,1114
Qld,Chermside,2020,60–64,988
Qld,Chermside,2020,65–69,855
Qld,Chermside,2020,70–74,780
Qld,Chermside,2020,50–69,4063
Qld,Chermside,2020,50–74,4843
Qld,Nundah,2018,50–54,2306
Qld,Nundah,2018,55–59,2306
Qld,Nundah,2018,60–64,2306
Qld,Nundah,2018,65–69,2306
Qld,Nundah,2018,70–74,2306
Qld,Nundah,2018,50–69,2306
Qld,Nundah,2018,50–74,2306
Qld,Nundah,2019,50–54,2306
Qld,Nundah,2019,55–59,2306
Qld,Nundah,2019,60–64,2306
Qld,Nundah,2019,65–69,2306
Qld,Nundah,2019,70–74,2306
Qld,Nundah,2019,50–69,2306
Qld,Nundah,2019,50–74,2306
Qld,Nundah,2020,50–54,576
Qld,Nundah,2020,55–59,574
Qld,Nundah,2020,60–64,551
Qld,Nundah,2020,65–69,462
Qld,Nundah,2020,70–74,353
Qld,Nundah,2020,50–69,2163
Qld,Nundah,2020,50–74,2516
Qld,Sandgate,2018,50–54,1005
Qld,Sandgate,2018,55–59,1103
Qld,Sandgate,2018,60–64,935
Qld,Sandgate,2018,65–69,890
Qld,Sandgate,2018,70–74,754
Qld,Sandgate,2018,50–69,3933
Qld,Sandgate,2018,50–74,4687
Qld,Sandgate,2019,50–54,983
Qld,Sandgate,2019,55–59,1111
Qld,Sandgate,2019,60–64,912
Qld,Sandgate,2019,65–69,882
Qld,Sandgate,2019,70–74,813
Qld,Sandgate,2019,50–69,3889
Qld,Sandgate,2019,50–74,4702
Qld,Sandgate,2020,50–54,944
Qld,Sandgate,2020,55–59,1078
Qld,Sandgate,2020,60–64,903
Qld,Sandgate,2020,65–69,866
Qld,Sandgate,2020,70–74,833
Qld,Sandgate,2020,50–69,3791
Qld,Sandgate,2020,50–74,4625
Qld,Carindale,2018,50–54,939
Qld,Carindale,2018,55–59,936
Qld,Carindale,2018,60–64,793
Qld,Carindale,2018,65–69,628
Qld,Carindale,2018,70–74,492
Qld,Carindale,2018,50–69,3297
Qld,Carindale,2018,50–74,3789
Qld,Carindale,2019,50–54,978
Qld,Carindale,2019,55–59,893
Qld,Carindale,2019,60–64,798
Qld,Carindale,2019,65–69,645
Qld,Carindale,2019,70–74,512
Qld,Carindale,2019,50–69,3315
Qld,Carindale,2019,50–74,3827
Qld,Carindale,2020,50–54,930
Qld,Carindale,2020,55–59,822
Qld,Carindale,2020,60–64,815
Qld,Carindale,2020,65–69,643
Qld,Carindale,2020,70–74,528
Qld,Carindale,2020,50–69,3210
Qld,Carindale,2020,50–74,3738
Qld,Holland Park - Yeronga,2018,50–54,1099
Qld,Holland Park - Yeronga,2018,55–59,1028
Qld,Holland Park - Yeronga,2018,60–64,859
Qld,Holland Park - Yeronga,2018,65–69,673
Qld,Holland Park - Yeronga,2018,70–74,486
Qld,Holland Park - Yeronga,2018,50–69,3659
Qld,Holland Park - Yeronga,2018,50–74,4145
Qld,Holland Park - Yeronga,2019,50–54,1165
Qld,Holland Park - Yeronga,2019,55–59,1048
Qld,Holland Park - Yeronga,2019,60–64,864
Qld,Holland Park - Yeronga,2019,65–69,678
Qld,Holland Park - Yeronga,2019,70–74,521
Qld,Holland Park - Yeronga,2019,50–69,3755
Qld,Holland Park - Yeronga,2019,50–74,4276
Qld,Holland Park - Yeronga,2020,50–54,1114
Qld,Holland Park - Yeronga,2020,55–59,1003
Qld,Holland Park - Yeronga,2020,60–64,870
Qld,Holland Park - Yeronga,2020,65–69,684
Qld,Holland Park - Yeronga,2020,70–74,530
Qld,Holland Park - Yeronga,2020,50–69,3671
Qld,Holland Park - Yeronga,2020,50–74,4200
Qld,Mt Gravatt,2018,50–54,1184
Qld,Mt Gravatt,2018,55–59,1168
Qld,Mt Gravatt,2018,60–64,1056
Qld,Mt Gravatt,2018,65–69,931
Qld,Mt Gravatt,2018,70–74,781
Qld,Mt Gravatt,2018,50–69,4339
Qld,Mt Gravatt,2018,50–74,5120
Qld,Mt Gravatt,2019,50–54,1214
Qld,Mt Gravatt,2019,55–59,1137
Qld,Mt Gravatt,2019,60–64,1072
Qld,Mt Gravatt,2019,65–69,932
Qld,Mt Gravatt,2019,70–74,794
Qld,Mt Gravatt,2019,50–69,4355
Qld,Mt Gravatt,2019,50–74,5149
Qld,Mt Gravatt,2020,50–54,1166
Qld,Mt Gravatt,2020,55–59,1111
Qld,Mt Gravatt,2020,60–64,998
Qld,Mt Gravatt,2020,65–69,910
Qld,Mt Gravatt,2020,70–74,785
Qld,Mt Gravatt,2020,50–69,4184
Qld,Mt Gravatt,2020,50–74,4969
Qld,Nathan,2018,50–54,2306
Qld,Nathan,2018,55–59,2306
Qld,Nathan,2018,60–64,2306
Qld,Nathan,2018,65–69,2306
Qld,Nathan,2018,70–74,2306
Qld,Nathan,2018,50–69,2306
Qld,Nathan,2018,50–74,2306
Qld,Nathan,2019,50–54,2306
Qld,Nathan,2019,55–59,2306
Qld,Nathan,2019,60–64,2306
Qld,Nathan,2019,65–69,2306
Qld,Nathan,2019,70–74,2306
Qld,Nathan,2019,50–69,2306
Qld,Nathan,2019,50–74,2306
Qld,Nathan,2020,50–54,607
Qld,Nathan,2020,55–59,542
Qld,Nathan,2020,60–64,507
Qld,Nathan,2020,65–69,396
Qld,Nathan,2020,70–74,345
Qld,Nathan,2020,50–69,2052
Qld,Nathan,2020,50–74,2397
Qld,Rocklea - Acacia Ridge,2018,50–54,1005
Qld,Rocklea - Acacia Ridge,2018,55–59,1025
Qld,Rocklea - Acacia Ridge,2018,60–64,848
Qld,Rocklea - Acacia Ridge,2018,65–69,718
Qld,Rocklea - Acacia Ridge,2018,70–74,449
Qld,Rocklea - Acacia Ridge,2018,50–69,3596
Qld,Rocklea - Acacia Ridge,2018,50–74,4045
Qld,Rocklea - Acacia Ridge,2019,50–54,999
Qld,Rocklea - Acacia Ridge,2019,55–59,989
Qld,Rocklea - Acacia Ridge,2019,60–64,893
Qld,Rocklea - Acacia Ridge,2019,65–69,740
Qld,Rocklea - Acacia Ridge,2019,70–74,449
Qld,Rocklea - Acacia Ridge,2019,50–69,3620
Qld,Rocklea - Acacia Ridge,2019,50–74,4069
Qld,Rocklea - Acacia Ridge,2020,50–54,956
Qld,Rocklea - Acacia Ridge,2020,55–59,973
Qld,Rocklea - Acacia Ridge,2020,60–64,877
Qld,Rocklea - Acacia Ridge,2020,65–69,706
Qld,Rocklea - Acacia Ridge,2020,70–74,463
Qld,Rocklea - Acacia Ridge,2020,50–69,3512
Qld,Rocklea - Acacia Ridge,2020,50–74,3975
Qld,Sunnybank,2018,50–54,2306
Qld,Sunnybank,2018,55–59,2306
Qld,Sunnybank,2018,60–64,2306
Qld,Sunnybank,2018,65–69,2306
Qld,Sunnybank,2018,70–74,2306
Qld,Sunnybank,2018,50–69,2306
Qld,Sunnybank,2018,50–74,2306
Qld,Sunnybank,2019,50–54,2306
Qld,Sunnybank,2019,55–59,2306
Qld,Sunnybank,2019,60–64,2306
Qld,Sunnybank,2019,65–69,2306
Qld,Sunnybank,2019,70–74,2306
Qld,Sunnybank,2019,50–69,2306
Qld,Sunnybank,2019,50–74,2306
Qld,Sunnybank,2020,50–54,719
Qld,Sunnybank,2020,55–59,712
Qld,Sunnybank,2020,60–64,762
Qld,Sunnybank,2020,65–69,677
Qld,Sunnybank,2020,70–74,479
Qld,Sunnybank,2020,50–69,2870
Qld,Sunnybank,2020,50–74,3349
Qld,Centenary,2018,50–54,585
Qld,Centenary,2018,55–59,590
Qld,Centenary,2018,60–64,545
Qld,Centenary,2018,65–69,489
Qld,Centenary,2018,70–74,319
Qld,Centenary,2018,50–69,2209
Qld,Centenary,2018,50–74,2528
Qld,Centenary,2019,50–54,598
Qld,Centenary,2019,55–59,614
Qld,Centenary,2019,60–64,553
Qld,Centenary,2019,65–69,486
Qld,Centenary,2019,70–74,334
Qld,Centenary,2019,50–69,2252
Qld,Centenary,2019,50–74,2586
Qld,Centenary,2020,50–54,597
Qld,Centenary,2020,55–59,563
Qld,Centenary,2020,60–64,545
Qld,Centenary,2020,65–69,460
Qld,Centenary,2020,70–74,356
Qld,Centenary,2020,50–69,2165
Qld,Centenary,2020,50–74,2522
Qld,Kenmore - Brookfield - Moggill,2018,50–54,804
Qld,Kenmore - Brookfield - Moggill,2018,55–59,726
Qld,Kenmore - Brookfield - Moggill,2018,60–64,623
Qld,Kenmore - Brookfield - Moggill,2018,65–69,551
Qld,Kenmore - Brookfield - Moggill,2018,70–74,454
Qld,Kenmore - Brookfield - Moggill,2018,50–69,2704
Qld,Kenmore - Brookfield - Moggill,2018,50–74,3158
Qld,Kenmore - Brookfield - Moggill,2019,50–54,809
Qld,Kenmore - Brookfield - Moggill,2019,55–59,740
Qld,Kenmore - Brookfield - Moggill,2019,60–64,612
Qld,Kenmore - Brookfield - Moggill,2019,65–69,561
Qld,Kenmore - Brookfield - Moggill,2019,70–74,462
Qld,Kenmore - Brookfield - Moggill,2019,50–69,2722
Qld,Kenmore - Brookfield - Moggill,2019,50–74,3184
Qld,Kenmore - Brookfield - Moggill,2020,50–54,794
Qld,Kenmore - Brookfield - Moggill,2020,55–59,733
Qld,Kenmore - Brookfield - Moggill,2020,60–64,584
Qld,Kenmore - Brookfield - Moggill,2020,65–69,552
Qld,Kenmore - Brookfield - Moggill,2020,70–74,450
Qld,Kenmore - Brookfield - Moggill,2020,50–69,2663
Qld,Kenmore - Brookfield - Moggill,2020,50–74,3113
Qld,Sherwood - Indooroopilly,2018,50–54,606
Qld,Sherwood - Indooroopilly,2018,55–59,546
Qld,Sherwood - Indooroopilly,2018,60–64,506
Qld,Sherwood - Indooroopilly,2018,65–69,457
Qld,Sherwood - Indooroopilly,2018,70–74,366
Qld,Sherwood - Indooroopilly,2018,50–69,2116
Qld,Sherwood - Indooroopilly,2018,50–74,2482
Qld,Sherwood - Indooroopilly,2019,50–54,600
Qld,Sherwood - Indooroopilly,2019,55–59,568
Qld,Sherwood - Indooroopilly,2019,60–64,507
Qld,Sherwood - Indooroopilly,2019,65–69,463
Qld,Sherwood - Indooroopilly,2019,70–74,386
Qld,Sherwood - Indooroopilly,2019,50–69,2138
Qld,Sherwood - Indooroopilly,2019,50–74,2524
Qld,Sherwood - Indooroopilly,2020,50–54,578
Qld,Sherwood - Indooroopilly,2020,55–59,566
Qld,Sherwood - Indooroopilly,2020,60–64,483
Qld,Sherwood - Indooroopilly,2020,65–69,437
Qld,Sherwood - Indooroopilly,2020,70–74,382
Qld,Sherwood - Indooroopilly,2020,50–69,2064
Qld,Sherwood - Indooroopilly,2020,50–74,2447
Qld,The Gap - Enoggera,2018,50–54,2306
Qld,The Gap - Enoggera,2018,55–59,2306
Qld,The Gap - Enoggera,2018,60–64,2306
Qld,The Gap - Enoggera,2018,65–69,2306
Qld,The Gap - Enoggera,2018,70–74,2306
Qld,The Gap - Enoggera,2018,50–69,2306
Qld,The Gap - Enoggera,2018,50–74,2306
Qld,The Gap - Enoggera,2019,50–54,2306
Qld,The Gap - Enoggera,2019,55–59,2306
Qld,The Gap - Enoggera,2019,60–64,2306
Qld,The Gap - Enoggera,2019,65–69,2306
Qld,The Gap - Enoggera,2019,70–74,2306
Qld,The Gap - Enoggera,2019,50–69,2306
Qld,The Gap - Enoggera,2019,50–74,2306
Qld,The Gap - Enoggera,2020,50–54,861
Qld,The Gap - Enoggera,2020,55–59,755
Qld,The Gap - Enoggera,2020,60–64,657
Qld,The Gap - Enoggera,2020,65–69,625
Qld,The Gap - Enoggera,2020,70–74,574
Qld,The Gap - Enoggera,2020,50–69,2898
Qld,The Gap - Enoggera,2020,50–74,3472
Qld,Brisbane Inner,2018,50–54,767
Qld,Brisbane Inner,2018,55–59,746
Qld,Brisbane Inner,2018,60–64,688
Qld,Brisbane Inner,2018,65–69,543
Qld,Brisbane Inner,2018,70–74,381
Qld,Brisbane Inner,2018,50–69,2743
Qld,Brisbane Inner,2018,50–74,3124
Qld,Brisbane Inner,2019,50–54,895
Qld,Brisbane Inner,2019,55–59,789
Qld,Brisbane Inner,2019,60–64,698
Qld,Brisbane Inner,2019,65–69,601
Qld,Brisbane Inner,2019,70–74,396
Qld,Brisbane Inner,2019,50–69,2983
Qld,Brisbane Inner,2019,50–74,3379
Qld,Brisbane Inner,2020,50–54,899
Qld,Brisbane Inner,2020,55–59,768
Qld,Brisbane Inner,2020,60–64,705
Qld,Brisbane Inner,2020,65–69,618
Qld,Brisbane Inner,2020,70–74,394
Qld,Brisbane Inner,2020,50–69,2991
Qld,Brisbane Inner,2020,50–74,3385
Qld,Brisbane Inner - East,2018,50–54,643
Qld,Brisbane Inner - East,2018,55–59,617
Qld,Brisbane Inner - East,2018,60–64,478
Qld,Brisbane Inner - East,2018,65–69,382
Qld,Brisbane Inner - East,2018,70–74,231
Qld,Brisbane Inner - East,2018,50–69,2120
Qld,Brisbane Inner - East,2018,50–74,2351
Qld,Brisbane Inner - East,2019,50–54,687
Qld,Brisbane Inner - East,2019,55–59,647
Qld,Brisbane Inner - East,2019,60–64,488
Qld,Brisbane Inner - East,2019,65–69,396
Qld,Brisbane Inner - East,2019,70–74,254
Qld,Brisbane Inner - East,2019,50–69,2218
Qld,Brisbane Inner - East,2019,50–74,2472
Qld,Brisbane Inner - East,2020,50–54,691
Qld,Brisbane Inner - East,2020,55–59,627
Qld,Brisbane Inner - East,2020,60–64,490
Qld,Brisbane Inner - East,2020,65–69,380
Qld,Brisbane Inner - East,2020,70–74,282
Qld,Brisbane Inner - East,2020,50–69,2188
Qld,Brisbane Inner - East,2020,50–74,2471
Qld,Brisbane Inner - North,2018,50–54,1137
Qld,Brisbane Inner - North,2018,55–59,1075
Qld,Brisbane Inner - North,2018,60–64,911
Qld,Brisbane Inner - North,2018,65–69,774
Qld,Brisbane Inner - North,2018,70–74,537
Qld,Brisbane Inner - North,2018,50–69,3897
Qld,Brisbane Inner - North,2018,50–74,4434
Qld,Brisbane Inner - North,2019,50–54,1225
Qld,Brisbane Inner - North,2019,55–59,1096
Qld,Brisbane Inner - North,2019,60–64,923
Qld,Brisbane Inner - North,2019,65–69,785
Qld,Brisbane Inner - North,2019,70–74,579
Qld,Brisbane Inner - North,2019,50–69,4028
Qld,Brisbane Inner - North,2019,50–74,4607
Qld,Brisbane Inner - North,2020,50–54,1208
Qld,Brisbane Inner - North,2020,55–59,1101
Qld,Brisbane Inner - North,2020,60–64,935
Qld,Brisbane Inner - North,2020,65–69,792
Qld,Brisbane Inner - North,2020,70–74,581
Qld,Brisbane Inner - North,2020,50–69,4036
Qld,Brisbane Inner - North,2020,50–74,4617
Qld,Brisbane Inner - West,2018,50–54,782
Qld,Brisbane Inner - West,2018,55–59,678
Qld,Brisbane Inner - West,2018,60–64,547
Qld,Brisbane Inner - West,2018,65–69,483
Qld,Brisbane Inner - West,2018,70–74,329
Qld,Brisbane Inner - West,2018,50–69,2489
Qld,Brisbane Inner - West,2018,50–74,2818
Qld,Brisbane Inner - West,2019,50–54,791
Qld,Brisbane Inner - West,2019,55–59,711
Qld,Brisbane Inner - West,2019,60–64,566
Qld,Brisbane Inner - West,2019,65–69,487
Qld,Brisbane Inner - West,2019,70–74,355
Qld,Brisbane Inner - West,2019,50–69,2555
Qld,Brisbane Inner - West,2019,50–74,2911
Qld,Brisbane Inner - West,2020,50–54,756
Qld,Brisbane Inner - West,2020,55–59,696
Qld,Brisbane Inner - West,2020,60–64,543
Qld,Brisbane Inner - West,2020,65–69,445
Qld,Brisbane Inner - West,2020,70–74,352
Qld,Brisbane Inner - West,2020,50–69,2440
Qld,Brisbane Inner - West,2020,50–74,2792
Qld,Cairns - North,2018,50–54,2306
Qld,Cairns - North,2018,55–59,2306
Qld,Cairns - North,2018,60–64,2306
Qld,Cairns - North,2018,65–69,2306
Qld,Cairns - North,2018,70–74,2306
Qld,Cairns - North,2018,50–69,2306
Qld,Cairns - North,2018,50–74,2306
Qld,Cairns - North,2019,50–54,2306
Qld,Cairns - North,2019,55–59,2306
Qld,Cairns - North,2019,60–64,2306
Qld,Cairns - North,2019,65–69,2306
Qld,Cairns - North,2019,70–74,2306
Qld,Cairns - North,2019,50–69,2306
Qld,Cairns - North,2019,50–74,2306
Qld,Cairns - North,2020,50–54,1168
Qld,Cairns - North,2020,55–59,1204
Qld,Cairns - North,2020,60–64,1105
Qld,Cairns - North,2020,65–69,866
Qld,Cairns - North,2020,70–74,646
Qld,Cairns - North,2020,50–69,4343
Qld,Cairns - North,2020,50–74,4989
Qld,Cairns - South,2018,50–54,1892
Qld,Cairns - South,2018,55–59,1853
Qld,Cairns - South,2018,60–64,1611
Qld,Cairns - South,2018,65–69,1357
Qld,Cairns - South,2018,70–74,999
Qld,Cairns - South,2018,50–69,6714
Qld,Cairns - South,2018,50–74,7713
Qld,Cairns - South,2019,50–54,1886
Qld,Cairns - South,2019,55–59,1890
Qld,Cairns - South,2019,60–64,1657
Qld,Cairns - South,2019,65–69,1387
Qld,Cairns - South,2019,70–74,1075
Qld,Cairns - South,2019,50–69,6819
Qld,Cairns - South,2019,50–74,7894
Qld,Cairns - South,2020,50–54,1824
Qld,Cairns - South,2020,55–59,1886
Qld,Cairns - South,2020,60–64,1675
Qld,Cairns - South,2020,65–69,1460
Qld,Cairns - South,2020,70–74,1143
Qld,Cairns - South,2020,50–69,6845
Qld,Cairns - South,2020,50–74,7988
Qld,Innisfail - Cassowary Coast,2018,50–54,616
Qld,Innisfail - Cassowary Coast,2018,55–59,754
Qld,Innisfail - Cassowary Coast,2018,60–64,777
Qld,Innisfail - Cassowary Coast,2018,65–69,628
Qld,Innisfail - Cassowary Coast,2018,70–74,464
Qld,Innisfail - Cassowary Coast,2018,50–69,2775
Qld,Innisfail - Cassowary Coast,2018,50–74,3240
Qld,Innisfail - Cassowary Coast,2019,50–54,602
Qld,Innisfail - Cassowary Coast,2019,55–59,775
