State_and_territory,SA3_name,Year,Age_group,Participants
NSW,Queanbeyan,2018,50–54,1285
NSW,Queanbeyan,2018,55–59,1260
NSW,Queanbeyan,2018,60–64,1048
NSW,Queanbeyan,2018,65–69,855
NSW,Queanbeyan,2018,70–74,600
NSW,Queanbeyan,2018,50–69,4448
NSW,Queanbeyan,2018,50–74,5048
NSW,Queanbeyan,2019,50–54,1375
NSW,Queanbeyan,2019,55–59,1252
NSW,Queanbeyan,2019,60–64,1105
NSW,Queanbeyan,2019,65–69,898
NSW,Queanbeyan,2019,70–74,647
NSW,Queanbeyan,2019,50–69,4629
NSW,Queanbeyan,2019,50–74,5276
NSW,Queanbeyan,2020,50–54,1372
NSW,Queanbeyan,2020,55–59,1184
NSW,Queanbeyan,2020,60–64,1064
NSW,Queanbeyan,2020,65–69,898
NSW,Queanbeyan,2020,70–74,661
NSW,Queanbeyan,2020,50–69,4518
NSW,Queanbeyan,2020,50–74,5179
NSW,Snowy Mountains,2018,50–54,391
NSW,Snowy Mountains,2018,55–59,453
NSW,Snowy Mountains,2018,60–64,406
NSW,Snowy Mountains,2018,65–69,371
NSW,Snowy Mountains,2018,70–74,290
NSW,Snowy Mountains,2018,50–69,1621
NSW,Snowy Mountains,2018,50–74,1910
NSW,Snowy Mountains,2019,50–54,419
NSW,Snowy Mountains,2019,55–59,480
NSW,Snowy Mountains,2019,60–64,425
NSW,Snowy Mountains,2019,65–69,399
NSW,Snowy Mountains,2019,70–74,317
NSW,Snowy Mountains,2019,50–69,1723
NSW,Snowy Mountains,2019,50–74,2039
NSW,Snowy Mountains,2020,50–54,408
NSW,Snowy Mountains,2020,55–59,446
NSW,Snowy Mountains,2020,60–64,432
NSW,Snowy Mountains,2020,65–69,380
NSW,Snowy Mountains,2020,70–74,312
NSW,Snowy Mountains,2020,50–69,1667
NSW,Snowy Mountains,2020,50–74,1979
NSW,South Coast,2018,50–54,1376
NSW,South Coast,2018,55–59,1956
NSW,South Coast,2018,60–64,2225
NSW,South Coast,2018,65–69,2249
NSW,South Coast,2018,70–74,1759
NSW,South Coast,2018,50–69,7805
NSW,South Coast,2018,50–74,9565
NSW,South Coast,2019,50–54,1352
NSW,South Coast,2019,55–59,1989
NSW,South Coast,2019,60–64,2324
NSW,South Coast,2019,65–69,2270
NSW,South Coast,2019,70–74,1951
NSW,South Coast,2019,50–69,7935
NSW,South Coast,2019,50–74,9885
NSW,South Coast,2020,50–54,1110
NSW,South Coast,2020,55–59,1741
NSW,South Coast,2020,60–64,2093
NSW,South Coast,2020,65–69,2122
NSW,South Coast,2020,70–74,1841
NSW,South Coast,2020,50–69,7065
NSW,South Coast,2020,50–74,8906
NSW,Goulburn - Mulwaree,2018,50–54,619
NSW,Goulburn - Mulwaree,2018,55–59,777
NSW,Goulburn - Mulwaree,2018,60–64,719
NSW,Goulburn - Mulwaree,2018,65–69,724
NSW,Goulburn - Mulwaree,2018,70–74,568
NSW,Goulburn - Mulwaree,2018,50–69,2839
NSW,Goulburn - Mulwaree,2018,50–74,3407
NSW,Goulburn - Mulwaree,2019,50–54,621
NSW,Goulburn - Mulwaree,2019,55–59,818
NSW,Goulburn - Mulwaree,2019,60–64,762
NSW,Goulburn - Mulwaree,2019,65–69,765
NSW,Goulburn - Mulwaree,2019,70–74,605
NSW,Goulburn - Mulwaree,2019,50–69,2966
NSW,Goulburn - Mulwaree,2019,50–74,3571
NSW,Goulburn - Mulwaree,2020,50–54,561
NSW,Goulburn - Mulwaree,2020,55–59,746
NSW,Goulburn - Mulwaree,2020,60–64,706
NSW,Goulburn - Mulwaree,2020,65–69,750
NSW,Goulburn - Mulwaree,2020,70–74,597
NSW,Goulburn - Mulwaree,2020,50–69,2763
NSW,Goulburn - Mulwaree,2020,50–74,3360
NSW,Young - Yass,2018,50–54,648
NSW,Young - Yass,2018,55–59,809
NSW,Young - Yass,2018,60–64,723
NSW,Young - Yass,2018,65–69,740
NSW,Young - Yass,2018,70–74,579
NSW,Young - Yass,2018,50–69,2921
NSW,Young - Yass,2018,50–74,3500
NSW,Young - Yass,2019,50–54,718
NSW,Young - Yass,2019,55–59,815
NSW,Young - Yass,2019,60–64,746
NSW,Young - Yass,2019,65–69,752
NSW,Young - Yass,2019,70–74,624
NSW,Young - Yass,2019,50–69,3032
NSW,Young - Yass,2019,50–74,3656
NSW,Young - Yass,2020,50–54,656
NSW,Young - Yass,2020,55–59,694
NSW,Young - Yass,2020,60–64,668
NSW,Young - Yass,2020,65–69,638
NSW,Young - Yass,2020,70–74,550
NSW,Young - Yass,2020,50–69,2657
NSW,Young - Yass,2020,50–74,3207
NSW,Gosford,2018,50–54,2679
NSW,Gosford,2018,55–59,3014
NSW,Gosford,2018,60–64,3251
NSW,Gosford,2018,65–69,3162
NSW,Gosford,2018,70–74,2641
NSW,Gosford,2018,50–69,12106
NSW,Gosford,2018,50–74,14747
NSW,Gosford,2019,50–54,2665
NSW,Gosford,2019,55–59,3002
NSW,Gosford,2019,60–64,3232
NSW,Gosford,2019,65–69,3172
NSW,Gosford,2019,70–74,2738
NSW,Gosford,2019,50–69,12071
NSW,Gosford,2019,50–74,14809
NSW,Gosford,2020,50–54,2354
NSW,Gosford,2020,55–59,2648
NSW,Gosford,2020,60–64,3016
NSW,Gosford,2020,65–69,2926
NSW,Gosford,2020,70–74,2640
NSW,Gosford,2020,50–69,10944
NSW,Gosford,2020,50–74,13584
NSW,Wyong,2018,50–54,2429
NSW,Wyong,2018,55–59,2839
NSW,Wyong,2018,60–64,3057
NSW,Wyong,2018,65–69,2945
NSW,Wyong,2018,70–74,2404
NSW,Wyong,2018,50–69,11270
NSW,Wyong,2018,50–74,13674
NSW,Wyong,2019,50–54,2314
NSW,Wyong,2019,55–59,2827
NSW,Wyong,2019,60–64,2979
NSW,Wyong,2019,65–69,2940
NSW,Wyong,2019,70–74,2537
NSW,Wyong,2019,50–69,11060
NSW,Wyong,2019,50–74,13597
NSW,Wyong,2020,50–54,2083
NSW,Wyong,2020,55–59,2482
NSW,Wyong,2020,60–64,2617
NSW,Wyong,2020,65–69,2714
NSW,Wyong,2020,70–74,2439
NSW,Wyong,2020,50–69,9895
NSW,Wyong,2020,50–74,12334
NSW,Bathurst,2018,50–54,651
NSW,Bathurst,2018,55–59,694
NSW,Bathurst,2018,60–64,732
NSW,Bathurst,2018,65–69,681
NSW,Bathurst,2018,70–74,496
NSW,Bathurst,2018,50–69,2758
NSW,Bathurst,2018,50–74,3254
NSW,Bathurst,2019,50–54,716
NSW,Bathurst,2019,55–59,734
NSW,Bathurst,2019,60–64,774
NSW,Bathurst,2019,65–69,713
NSW,Bathurst,2019,70–74,543
NSW,Bathurst,2019,50–69,2937
NSW,Bathurst,2019,50–74,3480
NSW,Bathurst,2020,50–54,736
NSW,Bathurst,2020,55–59,742
NSW,Bathurst,2020,60–64,781
NSW,Bathurst,2020,65–69,756
NSW,Bathurst,2020,70–74,591
NSW,Bathurst,2020,50–69,3015
NSW,Bathurst,2020,50–74,3606
NSW,Lachlan Valley,2018,50–54,993
NSW,Lachlan Valley,2018,55–59,1101
NSW,Lachlan Valley,2018,60–64,1122
NSW,Lachlan Valley,2018,65–69,1080
NSW,Lachlan Valley,2018,70–74,880
NSW,Lachlan Valley,2018,50–69,4296
NSW,Lachlan Valley,2018,50–74,5176
NSW,Lachlan Valley,2019,50–54,943
NSW,Lachlan Valley,2019,55–59,1128
NSW,Lachlan Valley,2019,60–64,1154
NSW,Lachlan Valley,2019,65–69,1111
NSW,Lachlan Valley,2019,70–74,932
NSW,Lachlan Valley,2019,50–69,4337
NSW,Lachlan Valley,2019,50–74,5269
NSW,Lachlan Valley,2020,50–54,932
NSW,Lachlan Valley,2020,55–59,1111
NSW,Lachlan Valley,2020,60–64,1127
NSW,Lachlan Valley,2020,65–69,1108
NSW,Lachlan Valley,2020,70–74,933
NSW,Lachlan Valley,2020,50–69,4279
NSW,Lachlan Valley,2020,50–74,5212
NSW,Lithgow - Mudgee,2018,50–54,723
NSW,Lithgow - Mudgee,2018,55–59,789
NSW,Lithgow - Mudgee,2018,60–64,819
NSW,Lithgow - Mudgee,2018,65–69,847
NSW,Lithgow - Mudgee,2018,70–74,680
NSW,Lithgow - Mudgee,2018,50–69,3177
NSW,Lithgow - Mudgee,2018,50–74,3858
NSW,Lithgow - Mudgee,2019,50–54,703
NSW,Lithgow - Mudgee,2019,55–59,766
NSW,Lithgow - Mudgee,2019,60–64,830
NSW,Lithgow - Mudgee,2019,65–69,791
NSW,Lithgow - Mudgee,2019,70–74,686
NSW,Lithgow - Mudgee,2019,50–69,3090
NSW,Lithgow - Mudgee,2019,50–74,3776
NSW,Lithgow - Mudgee,2020,50–54,704
NSW,Lithgow - Mudgee,2020,55–59,807
NSW,Lithgow - Mudgee,2020,60–64,838
NSW,Lithgow - Mudgee,2020,65–69,785
NSW,Lithgow - Mudgee,2020,70–74,738
NSW,Lithgow - Mudgee,2020,50–69,3134
NSW,Lithgow - Mudgee,2020,50–74,3872
NSW,Orange,2018,50–54,909
NSW,Orange,2018,55–59,1053
NSW,Orange,2018,60–64,1021
NSW,Orange,2018,65–69,965
NSW,Orange,2018,70–74,748
NSW,Orange,2018,50–69,3948
NSW,Orange,2018,50–74,4696
NSW,Orange,2019,50–54,984
NSW,Orange,2019,55–59,1102
NSW,Orange,2019,60–64,1067
NSW,Orange,2019,65–69,1014
NSW,Orange,2019,70–74,858
NSW,Orange,2019,50–69,4167
NSW,Orange,2019,50–74,5024
NSW,Orange,2020,50–54,996
NSW,Orange,2020,55–59,1073
NSW,Orange,2020,60–64,1052
NSW,Orange,2020,65–69,1036
NSW,Orange,2020,70–74,868
NSW,Orange,2020,50–69,4156
NSW,Orange,2020,50–74,5023
NSW,Clarence Valley,2018,50–54,941
NSW,Clarence Valley,2018,55–59,1231
NSW,Clarence Valley,2018,60–64,1324
NSW,Clarence Valley,2018,65–69,1315
NSW,Clarence Valley,2018,70–74,1092
NSW,Clarence Valley,2018,50–69,4811
NSW,Clarence Valley,2018,50–74,5904
NSW,Clarence Valley,2019,50–54,976
NSW,Clarence Valley,2019,55–59,1232
NSW,Clarence Valley,2019,60–64,1368
NSW,Clarence Valley,2019,65–69,1390
NSW,Clarence Valley,2019,70–74,1143
NSW,Clarence Valley,2019,50–69,4966
NSW,Clarence Valley,2019,50–74,6108
NSW,Clarence Valley,2020,50–54,967
NSW,Clarence Valley,2020,55–59,1200
NSW,Clarence Valley,2020,60–64,1395
NSW,Clarence Valley,2020,65–69,1399
NSW,Clarence Valley,2020,70–74,1189
NSW,Clarence Valley,2020,50–69,4962
NSW,Clarence Valley,2020,50–74,6151
NSW,Coffs Harbour,2018,50–54,1523
NSW,Coffs Harbour,2018,55–59,1853
NSW,Coffs Harbour,2018,60–64,2014
NSW,Coffs Harbour,2018,65–69,1849
NSW,Coffs Harbour,2018,70–74,1371
NSW,Coffs Harbour,2018,50–69,7240
NSW,Coffs Harbour,2018,50–74,8611
NSW,Coffs Harbour,2019,50–54,1604
NSW,Coffs Harbour,2019,55–59,1886
NSW,Coffs Harbour,2019,60–64,2108
NSW,Coffs Harbour,2019,65–69,1968
NSW,Coffs Harbour,2019,70–74,1516
NSW,Coffs Harbour,2019,50–69,7566
NSW,Coffs Harbour,2019,50–74,9082
NSW,Coffs Harbour,2020,50–54,1558
NSW,Coffs Harbour,2020,55–59,1775
NSW,Coffs Harbour,2020,60–64,2048
NSW,Coffs Harbour,2020,65–69,1944
NSW,Coffs Harbour,2020,70–74,1555
NSW,Coffs Harbour,2020,50–69,7324
NSW,Coffs Harbour,2020,50–74,8879
NSW,Bourke - Cobar - Coonamble,2018,50–54,391
NSW,Bourke - Cobar - Coonamble,2018,55–59,446
NSW,Bourke - Cobar - Coonamble,2018,60–64,393
NSW,Bourke - Cobar - Coonamble,2018,65–69,355
NSW,Bourke - Cobar - Coonamble,2018,70–74,264
NSW,Bourke - Cobar - Coonamble,2018,50–69,1585
NSW,Bourke - Cobar - Coonamble,2018,50–74,1849
NSW,Bourke - Cobar - Coonamble,2019,50–54,373
NSW,Bourke - Cobar - Coonamble,2019,55–59,458
NSW,Bourke - Cobar - Coonamble,2019,60–64,398
NSW,Bourke - Cobar - Coonamble,2019,65–69,350
NSW,Bourke - Cobar - Coonamble,2019,70–74,277
NSW,Bourke - Cobar - Coonamble,2019,50–69,1580
NSW,Bourke - Cobar - Coonamble,2019,50–74,1858
NSW,Bourke - Cobar - Coonamble,2020,50–54,355
NSW,Bourke - Cobar - Coonamble,2020,55–59,413
NSW,Bourke - Cobar - Coonamble,2020,60–64,413
NSW,Bourke - Cobar - Coonamble,2020,65–69,334
NSW,Bourke - Cobar - Coonamble,2020,70–74,276
NSW,Bourke - Cobar - Coonamble,2020,50–69,1515
NSW,Bourke - Cobar - Coonamble,2020,50–74,1791
NSW,Broken Hill and Far West,2018,50–54,382
NSW,Broken Hill and Far West,2018,55–59,460
NSW,Broken Hill and Far West,2018,60–64,467
NSW,Broken Hill and Far West,2018,65–69,408
NSW,Broken Hill and Far West,2018,70–74,345
NSW,Broken Hill and Far West,2018,50–69,1717
NSW,Broken Hill and Far West,2018,50–74,2062
NSW,Broken Hill and Far West,2019,50–54,361
NSW,Broken Hill and Far West,2019,55–59,427
NSW,Broken Hill and Far West,2019,60–64,458
NSW,Broken Hill and Far West,2019,65–69,407
NSW,Broken Hill and Far West,2019,70–74,341
NSW,Broken Hill and Far West,2019,50–69,1652
NSW,Broken Hill and Far West,2019,50–74,1993
NSW,Broken Hill and Far West,2020,50–54,332
NSW,Broken Hill and Far West,2020,55–59,434
NSW,Broken Hill and Far West,2020,60–64,455
NSW,Broken Hill and Far West,2020,65–69,414
NSW,Broken Hill and Far West,2020,70–74,367
NSW,Broken Hill and Far West,2020,50–69,1634
NSW,Broken Hill and Far West,2020,50–74,2002
NSW,Dubbo,2018,50–54,1130
NSW,Dubbo,2018,55–59,1343
NSW,Dubbo,2018,60–64,1286
NSW,Dubbo,2018,65–69,1109
NSW,Dubbo,2018,70–74,939
NSW,Dubbo,2018,50–69,4868
NSW,Dubbo,2018,50–74,5807
NSW,Dubbo,2019,50–54,1156
NSW,Dubbo,2019,55–59,1372
NSW,Dubbo,2019,60–64,1350
NSW,Dubbo,2019,65–69,1147
NSW,Dubbo,2019,70–74,994
NSW,Dubbo,2019,50–69,5024
NSW,Dubbo,2019,50–74,6018
NSW,Dubbo,2020,50–54,1097
NSW,Dubbo,2020,55–59,1249
NSW,Dubbo,2020,60–64,1351
NSW,Dubbo,2020,65–69,1142
NSW,Dubbo,2020,70–74,1001
NSW,Dubbo,2020,50–69,4839
NSW,Dubbo,2020,50–74,5840
NSW,Lower Hunter,2018,50–54,1488
NSW,Lower Hunter,2018,55–59,1596
NSW,Lower Hunter,2018,60–64,1706
NSW,Lower Hunter,2018,65–69,1490
NSW,Lower Hunter,2018,70–74,1101
NSW,Lower Hunter,2018,50–69,6281
NSW,Lower Hunter,2018,50–74,7382
NSW,Lower Hunter,2019,50–54,1535
NSW,Lower Hunter,2019,55–59,1693
NSW,Lower Hunter,2019,60–64,1757
NSW,Lower Hunter,2019,65–69,1532
NSW,Lower Hunter,2019,70–74,1170
NSW,Lower Hunter,2019,50–69,6517
NSW,Lower Hunter,2019,50–74,7687
NSW,Lower Hunter,2020,50–54,1467
NSW,Lower Hunter,2020,55–59,1578
NSW,Lower Hunter,2020,60–64,1647
NSW,Lower Hunter,2020,65–69,1547
NSW,Lower Hunter,2020,70–74,1210
NSW,Lower Hunter,2020,50–69,6239
NSW,Lower Hunter,2020,50–74,7449
NSW,Maitland,2018,50–54,1405
NSW,Maitland,2018,55–59,1418
NSW,Maitland,2018,60–64,1466
NSW,Maitland,2018,65–69,1296
NSW,Maitland,2018,70–74,1000
NSW,Maitland,2018,50–69,5585
NSW,Maitland,2018,50–74,6584
NSW,Maitland,2019,50–54,1478
NSW,Maitland,2019,55–59,1544
NSW,Maitland,2019,60–64,1497
NSW,Maitland,2019,65–69,1394
NSW,Maitland,2019,70–74,1105
NSW,Maitland,2019,50–69,5913
NSW,Maitland,2019,50–74,7018
NSW,Maitland,2020,50–54,1318
NSW,Maitland,2020,55–59,1449
NSW,Maitland,2020,60–64,1440
NSW,Maitland,2020,65–69,1369
NSW,Maitland,2020,70–74,1144
NSW,Maitland,2020,50–69,5575
NSW,Maitland,2020,50–74,6719
NSW,Port Stephens,2018,50–54,1236
NSW,Port Stephens,2018,55–59,1600
NSW,Port Stephens,2018,60–64,1757
NSW,Port Stephens,2018,65–69,1905
NSW,Port Stephens,2018,70–74,1621
NSW,Port Stephens,2018,50–69,6498
NSW,Port Stephens,2018,50–74,8119
NSW,Port Stephens,2019,50–54,1346
NSW,Port Stephens,2019,55–59,1656
NSW,Port Stephens,2019,60–64,1809
NSW,Port Stephens,2019,65–69,1944
NSW,Port Stephens,2019,70–74,1798
NSW,Port Stephens,2019,50–69,6755
NSW,Port Stephens,2019,50–74,8553
NSW,Port Stephens,2020,50–54,1152
NSW,Port Stephens,2020,55–59,1497
NSW,Port Stephens,2020,60–64,1714
NSW,Port Stephens,2020,65–69,1850
NSW,Port Stephens,2020,70–74,1807
NSW,Port Stephens,2020,50–69,6213
NSW,Port Stephens,2020,50–74,8021
NSW,Upper Hunter,2018,50–54,563
NSW,Upper Hunter,2018,55–59,558
NSW,Upper Hunter,2018,60–64,588
NSW,Upper Hunter,2018,65–69,496
NSW,Upper Hunter,2018,70–74,351
NSW,Upper Hunter,2018,50–69,2205
NSW,Upper Hunter,2018,50–74,2555
NSW,Upper Hunter,2019,50–54,525
NSW,Upper Hunter,2019,55–59,573
NSW,Upper Hunter,2019,60–64,597
NSW,Upper Hunter,2019,65–69,501
NSW,Upper Hunter,2019,70–74,365
NSW,Upper Hunter,2019,50–69,2196
NSW,Upper Hunter,2019,50–74,2561
NSW,Upper Hunter,2020,50–54,535
NSW,Upper Hunter,2020,55–59,557
NSW,Upper Hunter,2020,60–64,588
NSW,Upper Hunter,2020,65–69,513
NSW,Upper Hunter,2020,70–74,384
NSW,Upper Hunter,2020,50–69,2193
NSW,Upper Hunter,2020,50–74,2577
NSW,Dapto - Port Kembla,2018,50–54,1046
NSW,Dapto - Port Kembla,2018,55–59,1230
NSW,Dapto - Port Kembla,2018,60–64,1282
NSW,Dapto - Port Kembla,2018,65–69,1168
NSW,Dapto - Port Kembla,2018,70–74,967
NSW,Dapto - Port Kembla,2018,50–69,4726
NSW,Dapto - Port Kembla,2018,50–74,5692
NSW,Dapto - Port Kembla,2019,50–54,1048
NSW,Dapto - Port Kembla,2019,55–59,1255
NSW,Dapto - Port Kembla,2019,60–64,1288
NSW,Dapto - Port Kembla,2019,65–69,1206
NSW,Dapto - Port Kembla,2019,70–74,933
NSW,Dapto - Port Kembla,2019,50–69,4797
NSW,Dapto - Port Kembla,2019,50–74,5730
NSW,Dapto - Port Kembla,2020,50–54,950
NSW,Dapto - Port Kembla,2020,55–59,1200
NSW,Dapto - Port Kembla,2020,60–64,1179
NSW,Dapto - Port Kembla,2020,65–69,1155
NSW,Dapto - Port Kembla,2020,70–74,938
NSW,Dapto - Port Kembla,2020,50–69,4485
NSW,Dapto - Port Kembla,2020,50–74,5423
NSW,Illawarra Catchment Reserve,2018,50–54,2306
NSW,Illawarra Catchment Reserve,2018,55–59,2306
NSW,Illawarra Catchment Reserve,2018,60–64,2306
NSW,Illawarra Catchment Reserve,2018,65–69,2306
NSW,Illawarra Catchment Reserve,2018,70–74,2306
NSW,Illawarra Catchment Reserve,2018,50–69,2306
NSW,Illawarra Catchment Reserve,2018,50–74,2306
NSW,Illawarra Catchment Reserve,2019,50–54,2306
NSW,Illawarra Catchment Reserve,2019,55–59,2306
NSW,Illawarra Catchment Reserve,2019,60–64,2306
NSW,Illawarra Catchment Reserve,2019,65–69,2306
NSW,Illawarra Catchment Reserve,2019,70–74,2306
NSW,Illawarra Catchment Reserve,2019,50–69,2306
NSW,Illawarra Catchment Reserve,2019,50–74,2306
NSW,Illawarra Catchment Reserve,2020,50–54,2306
NSW,Illawarra Catchment Reserve,2020,55–59,2306
NSW,Illawarra Catchment Reserve,2020,60–64,2306
NSW,Illawarra Catchment Reserve,2020,65–69,2306
NSW,Illawarra Catchment Reserve,2020,70–74,2306
NSW,Illawarra Catchment Reserve,2020,50–69,2306
NSW,Illawarra Catchment Reserve,2020,50–74,2306
NSW,Kiama - Shellharbour,2018,50–54,1453
NSW,Kiama - Shellharbour,2018,55–59,1842
NSW,Kiama - Shellharbour,2018,60–64,1895
NSW,Kiama - Shellharbour,2018,65–69,1687
NSW,Kiama - Shellharbour,2018,70–74,1397
NSW,Kiama - Shellharbour,2018,50–69,6878
NSW,Kiama - Shellharbour,2018,50–74,8275
NSW,Kiama - Shellharbour,2019,50–54,1547
NSW,Kiama - Shellharbour,2019,55–59,1857
NSW,Kiama - Shellharbour,2019,60–64,1963
NSW,Kiama - Shellharbour,2019,65–69,1739
NSW,Kiama - Shellharbour,2019,70–74,1417
NSW,Kiama - Shellharbour,2019,50–69,7106
NSW,Kiama - Shellharbour,2019,50–74,8523
NSW,Kiama - Shellharbour,2020,50–54,1391
NSW,Kiama - Shellharbour,2020,55–59,1728
NSW,Kiama - Shellharbour,2020,60–64,1857
NSW,Kiama - Shellharbour,2020,65–69,1716
NSW,Kiama - Shellharbour,2020,70–74,1416
NSW,Kiama - Shellharbour,2020,50–69,6693
NSW,Kiama - Shellharbour,2020,50–74,8109
NSW,Wollongong,2018,50–54,1852
NSW,Wollongong,2018,55–59,2121
NSW,Wollongong,2018,60–64,2182
NSW,Wollongong,2018,65–69,1912
NSW,Wollongong,2018,70–74,1619
NSW,Wollongong,2018,50–69,8067
NSW,Wollongong,2018,50–74,9686
NSW,Wollongong,2019,50–54,1999
NSW,Wollongong,2019,55–59,2185
NSW,Wollongong,2019,60–64,2240
NSW,Wollongong,2019,65–69,1962
NSW,Wollongong,2019,70–74,1569
NSW,Wollongong,2019,50–69,8386
NSW,Wollongong,2019,50–74,9955
NSW,Wollongong,2020,50–54,1934
NSW,Wollongong,2020,55–59,2109
NSW,Wollongong,2020,60–64,2171
NSW,Wollongong,2020,65–69,1996
NSW,Wollongong,2020,70–74,1615
NSW,Wollongong,2020,50–69,8210
NSW,Wollongong,2020,50–74,9825
NSW,Great Lakes,2018,50–54,534
NSW,Great Lakes,2018,55–59,714
NSW,Great Lakes,2018,60–64,936
NSW,Great Lakes,2018,65–69,987
NSW,Great Lakes,2018,70–74,862
NSW,Great Lakes,2018,50–69,3171
NSW,Great Lakes,2018,50–74,4032
NSW,Great Lakes,2019,50–54,534
NSW,Great Lakes,2019,55–59,755
NSW,Great Lakes,2019,60–64,927
NSW,Great Lakes,2019,65–69,977
NSW,Great Lakes,2019,70–74,891
NSW,Great Lakes,2019,50–69,3192
NSW,Great Lakes,2019,50–74,4083
NSW,Great Lakes,2020,50–54,518
NSW,Great Lakes,2020,55–59,696
NSW,Great Lakes,2020,60–64,870
NSW,Great Lakes,2020,65–69,951
NSW,Great Lakes,2020,70–74,917
NSW,Great Lakes,2020,50–69,3036
NSW,Great Lakes,2020,50–74,3953
NSW,Kempsey - Nambucca,2018,50–54,870
NSW,Kempsey - Nambucca,2018,55–59,1113
NSW,Kempsey - Nambucca,2018,60–64,1299
NSW,Kempsey - Nambucca,2018,65–69,1224
NSW,Kempsey - Nambucca,2018,70–74,987
NSW,Kempsey - Nambucca,2018,50–69,4505
NSW,Kempsey - Nambucca,2018,50–74,5493
NSW,Kempsey - Nambucca,2019,50–54,854
NSW,Kempsey - Nambucca,2019,55–59,1152
NSW,Kempsey - Nambucca,2019,60–64,1314
NSW,Kempsey - Nambucca,2019,65–69,1265
NSW,Kempsey - Nambucca,2019,70–74,1037
NSW,Kempsey - Nambucca,2019,50–69,4585
NSW,Kempsey - Nambucca,2019,50–74,5623
NSW,Kempsey - Nambucca,2020,50–54,759
NSW,Kempsey - Nambucca,2020,55–59,1063
NSW,Kempsey - Nambucca,2020,60–64,1224
NSW,Kempsey - Nambucca,2020,65–69,1191
NSW,Kempsey - Nambucca,2020,70–74,1008
NSW,Kempsey - Nambucca,2020,50–69,4237
NSW,Kempsey - Nambucca,2020,50–74,5246
NSW,Lord Howe Island,2018,50–54,2306
NSW,Lord Howe Island,2018,55–59,2306
NSW,Lord Howe Island,2018,60–64,2306
NSW,Lord Howe Island,2018,65–69,2306
NSW,Lord Howe Island,2018,70–74,2306
NSW,Lord Howe Island,2018,50–69,2306
NSW,Lord Howe Island,2018,50–74,2306
NSW,Lord Howe Island,2019,50–54,2306
NSW,Lord Howe Island,2019,55–59,2306
NSW,Lord Howe Island,2019,60–64,2306
NSW,Lord Howe Island,2019,65–69,2306
NSW,Lord Howe Island,2019,70–74,2306
NSW,Lord Howe Island,2019,50–69,2306
NSW,Lord Howe Island,2019,50–74,2306
NSW,Lord Howe Island,2020,50–54,2306
NSW,Lord Howe Island,2020,55–59,2306
NSW,Lord Howe Island,2020,60–64,2306
NSW,Lord Howe Island,2020,65–69,2306
NSW,Lord Howe Island,2020,70–74,2306
NSW,Lord Howe Island,2020,50–69,2306
NSW,Lord Howe Island,2020,50–74,2306
NSW,Port Macquarie,2018,50–54,1374
NSW,Port Macquarie,2018,55–59,1704
NSW,Port Macquarie,2018,60–64,1959
NSW,Port Macquarie,2018,65–69,2117
NSW,Port Macquarie,2018,70–74,1830
NSW,Port Macquarie,2018,50–69,7154
NSW,Port Macquarie,2018,50–74,8985
NSW,Port Macquarie,2019,50–54,1422
NSW,Port Macquarie,2019,55–59,1766
NSW,Port Macquarie,2019,60–64,2023
NSW,Port Macquarie,2019,65–69,2161
NSW,Port Macquarie,2019,70–74,2031
