State_and_territory,SA3_name,Year,Participation_Per
Qld,Darling Downs - East,2021,37.3
Qld,Granite Belt,2021,39.3
Qld,Central Highlands (Qld),2021,30.4
Qld,Rockhampton,2021,38
Qld,Biloela,2021,36.1
Qld,Gladstone,2021,33.6
Qld,Broadbeach - Burleigh,2021,39.6
Qld,Coolangatta,2021,38.4
Qld,Gold Coast - North,2021,37.8
Qld,Gold Coast Hinterland,2021,39.1
Qld,Mudgeeraba - Tallebudgera,2021,37.2
Qld,Nerang,2021,35.3
Qld,Ormeau - Oxenford,2021,35.6
Qld,Robina,2021,37.9
Qld,Southport,2021,34.2
Qld,Surfers Paradise,2021,35.7
Qld,Forest Lake - Oxley,2021,34.9
Qld,Ipswich Hinterland,2021,36.1
Qld,Ipswich Inner,2021,33.3
Qld,Springfield - Redbank,2021,30.7
Qld,Beaudesert,2021,33.9
Qld,Beenleigh,2021,31.1
Qld,Browns Plains,2021,30.8
Qld,Jimboomba,2021,33.8
Qld,Loganlea - Carbrook,2021,34.1
Qld,Springwood - Kingston,2021,30.6
Qld,Bowen Basin - North,2021,32.6
Qld,Mackay,2021,38.2
Qld,Whitsunday,2021,37.7
Qld,Bribie - Beachmere,2021,45.1
Qld,Caboolture,2021,33.9
Qld,Caboolture Hinterland,2021,39.8
Qld,Narangba - Burpengary,2021,36.8
Qld,Redcliffe,2021,39.9
Qld,The Hills District,2021,42.9
Qld,North Lakes,2021,36.2
Qld,Strathpine,2021,36
Qld,Far North,2021,24.7
Qld,Outback - North,2021,20.9
Qld,Outback - South,2021,34
Qld,Buderim,2021,43.3
Qld,Caloundra,2021,43.5
Qld,Maroochy,2021,42.6
Qld,Noosa,2021,43.4
Qld,Sunshine Coast Hinterland,2021,41.4
Qld,Nambour,2021,39.6
Qld,Noosa Hinterland,2021,43.5
Qld,Toowoomba,2021,38.9
Qld,Charters Towers - Ayr - Ingham,2021,31.6
Qld,Townsville,2021,32.4
Qld,Bundaberg,2021,41.8
Qld,Burnett,2021,38.9
Qld,Gympie - Cooloola,2021,40.2
Qld,Hervey Bay,2021,44.2
Qld,Maryborough,2021,41.8
WA,Augusta - Margaret River - Busselton,2021,48.8
WA,Bunbury,2021,43
WA,Manjimup,2021,47.2
WA,Mandurah,2021,44.7
WA,Cottesloe - Claremont,2021,45.3
WA,Perth City,2021,40.4
WA,Bayswater - Bassendean,2021,40.5
WA,Mundaring,2021,42.6
WA,Swan,2021,37.7
WA,Joondalup,2021,48.1
WA,Stirling,2021,42.9
WA,Wanneroo,2021,39.6
WA,Armadale,2021,38.5
WA,Belmont - Victoria Park,2021,37.6
WA,Canning,2021,42.3
WA,Gosnells,2021,37.8
WA,Kalamunda,2021,42.9
WA,Serpentine - Jarrahdale,2021,40.1
WA,South Perth,2021,44.4
WA,Cockburn,2021,40.9
WA,Fremantle,2021,43.3
WA,Kwinana,2021,33.2
WA,Melville,2021,47.9
WA,Rockingham,2021,40
WA,Albany,2021,45.8
WA,Wheat Belt - North,2021,39.7
WA,Wheat Belt - South,2021,40.7
WA,Kimberley,2021,21.8
WA,East Pilbara,2021,18.6
WA,West Pilbara,2021,26
WA,Esperance,2021,43.8
WA,Gascoyne,2021,33.5
WA,Goldfields,2021,27.1
WA,Mid West,2021,39
SA,Adelaide City,2021,35.9
SA,Adelaide Hills,2021,47.9
SA,Burnside,2021,49.8
SA,Campbelltown (SA),2021,43.7
SA,Norwood - Payneham - St Peters,2021,46.2
SA,Prospect - Walkerville,2021,47
SA,Unley,2021,48.3
SA,Gawler - Two Wells,2021,42.9
SA,Playford,2021,34.5
SA,Port Adelaide - East,2021,40.6
SA,Salisbury,2021,39.3
SA,Tea Tree Gully,2021,46.7
SA,Holdfast Bay,2021,52.1
SA,Marion,2021,47.2
SA,Mitcham,2021,50.2
SA,Onkaparinga,2021,45.9
SA,Charles Sturt,2021,43.8
SA,Port Adelaide - West,2021,40.2
SA,West Torrens,2021,44
SA,Barossa,2021,48
SA,Lower North,2021,45.3
SA,Mid North,2021,42.5
SA,Yorke Peninsula,2021,50.3
SA,Eyre Peninsula and South West,2021,41.4
SA,Outback - North and East,2021,35.1
SA,Fleurieu - Kangaroo Island,2021,51
SA,Limestone Coast,2021,43.1
SA,Murray and Mallee,2021,43.1
Tas,Brighton,2021,38.4
Tas,Hobart - North East,2021,48.5
Tas,Hobart - North West,2021,37.9
Tas,Hobart - South and West,2021,51.5
Tas,Hobart Inner,2021,48.6
Tas,Sorell - Dodges Ferry,2021,44.4
Tas,Launceston,2021,43.5
Tas,Meander Valley - West Tamar,2021,45.1
Tas,North East,2021,43.6
Tas,Central Highlands (Tas),2021,38.5
Tas,Huon - Bruny Island,2021,45.7
Tas,South East Coast,2021,50.1
Tas,Burnie - Ulverstone,2021,43.6
Tas,Devonport,2021,44.3
Tas,West Coast,2021,39
ACT,Belconnen,2021,43.5
ACT,Canberra East,2021,32.5
ACT,Gungahlin,2021,42
ACT,North Canberra,2021,44.3
ACT,South Canberra,2021,45.6
ACT,Tuggeranong,2021,43.6
ACT,Weston Creek,2021,46.7
ACT,Woden Valley,2021,46.6
ACT,Molonglo,2021,45.8
ACT,Urriarra - Namadgi,2021,36.5
NT,Darwin City,2021,27.6
NT,Darwin Suburbs,2021,30.8
NT,Litchfield,2021,32.6
NT,Palmerston,2021,24.1
NT,Alice Springs,2021,22.1
NT,Barkly,2021,12.7
NT,Daly - Tiwi - West Arnhem,2021,16.9
NT,East Arnhem,2021,12.4
NT,Katherine,2021,15.9
