State/territory,SA2 Code,SA2 Name,Age group,Participated,Invited,Particpation (%),Year
NSW,114021287,Moss Vale - Berrima,,581,1518,38.3,2015–2016                
NSW,114021288,Robertson - Fitzroy Falls,,250,612,40.8,2015–2016                
NSW,114021289,Southern Highlands,,545,1234,44.2,2015–2016                
NSW,115011290,Baulkham Hills (East),,1155,2816,41,2015–2016                
NSW,115011291,Baulkham Hills (West) - Bella Vista,,1344,3456,38.9,2015–2016                
NSW,115011292,Castle Hill,,1800,4365,41.2,2015–2016                
NSW,115011293,Cherrybrook,,1587,3938,40.3,2015–2016                
NSW,115011294,Glenhaven,,450,999,45.1,2015–2016                
NSW,115011295,Kellyville,,1322,3471,38.1,2015–2016                
NSW,115011296,West Pennant Hills,,950,2419,39.3,2015–2016                
NSW,115021297,Dural - Kenthurst - Wisemans Ferry,,1299,3520,36.9,2015–2016                
NSW,115021298,Galston - Laughtondale,,350,876,39.9,2015–2016                
NSW,115031299,Bilpin - Colo - St Albans,,178,444,40.2,2015–2016                
NSW,115031300,Kurrajong Heights - Ebenezer,,1342,3433,39.1,2015–2016                
NSW,115041301,Pitt Town - McGraths Hill,,512,1452,35.3,2015–2016                
NSW,115041302,Rouse Hill - Beaumont Hills,,911,2530,36,2015–2016                
NSW,116011303,Blacktown (East) - Kings Park,,525,1673,31.4,2015–2016                
NSW,116011304,Blacktown (North) - Marayong,,745,2406,31,2015–2016                
NSW,116011305,Blacktown (South),,1084,3399,31.9,2015–2016                
NSW,116011306,Doonside - Woodcroft,,888,2906,30.6,2015–2016                
NSW,116011307,Lalor Park - Kings Langley,,1201,3502,34.3,2015–2016                
NSW,116011308,Seven Hills - Toongabbie,,1142,3212,35.6,2015–2016                
NSW,116021309,Glenwood,,667,1964,34,2015–2016                
NSW,116021310,Parklea - Kellyville Ridge,,843,2528,33.3,2015–2016                
NSW,116021311,Quakers Hill - Acacia Gardens,,981,2919,33.6,2015–2016                
NSW,116021312,Riverstone - Marsden Park,,611,1752,34.9,2015–2016                
NSW,116031313,Bidwill - Hebersham - Emerton,,624,2435,25.6,2015–2016                
NSW,116031314,Glendenning Dean Park,,218,836,26.1,2015–2016                
NSW,116031315,Hassall Grove - Plumpton,,675,2382,28.3,2015–2016                
NSW,116031316,Lethbridge Park - Tregear,,576,2261,25.5,2015–2016                
NSW,116031317,Mount Druitt - Whalan,,642,2418,26.6,2015–2016                
NSW,116031318,Prospect Reservoir,,n.p.,n.p.,n.p.,2015–2016                
NSW,116031319,Rooty Hill - Minchinbury,,831,2805,29.6,2015–2016                
NSW,117011320,Banksmeadow,,n.p.,n.p.,n.p.,2015–2016                
NSW,117011321,Botany,,395,1197,33,2015–2016                
NSW,117011322,Mascot - Eastlakes,,890,2668,33.4,2015–2016                
NSW,117011323,Pagewood - Hillsdale - Daceyville,,461,1432,32.2,2015–2016                
NSW,117011324,Port Botany Industrial,,n.p.,n.p.,n.p.,2015–2016                
NSW,117011325,Sydney Airport,,n.p.,n.p.,n.p.,2015–2016                
NSW,117021326,Marrickville,,1151,3390,33.9,2015–2016                
NSW,117021327,Petersham - Stanmore,,849,2331,36.4,2015–2016                
NSW,117021328,Sydenham - Tempe - St Peters,,320,997,32.1,2015–2016                
NSW,117031329,Darlinghurst,,396,1227,32.2,2015–2016                
NSW,117031330,Erskineville - Alexandria,,596,1578,37.8,2015–2016                
NSW,117031331,Glebe - Forest Lodge,,748,2145,34.9,2015–2016                
NSW,117031332,Newtown - Camperdown - Darlington,,790,2311,34.2,2015–2016                
NSW,117031333,Potts Point - Woolloomooloo,,703,2236,31.4,2015–2016                
NSW,117031334,Pyrmont - Ultimo,,687,1938,35.4,2015–2016                
NSW,117031335,Redfern - Chippendale,,538,1920,28,2015–2016                
NSW,117031336,Surry Hills,,583,1808,32.3,2015–2016                
NSW,117031337,Sydney - Haymarket - The Rocks,,822,2796,29.4,2015–2016                
NSW,117031338,Waterloo - Beaconsfield,,718,2518,28.5,2015–2016                
NSW,118011339,Bondi - Tamarama - Bronte,,658,1946,33.8,2015–2016                
NSW,118011340,Bondi Beach - North Bondi,,660,2018,32.7,2015–2016                
NSW,118011341,Bondi Junction - Waverly,,693,2107,32.9,2015–2016                
NSW,118011342,Centennial Park,,n.p.,n.p.,n.p.,2015–2016                
NSW,118011343,Double Bay - Bellevue Hill,,1123,3574,31.4,2015–2016                
NSW,118011344,Dover Heights,,431,1372,31.4,2015–2016                
NSW,118011345,Paddington - Moore Park,,638,1922,33.2,2015–2016                
NSW,118011346,Rose Bay - Vaucluse - Watsons Bay,,558,1843,30.3,2015–2016                
NSW,118011347,Woollahra,,367,1118,32.9,2015–2016                
NSW,118021348,Coogee - Clovelly,,1072,3073,34.9,2015–2016                
NSW,118021349,Kensington - Kingsford,,909,2780,32.7,2015–2016                
NSW,118021350,Malabar - La Perouse - Chifley,,1243,3496,35.6,2015–2016                
NSW,118021351,Maroubra,,1439,4209,34.2,2015–2016                
NSW,118021352,Randwick,,1099,3070,35.8,2015–2016                
NSW,119011353,Bankstown,,1108,3508,31.6,2015–2016                
NSW,119011354,Bass Hill - Georges Hall,,1004,2968,33.8,2015–2016                
NSW,119011355,Chullora,,n.p.,n.p.,n.p.,2015–2016                
NSW,119011356,Condell Park,,506,1624,31.2,2015–2016                
NSW,119011357,Greenacre - Mount Lewis,,872,3167,27.5,2015–2016                
NSW,119011358,Padstow,,909,2433,37.4,2015–2016                
NSW,119011359,Panania - Milperra - Picnic Point,,1334,3556,37.5,2015–2016                
NSW,119011360,Revesby,,784,2192,35.8,2015–2016                
NSW,119011361,Yagoona - Birrong,,916,2658,34.5,2015–2016                
NSW,119021362,Belmore - Belfield,,828,2628,31.5,2015–2016                
NSW,119021363,Canterbury (South) - Campsie,,1227,3876,31.6,2015–2016                
NSW,119021364,Kingsgrove (North) - Earlwood,,1234,3616,34.1,2015–2016                
NSW,119021365,Lakemba - Wiley Park,,693,2605,26.6,2015–2016                
NSW,119021366,Punchbowl,,728,2545,28.6,2015–2016                
NSW,119021367,Roselands,,615,1912,32.2,2015–2016                
NSW,119031368,Hurstville,,1059,3160,33.5,2015–2016                
NSW,119031369,Mortdale - Penshurst,,1167,3011,38.8,2015–2016                
NSW,119031370,Narwee - Beverly Hills,,702,1965,35.7,2015–2016                
NSW,119031371,Oatley - Hurstville Grove,,894,2161,41.4,2015–2016                
NSW,119031372,Peakhurst - Lugarno,,1141,3004,38,2015–2016                
NSW,119031373,Riverwood,,454,1310,34.7,2015–2016                
NSW,119031374,South Hurstville - Blakehurst,,1148,3259,35.2,2015–2016                
NSW,119041375,Arncliffe - Bardwell Valley,,634,1996,31.8,2015–2016                
NSW,119041376,Bexley,,1123,3431,32.7,2015–2016                
NSW,119041377,Kingsgrove (South) - Bardwell Park,,706,1953,36.1,2015–2016                
NSW,119041378,Kogarah,,414,1210,34.2,2015–2016                
NSW,119041379,Kogarah Bay - Carlton - Allawah,,775,2223,34.8,2015–2016                
NSW,119041380,Monterey - Brighton-le-Sands - Kyeemagh,,599,1893,31.7,2015–2016                
NSW,119041381,Rockdale - Banksia,,735,2470,29.8,2015–2016                
NSW,119041382,Sans Souci - Ramsgate,,880,2592,33.9,2015–2016                
NSW,120011383,Concord - Mortlake - Cabarita,,1172,3124,37.5,2015–2016                
NSW,120011384,Concord West - North Strathfield,,847,2407,35.2,2015–2016                
NSW,120011385,Drummoyne - Rodd Point,,1039,2695,38.5,2015–2016                
NSW,120011386,Five Dock - Abbotsford,,1000,2735,36.6,2015–2016                
NSW,120021387,Balmain,,960,2486,38.6,2015–2016                
NSW,120021388,Leichhardt - Annandale,,1195,3255,36.7,2015–2016                
NSW,120021389,Lilyfield - Rozelle,,704,1954,36,2015–2016                
NSW,120031390,Ashfield,,965,2855,33.8,2015–2016                
NSW,120031391,Burwood - Croydon,,1004,2992,33.6,2015–2016                
NSW,120031392,Canterbury (North) - Ashbury,,551,1538,35.8,2015–2016                
NSW,120031393,Croydon Park - Enfield,,857,2530,33.9,2015–2016                
NSW,120031394,Dulwich Hill - Lewisham,,776,2166,35.8,2015–2016                
NSW,120031395,Haberfield - Summer Hill,,681,1945,35,2015–2016                
NSW,120031396,Homebush,,399,1305,30.5,2015–2016                
NSW,120031397,Strathfield,,1220,3648,33.4,2015–2016                
NSW,121011398,Chatswood (East) - Artarmon,,1117,3171,35.2,2015–2016                
NSW,121011399,Chatswood (West) - Lane Cove North,,950,2475,38.4,2015–2016                
NSW,121011400,Lane Cove - Greenwich,,1531,3717,41.2,2015–2016                
NSW,121011401,St Leonards - Naremburn,,442,1124,39.3,2015–2016                
NSW,121011402,Willoughby - Castle Cove - Northbridge,,1593,3940,40.4,2015–2016                
NSW,121021403,Asquith - Mount Colah,,1201,3013,39.9,2015–2016                
NSW,121021404,Berowra - Brooklyn - Cowan,,768,1915,40.1,2015–2016                
NSW,121021405,Hornsby - Waitara,,1331,3408,39.1,2015–2016                
NSW,121021406,Normanhurst - Thornleigh - Westleigh,,1118,2685,41.6,2015–2016                
NSW,121031407,Gordon - Killara,,1297,3300,39.3,2015–2016                
NSW,121031408,Lindfield - Roseville,,1381,3376,40.9,2015–2016                
NSW,121031409,Pymble,,1011,2548,39.7,2015–2016                
NSW,121031410,St Ives,,1315,3284,40,2015–2016                
NSW,121031411,Turramurra,,1209,2904,41.6,2015–2016                
NSW,121031412,Wahroonga - Warrawee,,1168,2837,41.2,2015–2016                
NSW,121041413,Cremorne - Cammeray,,1125,2753,40.9,2015–2016                
NSW,121041414,Crows Nest - Waverton,,699,1790,39.1,2015–2016                
NSW,121041415,Mosman,,1726,4512,38.3,2015–2016                
NSW,121041416,Neutral Bay - Kirribilli,,913,2500,36.5,2015–2016                
NSW,121041417,North Sydney - Lavender Bay,,578,1476,39.2,2015–2016                
NSW,122011418,Balgowlah - Clontarf - Seaforth,,1289,3025,42.6,2015–2016                
NSW,122011419,Manly - Fairlight,,1191,2787,42.7,2015–2016                
NSW,122021420,Avalon - Palm Beach,,1002,2404,41.7,2015–2016                
NSW,122021421,Bayview - Elanora Heights,,855,2048,41.8,2015–2016                
NSW,122021422,Newport - Bilgola,,1033,2431,42.5,2015–2016                
NSW,122021423,Warriewood - Mona Vale,,1650,3936,41.9,2015–2016                
NSW,122031424,Beacon Hill - Narraweena,,892,2285,39,2015–2016                
NSW,122031425,Cromer,,563,1326,42.5,2015–2016                
NSW,122031426,Dee Why - North Curl Curl,,1034,2669,38.7,2015–2016                
NSW,122031427,Forestville - Killarney Heights,,799,1868,42.8,2015–2016                
NSW,122031428,Frenchs Forest - Belrose,,1682,3810,44.1,2015–2016                
NSW,122031429,Freshwater - Brookvale,,953,2388,39.9,2015–2016                
NSW,122031430,Manly Vale - Allambie Heights,,914,2245,40.7,2015–2016                
NSW,122031431,Narrabeen - Collaroy,,1299,3018,43,2015–2016                
NSW,122031432,Terrey Hills - Duffys Forest,,227,615,36.9,2015–2016                
NSW,123011433,Camden - Ellis Lane,,752,1931,38.9,2015–2016                
NSW,123011434,Elderslie - Harrington Park,,804,2269,35.4,2015–2016                
NSW,123011435,Mount Annan - Currans Hill,,911,2702,33.7,2015–2016                
NSW,123021436,Bradbury - Wedderburn,,770,2469,31.2,2015–2016                
NSW,123021437,Campbelltown - Woodbine,,667,2126,31.4,2015–2016                
NSW,123021438,Claymore - Eagle Vale - Raby,,813,2755,29.5,2015–2016                
NSW,123021439,Holsworthy Military Area,,n.p.,n.p.,n.p.,2015–2016                
NSW,123021440,Ingleburn - Denham Court,,881,2623,33.6,2015–2016                
NSW,123021441,Leumeah - Minto Heights,,913,2554,35.7,2015–2016                
NSW,123021442,Macquarie Fields - Glenfield,,902,2951,30.6,2015–2016                
NSW,123021443,Minto - St Andrews,,762,2529,30.1,2015–2016                
NSW,123021444,Rosemeadow - Glen Alpine,,942,2878,32.7,2015–2016                
NSW,123031445,Bargo,,307,832,36.9,2015–2016                
NSW,123031446,Douglas Park - Appin,,468,1183,39.5,2015–2016                
NSW,123031447,Picton - Tahmoor - Buxton,,928,2281,40.7,2015–2016                
NSW,123031448,The Oaks - Oakdale,,481,1281,37.5,2015–2016                
NSW,124011449,Blackheath - Megalong Valley,,440,1086,40.5,2015–2016                
NSW,124011450,Blaxland - Warrimoo - Lapstone,,1378,2992,46.1,2015–2016                
NSW,124011451,Blue Mountains - North,,n.p.,n.p.,n.p.,2015–2016                
NSW,124011452,Katoomba - Leura,,908,2504,36.3,2015–2016                
NSW,124011453,Lawson - Hazelbrook - Linden,,751,1833,41,2015–2016                
NSW,124011454,Springwood - Winmalee,,1414,3286,43,2015–2016                
NSW,124011455,Wentworth Falls,,487,1138,42.8,2015–2016                
NSW,124021456,Blue Mountains - South,,n.p.,n.p.,n.p.,2015–2016                
NSW,124031457,Cambridge Park,,745,2267,32.9,2015–2016                
NSW,124031458,Castlereagh - Cranebrook,,829,2431,34.1,2015–2016                
NSW,124031459,Emu Plains - Leonay,,868,2226,39,2015–2016                
NSW,124031460,Glenmore Park - Regentville,,868,2595,33.4,2015–2016                
NSW,124031461,Jamisontown - South Penrith,,910,2437,37.3,2015–2016                
NSW,124031462,Kingswood - Werrington,,610,1933,31.6,2015–2016                
NSW,124031463,Mulgoa - Luddenham - Orchard Hills,,420,1055,39.8,2015–2016                
NSW,124031464,Penrith,,361,1201,30,2015–2016                
NSW,124031465,Warragamba - Silverdale,,282,685,41.2,2015–2016                
NSW,124041466,Richmond - Clarendon,,666,1852,36,2015–2016                
NSW,124041467,Windsor - Bligh Park,,559,1897,29.5,2015–2016                
