State/territory,SA2 Code,SA2 Name,Age group,Participated,Invited,Particpation (%),Year
NSW,109011176,Lavington,50–74,1646,4091,40.23256054,2020–2021                
NSW,109021177,Hay,50–74,325,846,38.42171551,2020–2021                
NSW,109021178,Wentworth - Buronga,50–74,697,1664,41.88701923,2020–2021                
NSW,109021179,Wentworth-Balranald Region,50–74,319,786,40.58360039,2020–2021                
NSW,109031180,Corowa,50–74,852,1875,45.42909119,2020–2021                
NSW,109031181,Corowa Region,50–74,931,2088,44.59672221,2020–2021                
NSW,109031182,Deniliquin,50–74,953,2276,41.86175119,2020–2021                
NSW,109031183,Deniliquin Region,50–74,694,1645,42.2014719,2020–2021                
NSW,109031184,Moama,50–74,1000,1926,51.92365585,2020–2021                
NSW,109031185,Tocumwal - Finley - Jerilderie,50–74,1155,2670,43.27124622,2020–2021                
NSW,110011186,Armidale,50–74,2516,5866,42.88766816,2020–2021                
NSW,110011187,Armidale Region - North,50–74,619,1449,42.7243745,2020–2021                
NSW,110011188,Armidale Region - South,50–74,797,1837,43.39448215,2020–2021                
NSW,110011189,Walcha,50–74,416,938,44.34968017,2020–2021                
NSW,110021190,Glen Innes,50–74,1066,2802,38.04192705,2020–2021                
NSW,110021191,Inverell,50–74,1270,3245,39.13953128,2020–2021                
NSW,110021192,Inverell Region - East,50–74,550,1425,38.61173763,2020–2021                
NSW,110021193,Inverell Region - West,50–74,641,1728,37.09106888,2020–2021                
NSW,110021194,Tenterfield,50–74,763,2082,36.64118093,2020–2021                
NSW,110031195,Moree,50–74,555,1995,27.81954887,2020–2021                
NSW,110031196,Moree Region,50–74,275,1076,25.54619972,2020–2021                
NSW,110031197,Narrabri,50–74,609,1800,33.82667472,2020–2021                
NSW,110031198,Narrabri Region,50–74,323,1132,28.53811022,2020–2021                
NSW,110041199,Gunnedah,50–74,743,2221,33.45513484,2020–2021                
NSW,110041200,Gunnedah Region,50–74,374,1055,35.44824672,2020–2021                
NSW,110041201,Quirindi,50–74,854,2288,37.32459772,2020–2021                
NSW,110041202,Tamworth - East,50–74,1849,4759,38.85384992,2020–2021                
NSW,110041203,Tamworth - North,50–74,1752,4362,40.16471134,2020–2021                
NSW,110041204,Tamworth - West,50–74,330,1173,28.16966506,2020–2021                
NSW,110041205,Tamworth Region,50–74,2085,5184,40.22944225,2020–2021                
NSW,111011206,Belmont - Bennetts Green,50–74,2346,4991,46.99800974,2020–2021                
NSW,111011207,Belmont South - Blacksmiths,50–74,802,1736,46.20866108,2020–2021                
NSW,111011208,Charlestown - Dudley,50–74,2673,5964,44.82460894,2020–2021                
NSW,111011209,Glendale - Cardiff - Hillsborough,50–74,2377,5587,42.55078996,2020–2021                
NSW,111011210,Mount Hutton - Windale,50–74,833,2336,35.67366883,2020–2021                
NSW,111011211,Redhead,50–74,493,980,50.34660803,2020–2021                
NSW,111011212,Swansea - Caves Beach,50–74,1834,3728,49.19780077,2020–2021                
NSW,111011213,Valentine - Eleebana,50–74,1780,3332,53.41376292,2020–2021                
NSW,111011214,Warners Bay - Boolaroo,50–74,1960,4103,47.76521708,2020–2021                
NSW,111021215,Bolton Point - Teralba,50–74,976,2473,39.45803073,2020–2021                
NSW,111021216,Bonnells Bay - Silverwater,50–74,1103,2501,44.09834265,2020–2021                
NSW,111021217,Edgeworth - Cameron Park,50–74,1374,3274,41.98173091,2020–2021                
NSW,111021218,Morisset - Cooranbong,50–74,1874,4543,41.2482254,2020–2021                
NSW,111021219,Toronto - Awaba,50–74,1987,4304,46.15805957,2020–2021                
NSW,111021220,Wangi Wangi - Rathmines,50–74,1415,2911,48.59532614,2020–2021                
NSW,111021221,West Wallsend - Barnsley - Killingworth,50–74,808,1874,43.11632871,2020–2021                
NSW,111031222,Adamstown - Kotara,50–74,1648,3656,45.07325674,2020–2021                
NSW,111031223,Beresfield - Hexham,50–74,769,2144,35.8587347,2020–2021                
NSW,111031224,Hamilton - Broadmeadow,50–74,1387,3245,42.74677807,2020–2021                
NSW,111031225,Lambton - New Lambton,50–74,2043,4433,46.07966261,2020–2021                
NSW,111031226,Maryland - Fletcher - Minmi,50–74,1356,3298,41.11900159,2020–2021                
NSW,111031227,Mayfield - Warabrook,50–74,1363,3622,37.63197662,2020–2021                
NSW,111031228,Merewether - The Junction,50–74,1912,3793,50.40793748,2020–2021                
NSW,111031229,Newcastle - Cooks Hill,50–74,1486,3171,46.85839838,2020–2021                
NSW,111031230,Newcastle Port - Kooragang,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,111031231,Shortland - Jesmond,50–74,634,1773,35.75436227,2020–2021                
NSW,111031232,Stockton - Fullerton Cove,50–74,1201,2477,48.49010903,2020–2021                
NSW,111031233,Wallsend - Elermore Vale,50–74,2000,4663,42.89016776,2020–2021                
NSW,111031234,Waratah - North Lambton,50–74,978,2559,38.21805393,2020–2021                
NSW,111031235,Wickham - Carrington - Tighes Hill,50–74,907,2144,42.30410448,2020–2021                
NSW,112011236,Ballina,50–74,2713,6057,44.79479371,2020–2021                
NSW,112011237,Ballina Region,50–74,2176,4904,44.37899746,2020–2021                
NSW,112011238,Bangalow,50–74,762,1873,40.7080699,2020–2021                
NSW,112011239,Brunswick Heads - Ocean Shores,50–74,1136,2893,39.27257855,2020–2021                
NSW,112011240,Byron Bay,50–74,1251,3366,37.15961559,2020–2021                
NSW,112011241,Evans Head,50–74,657,1539,42.69444733,2020–2021                
NSW,112011242,Lennox Head - Skennars Head,50–74,1040,2175,47.81008008,2020–2021                
NSW,112011243,Mullumbimby,50–74,1043,3060,34.09861409,2020–2021                
NSW,112021244,Casino,50–74,1322,3551,37.2310075,2020–2021                
NSW,112021245,Casino Region,50–74,836,2299,36.36162052,2020–2021                
NSW,112021246,Goonellabah,50–74,1292,3209,40.25079151,2020–2021                
NSW,112021247,Kyogle,50–74,995,2554,38.94897682,2020–2021                
NSW,112021248,Lismore,50–74,1971,5772,34.1501243,2020–2021                
NSW,112021249,Lismore Region,50–74,1918,4724,40.60206777,2020–2021                
NSW,112031250,Kingscliff - Fingal Head,50–74,1691,4004,42.23247341,2020–2021                
NSW,112031251,Murwillumbah,50–74,1187,3412,34.78898007,2020–2021                
NSW,112031252,Murwillumbah Region,50–74,1023,2776,36.84290829,2020–2021                
NSW,112031253,Pottsville,50–74,1604,3699,43.35599934,2020–2021                
NSW,112031254,Tweed Heads,50–74,2210,5724,38.61372657,2020–2021                
NSW,112031550,Banora Point,50–74,1616,3973,40.68682227,2020–2021                
NSW,112031551,Terranora - North Tumblegum,50–74,344,833,41.28556383,2020–2021                
NSW,112031552,Tweed Heads South,50–74,1087,2849,38.15249694,2020–2021                
NSW,113011256,Griffith (NSW),50–74,1903,5332,35.68778204,2020–2021                
NSW,113011257,Griffith Region,50–74,783,2298,34.0815826,2020–2021                
NSW,113011258,Leeton,50–74,914,2620,34.88549618,2020–2021                
NSW,113011259,Narrandera,50–74,695,1877,37.02723668,2020–2021                
NSW,113021260,Tumbarumba,50–74,389,961,40.52191784,2020–2021                
NSW,113021261,Tumut,50–74,822,1948,42.17201154,2020–2021                
NSW,113021262,Tumut Region,50–74,508,1211,41.90884882,2020–2021                
NSW,113031263,Cootamundra,50–74,983,2277,43.17467971,2020–2021                
NSW,113031264,Gundagai,50–74,351,932,37.64741497,2020–2021                
NSW,113031265,Junee,50–74,604,1515,39.86711965,2020–2021                
NSW,113031266,Temora,50–74,868,1976,43.92693237,2020–2021                
NSW,113031267,Wagga Wagga - East,50–74,1511,3579,42.21678677,2020–2021                
NSW,113031268,Wagga Wagga - North,50–74,301,721,41.82929366,2020–2021                
NSW,113031269,Wagga Wagga - South,50–74,1814,4572,39.66692443,2020–2021                
NSW,113031270,Wagga Wagga - West,50–74,1466,3826,38.3254034,2020–2021                
NSW,113031271,Wagga Wagga Region,50–74,1330,3383,39.30491017,2020–2021                
NSW,114011272,Berry - Kangaroo Valley,50–74,1357,2775,48.92639958,2020–2021                
NSW,114011273,Callala Bay - Currarong,50–74,613,1262,48.56416178,2020–2021                
NSW,114011274,Culburra Beach,50–74,672,1502,44.73877899,2020–2021                
NSW,114011275,Ettrema - Sassafras - Budawang,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,114011276,Huskisson - Vincentia,50–74,1094,2143,51.05891988,2020–2021                
NSW,114011277,North Nowra - Bomaderry,50–74,1826,4145,44.04452242,2020–2021                
NSW,114011278,Nowra,50–74,2113,5656,37.36998663,2020–2021                
NSW,114011279,St Georges Basin - Erowal Bay,50–74,1798,4228,42.5292519,2020–2021                
NSW,114011280,Sussex Inlet - Berrara,50–74,729,1567,46.50025088,2020–2021                
NSW,114011281,Tomerong - Wandandian - Woollamia,50–74,488,1051,46.42788359,2020–2021                
NSW,114011282,Ulladulla,50–74,2370,4930,48.07016081,2020–2021                
NSW,114011283,Ulladulla Region,50–74,1222,2517,48.55550916,2020–2021                
NSW,114021284,Bowral,50–74,2017,4279,47.13759985,2020–2021                
NSW,114021285,Hill Top - Colo Vale,50–74,541,1477,36.62307384,2020–2021                
NSW,114021286,Mittagong,50–74,1304,3025,43.10808129,2020–2021                
NSW,114021287,Moss Vale - Berrima,50–74,1425,3326,42.84616688,2020–2021                
NSW,114021288,Robertson - Fitzroy Falls,50–74,396,947,41.75602987,2020–2021                
NSW,114021289,Southern Highlands,50–74,896,1887,47.49733449,2020–2021                
NSW,115011290,Baulkham Hills (East),50–74,2291,5555,41.24238317,2020–2021                
NSW,115011291,Baulkham Hills (West) - Bella Vista,50–74,2595,5979,43.40986079,2020–2021                
NSW,115011294,Glenhaven,50–74,781,1678,46.57323215,2020–2021                
NSW,115011296,West Pennant Hills,50–74,1797,4273,42.05395176,2020–2021                
NSW,115011553,Castle Hill - Central,50–74,699,1706,40.97506371,2020–2021                
NSW,115011554,Castle Hill - East,50–74,592,1306,45.33026155,2020–2021                
NSW,115011555,Castle Hill - North,50–74,1634,3680,44.41519528,2020–2021                
NSW,115011556,Castle Hill - South,50–74,993,2341,42.41933019,2020–2021                
NSW,115011557,Castle Hill - West,50–74,592,1423,41.60381018,2020–2021                
NSW,115011558,Cherrybrook,50–74,2378,5594,42.50983196,2020–2021                
NSW,115011559,Kellyville,50–74,2583,6355,40.64307192,2020–2021                
NSW,115021297,Dural - Kenthurst - Wisemans Ferry,50–74,2433,5990,40.62318314,2020–2021                
NSW,115021298,Galston - Laughtondale,50–74,637,1467,43.4222355,2020–2021                
NSW,115031299,Bilpin - Colo - St Albans,50–74,352,955,36.84670078,2020–2021                
NSW,115031300,Kurrajong Heights - Ebenezer,50–74,2416,5704,42.35545273,2020–2021                
NSW,115041301,Pitt Town - McGraths Hill,50–74,1433,3398,42.17742801,2020–2021                
NSW,115041302,Rouse Hill - Beaumont Hills,50–74,2511,6354,39.52687929,2020–2021                
NSW,116011303,Blacktown (East) - Kings Park,50–74,994,3343,29.73011194,2020–2021                
NSW,116011304,Blacktown (North) - Marayong,50–74,1416,4276,33.11623354,2020–2021                
NSW,116011306,Doonside - Woodcroft,50–74,2045,5921,34.53808478,2020–2021                
NSW,116011307,Lalor Park - Kings Langley,50–74,2279,6302,36.16429027,2020–2021                
NSW,116011308,Seven Hills - Toongabbie,50–74,2215,6005,36.87841283,2020–2021                
NSW,116011560,Blacktown (South),50–74,946,2827,33.45150503,2020–2021                
NSW,116011561,Blacktown (West),50–74,1179,3643,32.36075683,2020–2021                
NSW,116021309,Glenwood,50–74,1402,3769,37.19700615,2020–2021                
NSW,116021310,Parklea - Kellyville Ridge,50–74,2131,5957,35.77565041,2020–2021                
NSW,116021312,Riverstone - Marsden Park,50–74,2131,6162,34.57938942,2020–2021                
NSW,116021562,Acacia Gardens,50–74,287,836,34.37539282,2020–2021                
NSW,116021563,Quakers Hill,50–74,1770,4790,36.95784502,2020–2021                
NSW,116031313,Bidwill - Hebersham - Emerton,50–74,1167,4614,25.29799294,2020–2021                
NSW,116031314,Glendenning - Dean Park,50–74,547,1799,30.38663181,2020–2021                
NSW,116031315,Hassall Grove - Plumpton,50–74,1687,5167,32.65595817,2020–2021                
NSW,116031316,Lethbridge Park - Tregear,50–74,1046,4211,24.83213636,2020–2021                
NSW,116031317,Mount Druitt - Whalan,50–74,1421,5132,27.69362906,2020–2021                
NSW,116031318,Prospect Reservoir,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,116031319,Rooty Hill - Minchinbury,50–74,1818,5410,33.60385393,2020–2021                
NSW,117011320,Banksmeadow,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,117011321,Botany,50–74,1016,2756,36.86482149,2020–2021                
NSW,117011322,Mascot - Eastlakes,50–74,1704,5092,33.45684252,2020–2021                
NSW,117011323,Pagewood - Hillsdale - Daceyville,50–74,1090,3091,35.25736547,2020–2021                
NSW,117011324,Port Botany Industrial,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,117011325,Sydney Airport,50–74,94,247,38.0560441,2020–2021                
NSW,117021326,Marrickville,50–74,2417,6486,37.26489331,2020–2021                
NSW,117021327,Petersham - Stanmore,50–74,1659,4443,37.35348266,2020–2021                
NSW,117021328,Sydenham - Tempe - St Peters,50–74,741,1922,38.55359001,2020–2021                
NSW,117031329,Darlinghurst,50–74,955,2849,33.52970684,2020–2021                
NSW,117031330,Erskineville - Alexandria,50–74,1415,3458,40.92531177,2020–2021                
NSW,117031331,Glebe - Forest Lodge,50–74,1630,4769,34.19040483,2020–2021                
NSW,117031332,Newtown - Camperdown - Darlington,50–74,1902,4903,38.78279488,2020–2021                
NSW,117031333,Potts Point - Woolloomooloo,50–74,1703,5306,32.09554695,2020–2021                
NSW,117031334,Pyrmont - Ultimo,50–74,1529,4147,36.87002653,2020–2021                
NSW,117031335,Redfern - Chippendale,50–74,1316,3938,33.4263668,2020–2021                
NSW,117031336,Surry Hills,50–74,1273,3767,33.78656171,2020–2021                
NSW,117031337,Sydney - Haymarket - The Rocks,50–74,1783,7008,25.44246398,2020–2021                
NSW,117031338,Waterloo - Beaconsfield,50–74,1857,5594,33.19237984,2020–2021                
NSW,118011339,Bondi - Tamarama - Bronte,50–74,1527,4472,34.14371809,2020–2021                
NSW,118011340,Bondi Beach - North Bondi,50–74,1153,3881,29.71113603,2020–2021                
NSW,118011341,Bondi Junction - Waverly,50–74,1483,4228,35.07598193,2020–2021                
NSW,118011342,Centennial Park,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,118011343,Double Bay - Bellevue Hill,50–74,2055,6027,34.09878478,2020–2021                
NSW,118011344,Dover Heights,50–74,775,2468,31.39902887,2020–2021                
NSW,118011345,Paddington - Moore Park,50–74,1413,3941,35.85432938,2020–2021                
NSW,118011346,Rose Bay - Vaucluse - Watsons Bay,50–74,1023,3078,33.23291386,2020–2021                
NSW,118011347,Woollahra,50–74,689,1963,35.09854894,2020–2021                
NSW,118021348,Coogee - Clovelly,50–74,2149,5857,36.6989657,2020–2021                
NSW,118021350,Malabar - La Perouse - Chifley,50–74,2348,6044,38.85372934,2020–2021                
NSW,118021564,Kensington (NSW),50–74,824,2317,35.56341388,2020–2021                
NSW,118021565,Kingsford,50–74,930,2806,33.1381872,2020–2021                
NSW,118021566,Maroubra - North,50–74,1040,2658,39.12298347,2020–2021                
NSW,118021567,Maroubra - South,50–74,969,2697,35.92468814,2020–2021                
NSW,118021568,Maroubra - West,50–74,809,2203,36.71771398,2020–2021                
NSW,118021569,Randwick - North,50–74,1188,3215,36.96359499,2020–2021                
NSW,118021570,Randwick - South,50–74,1155,3107,37.17933139,2020–2021                
NSW,119011354,Bass Hill - Georges Hall,50–74,1897,5420,35.0061181,2020–2021                
NSW,119011355,Chullora,50–74,95,264,35.95752495,2020–2021                
NSW,119011356,Condell Park,50–74,874,2777,31.46142161,2020–2021                
NSW,119011357,Greenacre - Mount Lewis,50–74,1797,6437,27.91698056,2020–2021                
NSW,119011358,Padstow,50–74,1817,4571,39.75015266,2020–2021                
NSW,119011359,Panania - Milperra - Picnic Point,50–74,2739,6640,41.25013932,2020–2021                
NSW,119011360,Revesby,50–74,1593,4259,37.40344091,2020–2021                
NSW,119011361,Yagoona - Birrong,50–74,1879,5235,35.89512135,2020–2021                
NSW,119011571,Bankstown - North,50–74,1183,3740,31.63510372,2020–2021                
NSW,119011572,Bankstown - South,50–74,1370,4109,33.34522113,2020–2021                
NSW,119021362,Belmore - Belfield,50–74,1683,5180,32.49034749,2020–2021                
NSW,119021363,Canterbury (South) - Campsie,50–74,2452,7548,32.48380999,2020–2021                
NSW,119021364,Kingsgrove (North) - Earlwood,50–74,2564,6639,38.61797654,2020–2021                
NSW,119021366,Punchbowl,50–74,1582,5146,30.74888435,2020–2021                
NSW,119021367,Roselands,50–74,1175,3478,33.77770434,2020–2021                
NSW,119021573,Lakemba,50–74,878,3251,27.01362163,2020–2021                
NSW,119021574,Wiley Park,50–74,489,1777,27.50653966,2020–2021                
NSW,119031368,Hurstville,50–74,2046,5816,35.17499938,2020–2021                
NSW,119031369,Mortdale - Penshurst,50–74,2490,6120,40.68375042,2020–2021                
NSW,119031370,Narwee - Beverly Hills,50–74,1404,3742,37.51802872,2020–2021                
NSW,119031371,Oatley - Hurstville Grove,50–74,1469,3221,45.5967439,2020–2021                
NSW,119031372,Peakhurst - Lugarno,50–74,1920,4699,40.85163606,2020–2021                
NSW,119031373,Riverwood,50–74,1137,3392,33.51844241,2020–2021                
NSW,119031374,South Hurstville - Blakehurst,50–74,2322,6148,37.76953742,2020–2021                
NSW,119041375,Arncliffe - Bardwell Valley,50–74,1372,4103,33.43864166,2020–2021                
NSW,119041376,Bexley,50–74,2299,6357,36.17011935,2020–2021                
NSW,119041377,Kingsgrove (South) - Bardwell Park,50–74,1257,3326,37.79541295,2020–2021                
NSW,119041378,Kogarah,50–74,976,2724,35.82291682,2020–2021                
NSW,119041379,Kogarah Bay - Carlton - Allawah,50–74,1465,3946,37.11567823,2020–2021                
NSW,119041380,Monterey - Brighton-le-Sands - Kyeemagh,50–74,1358,4090,33.19887288,2020–2021                
NSW,119041381,Rockdale - Banksia,50–74,1298,4036,32.16554079,2020–2021                
NSW,119041382,Sans Souci - Ramsgate,50–74,1695,4568,37.11389265,2020–2021                
NSW,120011383,Concord - Mortlake - Cabarita,50–74,2520,6160,40.91522049,2020–2021                
NSW,120011384,Concord West - North Strathfield,50–74,1609,4357,36.92022522,2020–2021                
NSW,120011385,Drummoyne - Rodd Point,50–74,1850,4434,41.72817738,2020–2021                
NSW,120011386,Five Dock - Abbotsford,50–74,2141,5281,40.53728293,2020–2021                
NSW,120021387,Balmain,50–74,1898,4574,41.4954062,2020–2021                
NSW,120021388,Leichhardt - Annandale,50–74,2738,6477,42.26349284,2020–2021                
NSW,120021389,Lilyfield - Rozelle,50–74,1585,3847,41.2163334,2020–2021                
NSW,120031390,Ashfield,50–74,1858,5380,34.53443963,2020–2021                
NSW,120031391,Burwood - Croydon,50–74,2120,5861,36.17248257,2020–2021                
NSW,120031392,Canterbury (North) - Ashbury,50–74,1183,2890,40.9387104,2020–2021                
NSW,120031393,Croydon Park - Enfield,50–74,1785,4676,38.17208962,2020–2021                
NSW,120031394,Dulwich Hill - Lewisham,50–74,1686,4301,39.19415039,2020–2021                
NSW,120031395,Haberfield - Summer Hill,50–74,1515,3612,41.94443188,2020–2021                
NSW,120031396,Homebush,50–74,873,2754,31.7003702,2020–2021                
NSW,120031575,Strathfield,50–74,1768,5286,33.44637518,2020–2021                
NSW,120031576,Strathfield South,50–74,423,1045,40.4784689,2020–2021                
NSW,121011398,Chatswood (East) - Artarmon,50–74,2438,7040,34.62593833,2020–2021                
NSW,121011399,Chatswood (West) - Lane Cove North,50–74,1775,4521,39.2724191,2020–2021                
NSW,121011400,Lane Cove - Greenwich,50–74,3048,6790,44.88927069,2020–2021                
NSW,121011401,St Leonards - Naremburn,50–74,1072,2608,41.09980636,2020–2021                
NSW,121011402,Willoughby - Castle Cove - Northbridge,50–74,3427,7458,45.95046023,2020–2021                
NSW,121021403,Asquith - Mount Colah,50–74,2263,5190,43.60994995,2020–2021                
NSW,121021404,Berowra - Brooklyn - Cowan,50–74,1582,3549,44.5710927,2020–2021                
NSW,121021406,Normanhurst - Thornleigh - Westleigh,50–74,2065,4650,44.4140559,2020–2021                
NSW,121021577,Hornsby - East,50–74,894,2420,36.92955937,2020–2021                
NSW,121021578,Hornsby - West,50–74,1194,2878,41.49805465,2020–2021                
NSW,121021579,Waitara - Wahroonga (West),50–74,800,2061,38.80490145,2020–2021                
NSW,121031407,Gordon - Killara,50–74,2635,6257,42.11332383,2020–2021                
NSW,121031408,Lindfield - Roseville,50–74,2867,6533,43.88444759,2020–2021                
NSW,121031409,Pymble,50–74,1981,4572,43.32895888,2020–2021                
NSW,121031410,St Ives,50–74,2322,5670,40.95238095,2020–2021                
NSW,121031411,Turramurra,50–74,2434,5267,46.20291129,2020–2021                
NSW,121031412,Wahroonga (East) - Warrawee,50–74,2215,5048,43.87092511,2020–2021                
NSW,121041413,Cremorne - Cammeray,50–74,2220,5097,43.55925346,2020–2021                
NSW,121041414,Crows Nest - Waverton,50–74,1849,4276,43.23320125,2020–2021                
NSW,121041415,Mosman,50–74,3512,8291,42.35918466,2020–2021                
NSW,121041416,Neutral Bay - Kirribilli,50–74,1655,4487,36.89034108,2020–2021                
NSW,121041417,North Sydney - Lavender Bay,50–74,1438,3725,38.61016383,2020–2021                
NSW,122011418,Balgowlah - Clontarf - Seaforth,50–74,2748,5737,47.90085189,2020–2021                
NSW,122011419,Manly - Fairlight,50–74,2484,5683,43.70930846,2020–2021                
NSW,122021420,Avalon - Palm Beach,50–74,1935,4198,46.08772177,2020–2021                
NSW,122021421,Bayview - Elanora Heights,50–74,1425,3123,45.62734479,2020–2021                
NSW,122021422,Newport - Bilgola,50–74,1953,4204,46.46139909,2020–2021                
NSW,122021423,Warriewood - Mona Vale,50–74,3179,6850,46.41469731,2020–2021                
NSW,122031424,Beacon Hill - Narraweena,50–74,1568,3728,42.06951442,2020–2021                
NSW,122031425,Cromer,50–74,963,1987,48.48504087,2020–2021                
NSW,122031426,Dee Why - North Curl Curl,50–74,2570,6306,40.74969718,2020–2021                
NSW,122031427,Forestville - Killarney Heights,50–74,1584,3502,45.2312964,2020–2021                
NSW,122031428,Frenchs Forest - Belrose,50–74,3138,6730,46.62683985,2020–2021                
NSW,122031429,Freshwater - Brookvale,50–74,2429,5369,45.24199723,2020–2021                
NSW,122031430,Manly Vale - Allambie Heights,50–74,1958,4191,46.71751568,2020–2021                
NSW,122031431,Narrabeen - Collaroy,50–74,3037,6582,46.13560301,2020–2021                
NSW,122031432,Terrey Hills - Duffys Forest,50–74,494,1154,42.80745323,2020–2021                
NSW,123011433,Camden - Ellis Lane,50–74,1259,2987,42.13859776,2020–2021                
NSW,123011434,Elderslie - Harrington Park,50–74,2160,5379,40.15591535,2020–2021                
NSW,123011435,Mount Annan - Currans Hill,50–74,2385,6199,38.46975947,2020–2021                
NSW,123021436,Bradbury - Wedderburn,50–74,1401,4360,32.1237583,2020–2021                
NSW,123021437,Campbelltown - Woodbine,50–74,1679,4880,34.39791818,2020–2021                
NSW,123021438,Claymore - Eagle Vale - Raby,50–74,1660,4848,34.25029864,2020–2021                
NSW,123021439,Holsworthy Military Area,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,123021440,Ingleburn - Denham Court,50–74,1977,5723,34.54481915,2020–2021                
NSW,123021441,Leumeah - Minto Heights,50–74,1540,4200,36.67523074,2020–2021                
NSW,123021442,Macquarie Fields - Glenfield,50–74,1791,5692,31.46521434,2020–2021                
NSW,123021443,Minto - St Andrews,50–74,1670,5048,33.08076687,2020–2021                
NSW,123021444,Rosemeadow - Glen Alpine,50–74,1994,5474,36.42413724,2020–2021                
NSW,123031445,Bargo,50–74,560,1527,36.67321546,2020–2021                
NSW,123031446,Douglas Park - Appin,50–74,1187,2569,46.18673344,2020–2021                
NSW,123031447,Picton - Tahmoor - Buxton,50–74,1693,4271,39.63186429,2020–2021                
NSW,123031448,The Oaks - Oakdale,50–74,914,2141,42.68875568,2020–2021                
NSW,124011449,Blackheath - Megalong Valley,50–74,839,2030,41.32971312,2020–2021                
NSW,124011450,Blaxland - Warrimoo - Lapstone,50–74,2502,5034,49.70202622,2020–2021                
NSW,124011451,Blue Mountains - North,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,124011452,Katoomba - Leura,50–74,1819,4667,38.97578744,2020–2021                
NSW,124011453,Lawson - Hazelbrook - Linden,50–74,1548,3540,43.72881356,2020–2021                
NSW,124011454,Springwood - Winmalee,50–74,2800,6119,45.75911097,2020–2021                
NSW,124011455,Wentworth Falls,50–74,896,2054,43.62220058,2020–2021                
NSW,124021456,Blue Mountains - South,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,124031457,Cambridge Park,50–74,1361,3673,37.05385883,2020–2021                
NSW,124031458,Castlereagh - Cranebrook,50–74,2065,5460,37.82625411,2020–2021                
NSW,124031459,Emu Plains - Leonay,50–74,1364,3219,42.38088614,2020–2021                
NSW,124031460,Glenmore Park - Regentville,50–74,1875,4744,39.51871696,2020–2021                
NSW,124031461,Jamisontown - South Penrith,50–74,1486,3842,38.67447728,2020–2021                
NSW,124031462,Kingswood - Werrington,50–74,1318,4147,31.79010671,2020–2021                
NSW,124031463,Mulgoa - Luddenham - Orchard Hills,50–74,1087,2589,41.9947472,2020–2021                
NSW,124031464,Penrith,50–74,1185,3672,32.26860583,2020–2021                
NSW,124031465,Warragamba - Silverdale,50–74,616,1385,44.47601967,2020–2021                
NSW,124041466,Richmond - Clarendon,50–74,1496,3873,38.63622798,2020–2021                
NSW,124041467,Windsor - Bligh Park,50–74,1220,3677,33.17778603,2020–2021                
NSW,124041468,Yarramundi - Londonderry,50–74,688,1696,40.54141046,2020–2021                
NSW,124051469,Erskine Park,50–74,726,1768,41.05196847,2020–2021                
NSW,124051470,St Clair,50–74,1980,5256,37.67474592,2020–2021                
NSW,124051580,Colyton - Oxley Park,50–74,895,2834,31.56559519,2020–2021                
NSW,124051581,St Marys - North St Marys,50–74,1083,3939,27.4937113,2020–2021                
NSW,125011473,Homebush Bay - Silverwater,50–74,1233,3590,34.34542209,2020–2021                
NSW,125011475,Rookwood Cemetery,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,125011582,Auburn - Central,50–74,1059,3659,28.9448998,2020–2021                
NSW,125011583,Auburn - North,50–74,483,1712,28.20556809,2020–2021                
NSW,125011584,Auburn - South,50–74,670,2006,33.4029123,2020–2021                
NSW,125011585,Berala,50–74,839,2115,39.6467616,2020–2021                
NSW,125011586,Lidcombe,50–74,1693,4921,34.41248248,2020–2021                
NSW,125011587,Regents Park,50–74,470,1323,35.52265426,2020–2021                
NSW,125021476,Carlingford,50–74,2982,7471,39.91418689,2020–2021                
NSW,125021477,Ermington - Rydalmere,50–74,2116,5717,37.01000354,2020–2021                
NSW,125021478,Oatlands - Dundas Valley,50–74,1851,4860,38.08931502,2020–2021                
NSW,125031479,Chester Hill - Sefton,50–74,1721,4679,36.78247489,2020–2021                
NSW,125031480,Fairfield - East,50–74,1364,3921,34.78577321,2020–2021                
NSW,125031481,Granville - Clyde,50–74,1438,4606,31.22085467,2020–2021                
NSW,125031482,Greystanes - Pemulwuy,50–74,2483,6157,40.33036804,2020–2021                
NSW,125031483,Guildford - South Granville,50–74,1380,4729,29.1871339,2020–2021                
NSW,125031484,Guildford West - Merrylands West,50–74,1461,4461,32.75217683,2020–2021                
NSW,125031485,Merrylands - Holroyd,50–74,1998,6406,31.19377262,2020–2021                
NSW,125031486,Smithfield Industrial,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,125031487,Yennora Industrial,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,125041489,North Parramatta,50–74,1338,4296,31.1479292,2020–2021                
